Fecha;Hora;PM25_P1;PM25_P2;PM25_P3;PM25_P4;PM25_P5;PM25_SINCA
250730;200;126,317;127,95;125,983;133,017;133,483;15
250730;300;121,883;123,417;121,9;128,667;129,267;16
250730;400;117,65;118,833;117,083;124,917;125,483;15
250730;500;108,017;108,75;108,133;114,3;114,883;8
250730;600;103,433;104,083;104,733;108;109;8
250730;700;113,4;115,167;114,367;118,017;120,05;14
250730;800;138,083;141,3;138,15;143,883;146,7;27
250730;900;143,317;146,717;142,883;148,2;151,117;34
250730;1000;144,85;148,4;144,933;149,15;152,733;37
250730;1100;143,783;147,467;144,483;148,583;151,983;32
250730;1200;143,7;147,817;146,017;149,867;152,617;37
250730;1300;143,683;146,8;145,867;149,883;152,55;35
250730;1400;142,75;146,583;144,45;148,083;151,217;35
250730;1500;147,15;151,1;148,017;150,983;155,7;36
250730;1600;142,733;146,033;143;147,033;150,5;28
250730;1700;143,517;147,4;143,917;148,083;151,333;32
250730;1800;144,417;147,433;143,967;148,617;151,9;31
250730;1900;140,2;142,8;139,883;144,767;147,517;29
250730;2000;147,383;150,783;146,717;151,683;154,983;36
250730;2100;151,517;155,483;150,4;155,883;159,033;40
250730;2200;148,017;152,333;147,817;153,417;155,883;37
250730;2300;135,6;138,2;134,283;141,683;141,967;18
250731;0;135,6;137,8;133,45;140,917;141,367;20
250731;100;138,617;141,8;137,417;144,667;145,567;21
250731;200;139,783;142,8;138,95;146,317;147,5;18
250731;300;134,45;136,917;133,667;139,583;141,617;18
250731;400;119,433;121,4;119,683;123,933;125,65;8
250731;500;98;99;100;102;103;4
250731;600;98,25;99,25;100,233;102,083;103,333;3
250731;700;98,083;99,05;100,033;102,017;103,017;3
250731;800;98;99;100;102;103;3
250731;900;98;99;100;102;103,017;3
250731;1000;98,05;99,05;100,067;102,05;103,1;3
250731;1100;109,3;110,367;110,6;110,783;115,617;14
250731;1200;100,9;101,617;102,267;104;106,233;8
250731;1300;99,4;100,367;101,167;102,75;104,75;3
250731;1400;99,833;100,6;101,333;103,45;105,417;3
250731;1500;100,85;101,567;102,367;104,633;106,417;6
250731;1600;103,6;104,783;104,517;107,767;108,95;5
250731;1700;105,533;106,317;105,633;109,833;110,533;7
250731;1800;107,1;107,917;107,05;111,267;112,333;10
250731;1900;108,433;109,65;108,2;113,45;113,783;9
250731;2000;111,617;113,533;110,633;119,017;117,817;6
250731;2100;111,283;113,233;110,45;117,033;117,6;7
250731;2200;105,567;106,717;105,867;109,317;110,833;8
250731;2300;102,567;103,867;103;106,35;107,367;5
250801;0;101;101,833;101,883;104,6;105,55;3
250801;100;99,917;100,683;101,25;103,667;104,717;3
250801;200;101,3;102,283;102,25;105,3;106,033;2
250801;300;98;99;100;102;103;4
250801;400;98;99;100;102;103;1
250801;500;98;99;100;102;103;1
250801;600;98,167;99,133;100,15;102,083;103,167;1
250801;700;98;99;100;102;103;2
250801;800;98,5;99,283;100,117;102,067;103,367;1
250801;900;98,367;99,3;100,2;102,183;103,333;1
250801;1000;98;99;100;102;103;1
250801;1100;98;99;100;102;103;1
250801;1200;98;99;100;102;103;1
250801;1300;98,7;99,417;100,533;102,217;103,683;1
250801;1400;98,7;99,617;100,667;102,117;103,733;1
250801;1500;98;99;100;102;103;1
250801;1600;98,017;99;100,017;102;103;2
250801;1700;98,617;99,567;100,45;102,233;103,817;5
250801;1800;99,833;100,717;101,467;103,1;104,917;6
250801;1900;100,117;100,967;101,65;103,317;105,333;3
250801;2000;99,3;100,017;100,783;102,517;104,25;1
250801;2100;98,117;99,067;100,033;102;103,117;3
250801;2200;100,633;101,683;101,833;103,433;105,7;7
250801;2300;103,4;104,417;103,883;105,617;108,183;7
250802;0;101,717;102,65;102,667;104,767;106,75;8
250802;100;98,05;99,05;100,033;102,017;103,05;4
250802;200;98;99;100;102;103;1
250802;300;98;99;100;102;103;1
250802;400;98;99;100;102;103;1
250802;500;98;99;100;102;103;1
250802;600;98;99;100;102;103;1
250802;700;98;99;100;102;103;1
250802;800;98;99;100;102;103;1
250802;900;98;99;100;102;103;1
250802;1000;98;99;100;102;103;1
250802;1100;98,417;99,433;100,45;102,067;103,6;1
250802;1200;98,133;99,033;100,05;102;103,067;3
250802;1300;99,433;100,517;101,283;102,867;104,617;5
250802;1400;103,75;105,4;105,35;106,417;109,483;8
250802;1500;108,317;108,983;109,017;109,5;114,433;8
250802;1600;112,167;113;112,633;112,283;118,8;7
250802;1700;123;125,133;122,9;124,917;129,617;10
250802;1800;128,917;131,233;127,967;131,25;135,05;11
250802;1900;135,783;137,767;132,75;137,083;140,733;13
250802;2000;138,9;141,633;136,5;140,583;143,55;19
250802;2100;141,133;143,333;138,2;142,55;146,017;20
250802;2200;130,317;132,017;128,2;132,967;135,8;16
250802;2300;119,583;120,1;116,5;123,467;125,667;9
250803;0;106,7;107,3;106,833;110,333;112,55;7
250803;100;108,867;109,283;108,783;112,25;114,867;7
250803;200;100,017;100,767;101,2;103,667;105,017;6
250803;300;98,767;99,617;100,317;102,483;103,683;3
250803;400;99,4;100,05;100,533;102,9;104,4;1
250803;500;98,733;99,483;100,267;102,317;103,767;1
250803;600;98,583;99,183;100,183;105,75;103,383;3
250803;700;98,083;99,05;100,017;104,917;103,067;2
250803;800;104,833;105,417;105,033;108,983;110,1;6
250803;900;104,717;105,467;105,15;108,7;110;8
250803;1000;108,533;108,95;108,333;111,667;114,283;11
250803;1100;101,917;102,917;103,383;105,35;107,233;7
250803;1200;122,1;125,667;123,867;125,05;130,367;18
250803;1300;141,7;145,133;143,367;142,617;150,117;27
250803;1400;130,083;131,467;130,6;130,383;136,133;15
250803;1500;129,817;132,083;130,55;130,967;136,817;16
250803;1600;149,933;154,967;152,133;151,25;159,483;38
250803;1700;150,167;153,883;150,15;150,8;157,633;34
250803;1800;157,083;161,317;156,183;158,383;164,683;36
250803;1900;159,05;163,433;158,4;161,05;167,533;37
250803;2000;155,2;159,183;154,233;156,35;161,867;33
250803;2100;145,533;148,85;144,55;147,4;152,167;26
250803;2200;147,2;150,25;145,517;148,75;153,117;23
250803;2300;142,317;145,133;141,283;144,717;148,867;24
250804;0;129,567;131,567;129;132,383;136,317;18
250804;100;121,217;122,333;119,65;124,633;127,317;14
250804;200;109,167;109,15;108,717;112,867;114,667;11
250804;300;98,333;99,167;100,117;102,317;103,317;5
250804;400;98;99;100;102;103;1
250804;500;98,017;99;100;102;103;1
250804;600;98;99;100;102;103;3
250804;700;98,733;99,617;100,4;102,217;103,883;5
250804;800;100,8;101,383;102,267;103,15;106,05;6
250804;900;101,517;102,217;103,233;103,433;106,967;8
250804;1000;101,45;102,467;103,583;103,4;106,75;7
250804;1100;98,017;99,033;100,017;102;103,017;4
250804;1200;98,55;99,567;100,4;102,067;103,667;5
250804;1300;98,417;99,283;100,283;102,167;103,5;6
250804;1400;105,5;106,45;106,417;108,267;111,567;4
250804;1500;116,133;117,467;115,817;120,283;123,167;12
250804;1600;131,3;133,383;131,533;139,083;139,267;30
250804;1700;145,517;148,383;146,133;152,717;153,617;40
250804;1800;145,217;147,267;143,417;150;151,45;36
250804;1900;142,9;144,883;141,4;147,7;149,233;34
250804;2000;141,383;143,65;140,333;147,067;148,267;32
250804;2100;135,367;136,767;134,2;140,667;141,75;29
250804;2200;132,267;133,95;131;137,133;138,6;19
250804;2300;127,95;129,367;126,983;133,4;134,933;20
250805;0;119,017;119,667;117,767;125,4;126,583;15
250805;100;112,017;112,15;111,317;118,317;119,55;11
250805;200;107,067;107,867;107,583;111,883;113,45;8
250805;300;102,217;102,783;103,05;105,75;107,5;5
250805;400;99,867;100,417;101,267;103,617;104,85;4
250805;500;99,267;99,95;100,683;102,95;104,567;7
250805;600;98,2;99,05;100,05;102;103,15;4
250805;700;99,233;100,033;100,8;102,5;104,3;3
250805;800;104,367;105,283;105,817;106,05;109,867;10
250805;900;103,983;104,817;105,883;105,567;109,383;13
250805;1000;108,1;109,9;110;109,983;114,367;14
250805;1100;118,533;120,817;119,833;123,733;126,217;18
250805;1200;121,233;123,517;122,317;126,15;129,183;19
250805;1300;130,717;133,15;132,583;135,133;138,733;23
250805;1400;135,017;137,333;137,083;139,667;143,2;31
250805;1500;140,533;143,033;142,367;146,95;149,083;32
250805;1600;141,033;143,55;142,867;148,683;149,65;36
250805;1700;134,6;137,583;135,95;141,883;142,533;27
250805;1800;134,55;136,317;134,067;139,217;141,05;22
250805;1900;139,133;140,717;137,883;142,567;144,917;24
250805;2000;139,5;141,533;138,367;143,717;145,767;28
250805;2100;140,917;142,867;139,283;145,183;147;27
250805;2200;141,883;144,467;141,117;146,65;148,9;28
250805;2300;134,583;136,667;133,567;139,2;141,467;22
250806;0;130,083;132,033;128,717;135,7;137,133;21
250806;100;125;126,9;123,833;131,483;131,45;12
250806;200;126,633;128,183;125,033;133,967;133,3;11
250806;300;126,683;128,4;125,667;133,317;133,583;13
250806;400;122,25;123,333;120,617;129,133;128,383;13
250806;500;116,8;118,217;115,45;125,183;124,733;11
250806;600;109,983;111,15;109,683;116,95;116,917;8
250806;700;108,133;108,933;108,233;113,133;114,133;9
250806;800;115,683;116,333;115,267;119,417;122,633;11
250806;900;122,283;123,233;122,85;124,417;128,733;16
250806;1000;116,483;117,35;116,767;120,283;122,883;11
250806;1100;137,45;140,367;140,483;141,9;145,817;25
250806;1200;147,217;150,983;151,267;150,183;157,883;35
250806;1300;147,8;152,433;152,367;151,017;160,3;42
250806;1400;142,333;145,633;145,45;146,517;151,367;31
250806;1500;144,4;147,817;147,283;150,15;153,917;36
250806;1600;141,333;143,9;143,467;146,6;149,833;27
250806;1700;130,1;132,117;131,483;134,55;137,6;19
250806;1800;117,433;119,233;119,133;119,333;124,717;10
250806;1900;115,567;116,983;116,267;118,167;122,5;15
250806;2000;124,533;126,15;125,017;126,067;131,183;11
250806;2100;127,25;129,2;127,35;129,2;133,933;22
250806;2200;127,85;129,917;127,583;130,483;134,717;15
250806;2300;136,367;138,567;135,533;139,967;143,017;18
250807;0;131,883;133,3;130,367;135,617;138,35;16
250807;100;128,2;129,783;127,017;133,417;135,083;11
250807;200;131,633;133,45;129,6;136,383;137,3;11
250807;300;131,933;132,617;129,45;137,833;138,283;8
250807;400;128,533;129,967;126,65;135,033;135,617;10
250807;500;127,083;127,983;125,017;133,5;133,233;15
250807;600;126,917;128,05;124,8;133,3;133,133;15
250807;700;128,717;130,467;126,833;135,233;135,383;15
250807;800;132,25;134,017;131,15;135,883;138,5;19
250807;900;135,55;137,3;135,25;137,933;142,55;19
250807;1000;129,767;132,1;131,05;133,317;136,967;19
250807;1100;135,233;138,217;137,7;138,233;143,5;20
250807;1200;137,9;140,75;140,933;141,3;146,583;28
250807;1300;144,2;147,25;147,333;147,967;153,567;30
250807;1400;146,667;149,167;149,15;150,467;156,233;37
250807;1500;144,767;147,883;147,8;149,367;153,9;33
250807;1600;147,6;150,817;150,167;153,7;157,283;35
250807;1700;149,817;153,5;151,083;156,55;159,283;37
250807;1800;143,95;146,417;142,583;148,55;150,617;28
250807;1900;145,883;148,05;143,033;149,983;151,433;28
250807;2000;149,767;151,867;145,95;153,45;154,45;27
250807;2100;157,75;160,783;154,283;165,283;163,117;40
250807;2200;157,733;161,033;154,5;166,35;163,95;32
250807;2300;158,017;161,133;154,6;166,983;163,767;34
250808;0;158,383;161,483;154,933;168,85;164,733;30
250808;100;156,5;160,1;153,833;166,667;163,467;30
250808;200;151,6;154,783;149,233;160,05;158,833;23
250808;300;147,05;149,6;144,433;156,45;153,8;20
250808;400;149,017;151,617;146,3;158,233;156,55;21
250808;500;139,75;141,75;137,317;149,45;147,45;20
250808;600;129,183;130,333;126,35;138,8;137,283;12
250808;700;112,817;112,683;111,017;123,533;120,617;9
250808;800;108,333;109;109,117;112,167;115,2;10
250808;900;118,633;120,8;120,05;122,517;125,6;14
250808;1000;126,5;128,433;127,6;131,133;133,8;13
250808;1100;127,65;130,417;129,433;132,6;135,8;13
250808;1200;128,15;129,65;128,733;134,233;135,85;18
250808;1300;132,05;134,783;133,5;138,233;140,417;18
250808;1400;128,4;130,2;129,167;134,933;136,067;18
250808;1500;132,6;134,933;133,267;141,617;141,1;21
250808;1600;138,033;141,1;139,083;149,1;147,033;33
250808;1700;138,567;141,517;139,067;149,65;146,95;35
250808;1800;135,217;137,167;134,3;143,733;142,367;28
250808;1900;124,083;125,667;124,2;132,1;131,483;15
250808;2000;122,417;123,767;121,95;130,167;129,9;19
250808;2100;129,65;131;128,883;138,267;137,583;22
250808;2200;130,55;132,05;129,417;138,8;138,6;20
250808;2300;125,867;126,983;124,967;134,6;133,25;18
250809;0;123,05;124,133;122,2;132,133;130,333;18
250809;100;122,017;123,017;120,433;130,3;129,033;13
250809;200;118,383;118,85;117,317;127,033;126,3;13
250809;300;111,083;111,433;110,383;121,867;119,267;13
250809;400;135,8;139,2;135,383;146,1;143,817;19
250809;500;150;153,383;146,733;159,633;157,733;20
250809;600;148,117;150,917;144,483;156,533;154,417;26
250809;700;146,367;149,1;143,683;155,283;153,533;18
250809;800;148,283;151,25;145,7;156,333;155,2;23
250809;900;146,333;150,1;144,683;153,75;153,917;21
250809;1000;139,95;143,117;139,55;146,833;148,25;17
250809;1100;138,183;140,817;137,717;145,583;146,9;22
250809;1200;139,75;142,933;140,65;146,833;148,533;25
250809;1300;143,533;147,067;144,767;151,517;153,133;26
250809;1400;144,583;148,917;146,883;153,3;154,45;34
250809;1500;148,167;152,5;149,967;158,633;158,217;38
250809;1600;153,083;157,933;153,483;168,667;163,5;37
250809;1700;156,55;160,8;155,017;176,1;165,783;38
250809;1800;155,467;159,85;153,65;174,05;163,817;37
250809;1900;155,317;160,217;153,683;174,183;163,683;41
250809;2000;154,45;158,917;152,9;172,2;163,283;35
250809;2100;155,067;159,933;153,517;173,1;163,533;37
250809;2200;155,4;159,733;153,6;174,05;163,383;38
250809;2300;155,317;158,983;152,7;171,8;162,75;35
250810;0;154,35;157,5;150,883;168,417;161,25;32
250810;100;155,917;159,267;152,317;171,317;162,983;30
250810;200;153,9;157,5;150,483;169,233;161,75;31
250810;300;151,733;154,983;147,5;164,883;158,4;23
250810;400;147,317;150,1;143,4;160,2;153,85;18
250810;500;145,467;147,517;142,65;159,3;153,317;20
250810;600;132,983;134,367;129,8;145,783;140,667;15
250810;700;148,15;151,15;144,917;161,983;155,967;26
250810;800;148,167;151,167;146,8;160,183;157,55;31
250810;900;143,883;146,833;143,183;152,567;152;29
250810;1000;130,783;133,267;130,917;138,2;138,483;15
250810;1100;148,917;153,917;151,3;162,517;161,133;41
250810;1200;146,05;149,617;148,583;153,983;156;39
250810;1300;146,167;149,133;148,383;154,133;155,983;32
250810;1400;146,217;149,35;148,533;154,55;156,017;30
250810;1500;147,6;150,65;149,233;160,183;158,6;43
250810;1600;148,367;151,617;149,267;163,833;160,017;38
250810;1700;152,333;156,35;152,9;170,567;165,25;38
250810;1800;160,967;166,583;161,45;184,617;177,283;51
250810;1900;162,4;167,533;161,367;186,817;177,6;55
250810;2000;165,233;171,75;165,1;189,117;182,167;52
250810;2100;162,65;167,067;160,817;182,55;175,983;50
250810;2200;156,867;160,033;155,183;171,967;165,633;41
250810;2300;147,583;150,117;146,317;157,233;155,583;30
250811;0;136,933;138,867;135,417;146,267;144,067;24
250811;100;129,25;130,317;127,817;139,2;137,067;12
250811;200;115,433;115,417;113,817;126,683;123,75;11
250811;300;113,2;113,483;112,05;124,233;121,4;8
250811;400;105,65;105,95;105,817;111,733;111,55;6
250811;500;107,317;107,85;107,25;119,083;113,533;7
250811;600;100,583;101,417;101,767;105,75;106,1;3
250811;700;101,4;102,033;102,333;105,417;106,75;3
250811;800;104,1;104,6;105,3;106,367;109,567;6
250811;900;101,6;102,55;103,783;103,783;107,133;7
250811;1000;99,267;100,567;101,15;102,75;104,433;5
250811;1100;127,767;130,417;129,15;134,333;135,8;21
250811;1200;127,067;129,117;127,917;133,4;135,033;NA
250811;1300;130,35;132,567;131,367;138,333;138,633;22
250811;1400;123,35;125,4;124,05;130,917;130,983;12
250811;1500;128,483;130,4;128,65;137,15;136,633;20
250811;1600;141,7;144,933;143,15;152,333;150,85;34
250811;1700;139,7;141,867;139,867;147,967;147,95;35
250811;1800;137,75;139,683;137,417;144,3;144,8;35
250811;1900;131,5;133,2;130,667;137,483;138,2;21
250811;2000;125,633;126,983;125,1;132,683;133,017;19
250811;2100;124,6;125,767;124,067;131,233;131,817;21
250811;2200;119,8;120,817;119,3;127,117;127,533;11
250811;2300;110,233;110,85;110,2;118,033;118,167;11
250812;0;107,35;108,033;108,1;114,1;114,25;11
250812;100;105,583;106,167;106,2;110,667;111,45;8
250812;200;101,983;102,8;103,283;106,533;107,5;4
250812;300;101,933;102,683;103,233;106,1;107,383;4
250812;400;101,517;102,367;102,733;106,4;107,283;3
250812;500;100,267;101,067;101,883;104,967;105,967;6
250812;600;103,95;104,6;104,733;108,817;109,65;6
250812;700;109,65;110,75;109,783;117,883;117,567;12
250812;800;116,783;118;117,417;123,133;125,033;10
250812;900;118,017;119,367;119,25;124,133;125,233;15
250812;1000;127,867;129,817;128,617;136,067;135,383;24
250812;1100;127,783;129,583;127,85;136,233;135,217;29
250812;1200;122,05;123,567;121,45;130,45;129,667;21
250812;1300;117,967;119,917;118,633;124,083;125,25;16
250812;1400;137,417;140,25;139,067;146,233;145,933;36
250812;1500;144,567;147,55;146,417;153,533;153,7;42
250812;1600;142,25;144,467;143,3;150,6;150,917;33
250812;1700;138,567;140,7;138,467;145,917;146,183;36
250812;1800;142,183;144,217;141,083;146,833;148;35
250812;1900;145,567;147,833;144,083;149,967;151,317;40
250812;2000;146,983;149,75;146,133;152,067;153,517;40
250812;2100;147,833;150,433;146,383;152,567;153,817;33
250812;2200;141,45;143,95;140,8;146,833;148,4;26
250812;2300;137,783;140,067;136,717;142,967;144,1;21
250813;0;131,333;133;130,533;137,283;138,617;23
250813;100;124,75;126,1;124,083;131,567;132,217;15
250813;200;117,883;119,267;117,167;124,85;125,183;9
250813;300;118,983;120,417;117,683;126,683;126,45;11
250813;400;118,783;119,5;116,75;126,183;126,517;8
250813;500;119,15;120,55;117,25;126,433;126,533;10
250813;600;111,717;112,75;110,983;120,533;119,583;12
250813;700;110,217;110,6;110,117;115,983;117,767;11
250813;800;117,617;118,333;118,183;118,983;124,067;12
250813;900;114,033;114,583;115,4;114,667;120,717;15
250813;1000;107,45;108,783;109,05;110,217;114,333;8
250813;1100;127,233;129,517;128,8;133,5;135,267;27
250813;1200;123,35;125,217;124,133;130,45;131,183;22
250813;1300;131,733;134,217;132,65;139,517;140,083;23
250813;1400;130,733;133,183;131,65;138,5;139,367;35
250813;1500;126,65;128,65;127,167;134,133;134,433;23
250813;1600;139,65;142,817;140,583;152,233;149,233;39
250813;1700;147,75;151,533;149,1;166,283;158,933;53
250813;1800;146,933;149,767;146,667;158,233;154,9;45
250813;1900;146,667;149,617;146,067;154,967;154,4;45
250813;2000;147,5;150,75;146,967;156,417;155,733;41
250813;2100;144,95;147,783;144,4;153,017;152,883;37
250813;2200;140,1;142,983;139,833;148,217;148,683;33
250813;2300;136,967;139,917;136,783;144,933;145,117;29
250814;0;126,2;127,95;125,433;134,683;134,017;18
250814;100;120,267;121,2;119,267;127,917;127,567;14
250814;200;115,35;115,467;113,817;123,383;123,433;14
250814;300;106,6;107,433;107,367;113,017;113,333;8
250814;400;102,417;103,35;103,45;107,067;108,05;4
250814;500;100,217;101,067;101,817;104,467;105,583;3
250814;600;98,783;99,533;100,467;102,917;103,967;4
250814;700;98,767;99,683;100,633;102,533;103,9;4
250814;800;102,533;103,1;104,217;104,75;107,95;6
250814;900;103,5;104,333;105,217;104,9;108,983;7
250814;1000;108,267;110,283;109,5;112,167;114,617;8
250814;1100;136,217;139,05;137,767;144,75;144,917;31
250814;1200;157,583;164,417;162,1;166,867;174,15;57
250814;1300;161,333;167,483;166,15;166,25;178,967;51
250814;1400;152,567;158,133;156,283;158,717;167,767;39
250814;1500;147,35;150,433;149,783;153,783;158,133;30
250814;1600;147,367;150,267;149,4;155;157,25;37
250814;1700;149,483;153,367;150,15;158,9;158,717;38
250814;1800;148,6;152,55;147,8;156,417;156,017;32
250814;1900;145,183;148,65;143,383;152,85;152,1;25
250814;2000;146,983;150,45;145,017;155,983;154,433;22
250814;2100;149,933;153,95;148,017;159,65;156,967;27
250814;2200;150,917;155,367;149,417;162,9;158,5;27
250814;2300;153;157,817;151,367;170,567;161,3;30
250815;0;153,35;158,767;152,1;172,6;162,017;34
250815;100;156,533;162,85;155,133;184,033;166,15;34
250815;200;141,45;145,8;139,9;158,367;148,983;19
250815;300;112,133;113,683;110,817;120,017;117,833;5
250815;400;101,083;101,9;101,783;106,467;106,217;2
250815;500;101,7;102,7;102,15;106,8;106,55;1
250815;600;102,55;103,55;103,067;107,65;107,717;1
250815;700;104,383;105,4;104,567;110,067;109,417;3
250815;800;107,817;109,15;107,617;116,7;113,583;4
250815;900;105,8;106,95;106,017;112,767;111;5
250815;1000;104,5;105,4;104,417;109,633;109,75;8
250815;1100;106,433;107,483;106,95;111,483;112,217;6
250815;1200;109,683;111,267;110,317;114,95;116,833;5
250815;1300;118,2;119,967;118,55;123,167;124,683;6
250815;1400;121,683;124,183;121,533;127,467;128,2;6
250815;1500;120,4;122,317;120,033;125,517;126,533;7
250815;1600;119,3;121,167;118,55;124,783;125,617;9
250815;1700;117,417;118,833;116,733;123,15;123,983;8
250815;1800;118,35;119,483;116,65;124,333;124,167;10
250815;1900;126,417;128,517;124,533;131,283;131,75;10
250815;2000;128,383;129,567;127,1;132,75;133,3;12
250815;2100;128,767;130,933;127,733;133,75;134,033;10
250815;2200;134,183;136,483;133,117;138,133;139,35;13
250815;2300;135,6;138;133,383;139,217;140,517;19
250816;0;132,5;134,317;129,633;136,833;137,467;14
250816;100;125,4;126,517;122,45;130,833;130,267;12
250816;200;119,633;120,25;115,583;126,2;124,383;8
250816;300;122,667;124,05;119,083;129,217;127,717;10
250816;400;113,4;113,817;110,5;121,567;118,083;8
250816;500;107,8;108,15;106,767;115,65;112,667;10
250816;600;108,783;109,133;107,317;118,867;113,983;5
250816;700;104,85;105,467;104,767;110,333;109,85;2
250816;800;102,7;103,017;103,383;106,983;108,1;5
250816;900;101,633;102,9;103,583;105,917;107,333;12
250816;1000;102,083;103,2;103,517;106,05;107,917;8
250816;1100;109,017;110,433;109,4;112,3;115,967;7
250816;1200;105,367;107,05;106,5;108,433;111,75;5
250816;1300;103,333;104,533;104,683;106,8;109,317;2
250816;1400;116,25;117,683;117,083;120,583;123,217;9
250816;1500;125,967;128,017;127,017;131,333;133,367;15
250816;1600;132,767;135,5;134,067;140,317;140,583;20
250816;1700;132,05;134,267;133,017;138,55;139,283;18
250816;1800;129,867;131,867;129,567;134,133;136,083;10
250816;1900;129,983;131,85;128,983;134,067;136,133;16
250816;2000;136,5;138,017;135,033;139,867;142,15;26
250816;2100;137,683;139,533;136,367;140,9;143,033;26
250816;2200;140;141,5;138,55;143,283;145,867;20
250816;2300;136,133;137,733;135;139,95;142,133;19
250817;0;136,35;138,183;134,983;141,717;142,533;18
250817;100;129,05;130,35;127,683;135,917;136,117;13
250817;200;124,033;125,033;122,65;131,267;130,9;10
250817;300;119,217;119,867;117,433;127,183;126,167;9
250817;400;115,933;115,85;113,283;125,317;123,833;7
250817;500;110,583;111,367;109,6;119,417;116,883;7
250817;600;112,483;112,917;110,867;123,15;119,383;8
250817;700;112;112,383;110,3;122,833;118,433;8
250817;800;114,833;115,55;114,383;121,75;122,4;9
250817;900;133,5;137,083;134,833;137,317;141,067;17
250817;1000;140,95;143,617;141,667;145,5;149,017;19
250817;1100;140,717;143,967;140,932;146,133;148,767;22
250817;1200;137,267;140,25;139,05;141,833;144,95;21
250817;1300;133,417;135,559;134,683;137,933;141,55;18
250817;1400;132,123;134,633;132,947;136,3;139,517;17
250817;1500;132,15;134,417;132,283;136,45;139,433;17
250817;1600;132,033;135,117;132,383;136,967;139,15;15
250817;1700;130,22;132,4;129,95;135,345;137,733;15
250817;1800;130,55;133,85;129,8;137,233;137,883;16
250817;1900;128,183;130,567;127,417;135,017;135,35;12
250817;2000;128,833;131,6;128,183;135,617;136,2;11
250817;2100;128,817;130,333;126,233;134,717;134,333;15
250817;2200;134,033;135,65;130,733;140;139,067;18
250817;2300;137,712;140,1;134,033;145,133;142,45;15
250818;0;137,733;139,933;134,267;146,833;143,467;16
250818;100;135,267;137,417;131,767;144,7;141,667;13
250818;200;132,733;134,254;129;142,717;138,9;12
250818;300;132,383;133,45;128,017;141,85;138,103;11
250818;400;129,35;130,8;126,133;140,417;136,533;12
250818;500;130,133;131,483;126,933;140,797;136,683;13
250818;600;130,917;132,283;127,667;140,3;137,119;12
250818;700;132,22;133,733;129,117;141,328;138,175;14
250818;800;134,741;136,883;132,948;141,458;141,102;19
250818;900;137,283;139,617;136,183;143,317;144,4;19
250818;1000;143,45;140,783;139,017;142,583;145,283;22
250818;1100;137,817;140,867;138,95;144,6;145,967;23
250818;1200;127,267;129,8;128,983;132,85;135,254;10
250818;1300;124,033;127,017;125,683;129,483;132,117;15
250818;1400;120,7;122,717;122,317;124,45;127,85;13
250818;1500;115,4;116,45;116,033;118,6;121,833;8
250818;1600;106,183;107,5;107,85;110,267;112,7;4
250818;1700;110,167;111,267;110,533;114,55;118,05;8
250818;1800;109,683;110,25;109,55;113,483;115,333;9
250818;1900;112,767;113,583;111,767;116,967;118,817;9
250818;2000;124,817;126,483;123,383;128,467;130,3;12
250818;2100;128,267;129,583;125,85;132,517;133,667;12
250818;2200;131,4;132,983;129,333;136,35;136,617;14
250818;2300;128,317;129,833;126,817;134,15;134,45;11
250819;0;127,983;129,517;125,7;134,7;133,683;16
250819;100;130,333;132,167;127,8;137,95;136,65;8
250819;200;128,233;129,85;126,183;135,583;134,783;7
250819;300;125,883;127,417;124,083;132,367;132,367;9
250819;400;126,667;128,65;125,417;133,633;133,233;10
250819;500;126,067;127,467;124,083;132,417;132,383;9
250819;600;127,983;130,083;125,783;135,117;133,917;9
250819;700;129,567;130,883;126,917;137,233;135,583;11
250819;800;131,033;132,817;129,75;136;137,833;14
250819;900;131,683;133,621;131,983;136,667;138,883;18
250819;1000;132,183;134,967;133,8;137,767;140,133;18
250819;1100;134,317;137,15;136,717;139,167;142,7;20
250819;1200;133,517;135,983;135,483;138,483;141,833;14
250819;1300;131,617;134,333;133,983;136,833;140,283;15
250819;1400;131,083;133,9;132,967;136,517;139,4;14
250819;1500;134,583;137,733;136,683;140,917;142,533;14
250819;1600;132,417;135,067;134,117;138,55;140,35;16
250819;1700;122,633;124,45;123,35;127,4;129,45;13
250819;1800;112,05;114,5;112,567;119,45;120,133;9
250819;1900;117,717;119,183;116,35;124,083;124,467;6
250819;2000;129,883;131,767;128,15;135,35;135,583;9
250819;2100;118,25;120,1;117,517;123,067;124,217;10
250819;2200;102,233;102,933;103,317;106,15;107,567;7
250819;2300;115,067;116,233;114,3;119,75;120,75;11
250820;0;117,567;118,383;116,433;123,183;123,95;9
250820;100;122,083;124,1;120,983;127,9;128,133;9
250820;200;106,317;107,233;106,367;110,5;111,767;8
250820;300;125,45;126,65;122,233;132,483;130,783;7
250820;400;132,217;133,817;128,433;141,117;138,1;12
250820;500;132,067;133,75;128,283;141,617;137,7;9
250820;600;129,033;130,25;125,967;139,7;135;4
250820;700;125,783;127,25;121,983;135,15;130,8;4
250820;800;127,133;127,95;126,183;132,667;134,183;16
250820;900;117,7;119,533;118,517;122,65;124,65;8
250820;1000;108,717;110,25;109,45;111,967;117,067;8
250820;1100;113,317;115,283;114,633;117,133;120,783;13
250820;1200;132,05;134,533;134,05;137,333;139,983;17
250820;1300;137,25;140;139,65;142,583;145,583;25
