"wday";"hour";"sensor";"sensores";"value_PM25"
"sáb\,";0;"SINCA";"PM25_SINCA";14
"sáb\,";0;"P4";"value";136,833
"sáb\,";0;"SINCA";"PM25_SINCA";14
"sáb\,";0;"P5";"value";137,467
"sáb\,";0;"SINCA";"PM25_SINCA";14
"sáb\,";1;"P1";"value";125,4
"sáb\,";1;"SINCA";"PM25_SINCA";12
"sáb\,";1;"P2";"value";126,517
"sáb\,";1;"SINCA";"PM25_SINCA";12
"sáb\,";1;"P3";"value";122,45
"sáb\,";1;"SINCA";"PM25_SINCA";12
"sáb\,";1;"P4";"value";130,833
"sáb\,";1;"SINCA";"PM25_SINCA";12
"sáb\,";1;"P5";"value";130,267
"sáb\,";1;"SINCA";"PM25_SINCA";12
"sáb\,";2;"P1";"value";119,633
"sáb\,";2;"SINCA";"PM25_SINCA";8
"sáb\,";2;"P2";"value";120,25
"sáb\,";2;"SINCA";"PM25_SINCA";8
"sáb\,";2;"P3";"value";115,583
"sáb\,";2;"SINCA";"PM25_SINCA";8
"sáb\,";2;"P4";"value";126,2
"sáb\,";2;"SINCA";"PM25_SINCA";8
"sáb\,";2;"P5";"value";124,383
"sáb\,";2;"SINCA";"PM25_SINCA";8
"sáb\,";3;"P1";"value";122,667
"sáb\,";3;"SINCA";"PM25_SINCA";10
"sáb\,";3;"P2";"value";124,05
"sáb\,";3;"SINCA";"PM25_SINCA";10
"sáb\,";3;"P3";"value";119,083
"sáb\,";3;"SINCA";"PM25_SINCA";10
"sáb\,";3;"P4";"value";129,217
"sáb\,";3;"SINCA";"PM25_SINCA";10
"sáb\,";3;"P5";"value";127,717
"sáb\,";3;"SINCA";"PM25_SINCA";10
"sáb\,";4;"P1";"value";113,4
"sáb\,";4;"SINCA";"PM25_SINCA";8
"sáb\,";4;"P2";"value";113,817
"sáb\,";4;"SINCA";"PM25_SINCA";8
"sáb\,";4;"P3";"value";110,5
"sáb\,";4;"SINCA";"PM25_SINCA";8
"sáb\,";4;"P4";"value";121,567
"sáb\,";4;"SINCA";"PM25_SINCA";8
"sáb\,";4;"P5";"value";118,083
"sáb\,";4;"SINCA";"PM25_SINCA";8
"sáb\,";5;"P1";"value";107,8
"sáb\,";5;"SINCA";"PM25_SINCA";10
"sáb\,";5;"P2";"value";108,15
"sáb\,";5;"SINCA";"PM25_SINCA";10
"sáb\,";5;"P3";"value";106,767
"sáb\,";5;"SINCA";"PM25_SINCA";10
"sáb\,";5;"P4";"value";115,65
"sáb\,";5;"SINCA";"PM25_SINCA";10
"sáb\,";5;"P5";"value";112,667
"sáb\,";5;"SINCA";"PM25_SINCA";10
"sáb\,";6;"P1";"value";108,783
"sáb\,";6;"SINCA";"PM25_SINCA";5
"sáb\,";6;"P2";"value";109,133
"sáb\,";6;"SINCA";"PM25_SINCA";5
"sáb\,";6;"P3";"value";107,317
"sáb\,";6;"SINCA";"PM25_SINCA";5
"sáb\,";6;"P4";"value";118,867
"sáb\,";6;"SINCA";"PM25_SINCA";5
"sáb\,";6;"P5";"value";113,983
"sáb\,";6;"SINCA";"PM25_SINCA";5
"sáb\,";7;"P1";"value";104,85
"sáb\,";7;"SINCA";"PM25_SINCA";2
"sáb\,";7;"P2";"value";105,467
"sáb\,";7;"SINCA";"PM25_SINCA";2
"sáb\,";7;"P3";"value";104,767
"sáb\,";7;"SINCA";"PM25_SINCA";2
"sáb\,";7;"P4";"value";110,333
"sáb\,";7;"SINCA";"PM25_SINCA";2
"sáb\,";7;"P5";"value";109,85
"sáb\,";7;"SINCA";"PM25_SINCA";2
"sáb\,";8;"P1";"value";102,7
"sáb\,";8;"SINCA";"PM25_SINCA";5
"sáb\,";8;"P2";"value";103,017
"sáb\,";8;"SINCA";"PM25_SINCA";5
"sáb\,";8;"P3";"value";103,383
"sáb\,";8;"SINCA";"PM25_SINCA";5
"sáb\,";8;"P4";"value";106,983
"sáb\,";8;"SINCA";"PM25_SINCA";5
"sáb\,";8;"P5";"value";108,1
"sáb\,";8;"SINCA";"PM25_SINCA";5
"sáb\,";9;"P1";"value";101,633
"sáb\,";9;"SINCA";"PM25_SINCA";12
"sáb\,";9;"P2";"value";102,9
"sáb\,";9;"SINCA";"PM25_SINCA";12
"sáb\,";9;"P3";"value";103,583
"sáb\,";9;"SINCA";"PM25_SINCA";12
"sáb\,";9;"P4";"value";105,917
"sáb\,";9;"SINCA";"PM25_SINCA";12
"sáb\,";9;"P5";"value";107,333
"sáb\,";9;"SINCA";"PM25_SINCA";12
"sáb\,";10;"P1";"value";102,083
"sáb\,";10;"SINCA";"PM25_SINCA";8
"sáb\,";10;"P2";"value";103,2
"sáb\,";10;"SINCA";"PM25_SINCA";8
"sáb\,";10;"P3";"value";103,517
"sáb\,";10;"SINCA";"PM25_SINCA";8
"sáb\,";10;"P4";"value";106,05
"sáb\,";10;"SINCA";"PM25_SINCA";8
"sáb\,";10;"P5";"value";107,917
"sáb\,";10;"SINCA";"PM25_SINCA";8
"sáb\,";11;"P1";"value";109,017
"sáb\,";11;"SINCA";"PM25_SINCA";7
"sáb\,";11;"P2";"value";110,433
"sáb\,";11;"SINCA";"PM25_SINCA";7
"sáb\,";11;"P3";"value";109,4
"sáb\,";11;"SINCA";"PM25_SINCA";7
"sáb\,";11;"P4";"value";112,3
"sáb\,";11;"SINCA";"PM25_SINCA";7
"sáb\,";11;"P5";"value";115,967
"sáb\,";11;"SINCA";"PM25_SINCA";7
"sáb\,";12;"P1";"value";105,367
"sáb\,";12;"SINCA";"PM25_SINCA";5
"sáb\,";12;"P2";"value";107,05
"sáb\,";12;"SINCA";"PM25_SINCA";5
"sáb\,";12;"P3";"value";106,5
"sáb\,";12;"SINCA";"PM25_SINCA";5
"sáb\,";12;"P4";"value";108,433
"sáb\,";12;"SINCA";"PM25_SINCA";5
"sáb\,";12;"P5";"value";111,75
"sáb\,";12;"SINCA";"PM25_SINCA";5
"sáb\,";13;"P1";"value";103,333
"sáb\,";13;"SINCA";"PM25_SINCA";2
"sáb\,";13;"P2";"value";104,533
"sáb\,";13;"SINCA";"PM25_SINCA";2
"sáb\,";13;"P3";"value";104,683
"sáb\,";13;"SINCA";"PM25_SINCA";2
"sáb\,";13;"P4";"value";106,8
"sáb\,";13;"SINCA";"PM25_SINCA";2
"sáb\,";13;"P5";"value";109,317
"sáb\,";13;"SINCA";"PM25_SINCA";2
"sáb\,";14;"P1";"value";116,25
"sáb\,";14;"SINCA";"PM25_SINCA";9
"sáb\,";14;"P2";"value";117,683
"sáb\,";14;"SINCA";"PM25_SINCA";9
"sáb\,";14;"P3";"value";117,083
"sáb\,";14;"SINCA";"PM25_SINCA";9
"sáb\,";14;"P4";"value";120,583
"sáb\,";14;"SINCA";"PM25_SINCA";9
"sáb\,";14;"P5";"value";123,217
"sáb\,";14;"SINCA";"PM25_SINCA";9
"sáb\,";15;"P1";"value";125,967
"sáb\,";15;"SINCA";"PM25_SINCA";15
"sáb\,";15;"P2";"value";128,017
"sáb\,";15;"SINCA";"PM25_SINCA";15
"sáb\,";15;"P3";"value";127,017
"sáb\,";15;"SINCA";"PM25_SINCA";15
"sáb\,";15;"P4";"value";131,333
"sáb\,";15;"SINCA";"PM25_SINCA";15
"sáb\,";15;"P5";"value";133,367
"sáb\,";15;"SINCA";"PM25_SINCA";15
"sáb\,";16;"P1";"value";132,767
"sáb\,";16;"SINCA";"PM25_SINCA";20
"sáb\,";16;"P2";"value";135,5
"sáb\,";16;"SINCA";"PM25_SINCA";20
"sáb\,";16;"P3";"value";134,067
"sáb\,";16;"SINCA";"PM25_SINCA";20
"sáb\,";16;"P4";"value";140,317
"sáb\,";16;"SINCA";"PM25_SINCA";20
"sáb\,";16;"P5";"value";140,583
"sáb\,";16;"SINCA";"PM25_SINCA";20
"sáb\,";17;"P1";"value";132,05
"sáb\,";17;"SINCA";"PM25_SINCA";18
"sáb\,";17;"P2";"value";134,267
"sáb\,";17;"SINCA";"PM25_SINCA";18
"sáb\,";17;"P3";"value";133,017
"sáb\,";17;"SINCA";"PM25_SINCA";18
"sáb\,";17;"P4";"value";138,55
"sáb\,";17;"SINCA";"PM25_SINCA";18
"sáb\,";17;"P5";"value";139,283
"sáb\,";17;"SINCA";"PM25_SINCA";18
"sáb\,";18;"P1";"value";129,867
"sáb\,";18;"SINCA";"PM25_SINCA";10
"sáb\,";18;"P2";"value";131,867
"sáb\,";18;"SINCA";"PM25_SINCA";10
"sáb\,";18;"P3";"value";129,567
"sáb\,";18;"SINCA";"PM25_SINCA";10
"sáb\,";18;"P4";"value";134,133
"sáb\,";18;"SINCA";"PM25_SINCA";10
"sáb\,";18;"P5";"value";136,083
"sáb\,";18;"SINCA";"PM25_SINCA";10
"sáb\,";19;"P1";"value";129,983
"sáb\,";19;"SINCA";"PM25_SINCA";16
"sáb\,";19;"P2";"value";131,85
"sáb\,";19;"SINCA";"PM25_SINCA";16
"sáb\,";19;"P3";"value";128,983
"sáb\,";19;"SINCA";"PM25_SINCA";16
"sáb\,";19;"P4";"value";134,067
"sáb\,";19;"SINCA";"PM25_SINCA";16
"sáb\,";19;"P5";"value";136,133
"sáb\,";19;"SINCA";"PM25_SINCA";16
"sáb\,";20;"P1";"value";136,5
"sáb\,";20;"SINCA";"PM25_SINCA";26
"sáb\,";20;"P2";"value";138,017
"sáb\,";20;"SINCA";"PM25_SINCA";26
"sáb\,";20;"P3";"value";135,033
"sáb\,";20;"SINCA";"PM25_SINCA";26
"sáb\,";20;"P4";"value";139,867
"sáb\,";20;"SINCA";"PM25_SINCA";26
"sáb\,";20;"P5";"value";142,15
"sáb\,";20;"SINCA";"PM25_SINCA";26
"sáb\,";21;"P1";"value";137,683
"sáb\,";21;"SINCA";"PM25_SINCA";26
"sáb\,";21;"P2";"value";139,533
"sáb\,";21;"SINCA";"PM25_SINCA";26
"sáb\,";21;"P3";"value";136,367
"sáb\,";21;"SINCA";"PM25_SINCA";26
"sáb\,";21;"P4";"value";140,9
"sáb\,";21;"SINCA";"PM25_SINCA";26
"sáb\,";21;"P5";"value";143,033
"sáb\,";21;"SINCA";"PM25_SINCA";26
"sáb\,";22;"P1";"value";140
"sáb\,";22;"SINCA";"PM25_SINCA";20
"sáb\,";22;"P2";"value";141,5
"sáb\,";22;"SINCA";"PM25_SINCA";20
"sáb\,";22;"P3";"value";138,55
"sáb\,";22;"SINCA";"PM25_SINCA";20
"sáb\,";22;"P4";"value";143,283
"sáb\,";22;"SINCA";"PM25_SINCA";20
"sáb\,";22;"P5";"value";145,867
"sáb\,";22;"SINCA";"PM25_SINCA";20
"sáb\,";23;"P1";"value";136,133
"sáb\,";23;"SINCA";"PM25_SINCA";19
"sáb\,";23;"P2";"value";137,733
"sáb\,";23;"SINCA";"PM25_SINCA";19
"sáb\,";23;"P3";"value";135
"sáb\,";23;"SINCA";"PM25_SINCA";19
"sáb\,";23;"P4";"value";139,95
"sáb\,";23;"SINCA";"PM25_SINCA";19
"sáb\,";23;"P5";"value";142,133
"sáb\,";23;"SINCA";"PM25_SINCA";19
"dom\,";0;"P1";"value";136,35
"dom\,";0;"SINCA";"PM25_SINCA";18
"dom\,";0;"P2";"value";138,183
"dom\,";0;"SINCA";"PM25_SINCA";18
"dom\,";0;"P3";"value";134,983
"dom\,";0;"SINCA";"PM25_SINCA";18
"dom\,";0;"P4";"value";141,717
"dom\,";0;"SINCA";"PM25_SINCA";18
"dom\,";0;"P5";"value";142,533
"dom\,";0;"SINCA";"PM25_SINCA";18
"dom\,";1;"P1";"value";129,05
"dom\,";1;"SINCA";"PM25_SINCA";13
"dom\,";1;"P2";"value";130,35
"dom\,";1;"SINCA";"PM25_SINCA";13
"dom\,";1;"P3";"value";127,683
"dom\,";1;"SINCA";"PM25_SINCA";13
"dom\,";1;"P4";"value";135,917
"dom\,";1;"SINCA";"PM25_SINCA";13
"dom\,";1;"P5";"value";136,117
"dom\,";1;"SINCA";"PM25_SINCA";13
"dom\,";2;"P1";"value";124,033
"dom\,";2;"SINCA";"PM25_SINCA";10
"dom\,";2;"P2";"value";125,033
"dom\,";2;"SINCA";"PM25_SINCA";10
"dom\,";2;"P3";"value";122,65
"dom\,";2;"SINCA";"PM25_SINCA";10
"dom\,";2;"P4";"value";131,267
"dom\,";2;"SINCA";"PM25_SINCA";10
"dom\,";2;"P5";"value";130,9
"dom\,";2;"SINCA";"PM25_SINCA";10
"dom\,";3;"P1";"value";119,217
"dom\,";3;"SINCA";"PM25_SINCA";9
"dom\,";3;"P2";"value";119,867
"dom\,";3;"SINCA";"PM25_SINCA";9
"dom\,";3;"P3";"value";117,433
"dom\,";3;"SINCA";"PM25_SINCA";9
"dom\,";3;"P4";"value";127,183
"dom\,";3;"SINCA";"PM25_SINCA";9
"dom\,";3;"P5";"value";126,167
"dom\,";3;"SINCA";"PM25_SINCA";9
"dom\,";4;"P1";"value";115,933
"dom\,";4;"SINCA";"PM25_SINCA";7
"dom\,";4;"P2";"value";115,85
"dom\,";4;"SINCA";"PM25_SINCA";7
"dom\,";4;"P3";"value";113,283
"dom\,";4;"SINCA";"PM25_SINCA";7
"dom\,";4;"P4";"value";125,317
"dom\,";4;"SINCA";"PM25_SINCA";7
"dom\,";4;"P5";"value";123,833
"dom\,";4;"SINCA";"PM25_SINCA";7
"dom\,";5;"P1";"value";110,583
"dom\,";5;"SINCA";"PM25_SINCA";7
"dom\,";5;"P2";"value";111,367
"dom\,";5;"SINCA";"PM25_SINCA";7
"dom\,";5;"P3";"value";109,6
"dom\,";5;"SINCA";"PM25_SINCA";7
"dom\,";5;"P4";"value";119,417
"dom\,";5;"SINCA";"PM25_SINCA";7
"dom\,";5;"P5";"value";116,883
"dom\,";5;"SINCA";"PM25_SINCA";7
"dom\,";6;"P1";"value";112,483
"dom\,";6;"SINCA";"PM25_SINCA";8
"dom\,";6;"P2";"value";112,917
"dom\,";6;"SINCA";"PM25_SINCA";8
"dom\,";6;"P3";"value";110,867
"dom\,";6;"SINCA";"PM25_SINCA";8
"dom\,";6;"P4";"value";123,15
"dom\,";6;"SINCA";"PM25_SINCA";8
"dom\,";6;"P5";"value";119,383
"dom\,";6;"SINCA";"PM25_SINCA";8
"dom\,";7;"P1";"value";112
"dom\,";7;"SINCA";"PM25_SINCA";8
"dom\,";7;"P2";"value";112,383
"dom\,";7;"SINCA";"PM25_SINCA";8
"dom\,";7;"P3";"value";110,3
"dom\,";7;"SINCA";"PM25_SINCA";8
"dom\,";7;"P4";"value";122,833
"dom\,";7;"SINCA";"PM25_SINCA";8
"dom\,";7;"P5";"value";118,433
"dom\,";7;"SINCA";"PM25_SINCA";8
"dom\,";8;"P1";"value";114,833
"dom\,";8;"SINCA";"PM25_SINCA";9
"dom\,";8;"P2";"value";115,55
"dom\,";8;"SINCA";"PM25_SINCA";9
"dom\,";8;"P3";"value";114,383
"dom\,";8;"SINCA";"PM25_SINCA";9
"dom\,";8;"P4";"value";121,75
"dom\,";8;"SINCA";"PM25_SINCA";9
"dom\,";8;"P5";"value";122,4
"dom\,";8;"SINCA";"PM25_SINCA";9
"dom\,";9;"P1";"value";133,5
"dom\,";9;"SINCA";"PM25_SINCA";17
"dom\,";9;"P2";"value";137,083
"dom\,";9;"SINCA";"PM25_SINCA";17
"dom\,";9;"P3";"value";134,833
"dom\,";9;"SINCA";"PM25_SINCA";17
"dom\,";9;"P4";"value";137,317
"dom\,";9;"SINCA";"PM25_SINCA";17
"dom\,";9;"P5";"value";141,067
"dom\,";9;"SINCA";"PM25_SINCA";17
"dom\,";10;"P1";"value";140,95
"dom\,";10;"SINCA";"PM25_SINCA";19
"dom\,";10;"P2";"value";143,617
"dom\,";10;"SINCA";"PM25_SINCA";19
"dom\,";10;"P3";"value";141,667
"dom\,";10;"SINCA";"PM25_SINCA";19
"dom\,";10;"P4";"value";145,5
"dom\,";10;"SINCA";"PM25_SINCA";19
"dom\,";10;"P5";"value";149,017
"dom\,";10;"SINCA";"PM25_SINCA";19
"dom\,";11;"P1";"value";140,717
"dom\,";11;"SINCA";"PM25_SINCA";22
"dom\,";11;"P2";"value";143,967
"dom\,";11;"SINCA";"PM25_SINCA";22
"dom\,";11;"P3";"value";140,932
"dom\,";11;"SINCA";"PM25_SINCA";22
"dom\,";11;"P4";"value";146,133
"dom\,";11;"SINCA";"PM25_SINCA";22
"dom\,";11;"P5";"value";148,767
"dom\,";11;"SINCA";"PM25_SINCA";22
"dom\,";12;"P1";"value";137,267
"dom\,";12;"SINCA";"PM25_SINCA";21
"dom\,";12;"P2";"value";140,25
"dom\,";12;"SINCA";"PM25_SINCA";21
"dom\,";12;"P3";"value";139,05
"dom\,";12;"SINCA";"PM25_SINCA";21
"dom\,";12;"P4";"value";141,833
"dom\,";12;"SINCA";"PM25_SINCA";21
"dom\,";12;"P5";"value";144,95
"dom\,";12;"SINCA";"PM25_SINCA";21
"dom\,";13;"P1";"value";133,417
"dom\,";13;"SINCA";"PM25_SINCA";18
"dom\,";13;"P2";"value";135,559
"dom\,";13;"SINCA";"PM25_SINCA";18
"dom\,";13;"P3";"value";134,683
"dom\,";13;"SINCA";"PM25_SINCA";18
"dom\,";13;"P4";"value";137,933
"dom\,";13;"SINCA";"PM25_SINCA";18
"dom\,";13;"P5";"value";141,55
"dom\,";13;"SINCA";"PM25_SINCA";18
"dom\,";14;"P1";"value";132,123
"dom\,";14;"SINCA";"PM25_SINCA";17
"dom\,";14;"P2";"value";134,633
"dom\,";14;"SINCA";"PM25_SINCA";17
"dom\,";14;"P3";"value";132,947
"dom\,";14;"SINCA";"PM25_SINCA";17
"dom\,";14;"P4";"value";136,3
"dom\,";14;"SINCA";"PM25_SINCA";17
"dom\,";14;"P5";"value";139,517
"dom\,";14;"SINCA";"PM25_SINCA";17
"dom\,";15;"P1";"value";132,15
"dom\,";15;"SINCA";"PM25_SINCA";17
"dom\,";15;"P2";"value";134,417
"dom\,";15;"SINCA";"PM25_SINCA";17
"dom\,";15;"P3";"value";132,283
"dom\,";15;"SINCA";"PM25_SINCA";17
"dom\,";15;"P4";"value";136,45
"dom\,";15;"SINCA";"PM25_SINCA";17
"dom\,";15;"P5";"value";139,433
"dom\,";15;"SINCA";"PM25_SINCA";17
"dom\,";16;"P1";"value";132,033
"dom\,";16;"SINCA";"PM25_SINCA";15
"dom\,";16;"P2";"value";135,117
"dom\,";16;"SINCA";"PM25_SINCA";15
"dom\,";16;"P3";"value";132,383
"dom\,";16;"SINCA";"PM25_SINCA";15
"dom\,";16;"P4";"value";136,967
"dom\,";16;"SINCA";"PM25_SINCA";15
"dom\,";16;"P5";"value";139,15
"dom\,";16;"SINCA";"PM25_SINCA";15
"dom\,";17;"P1";"value";130,22
"dom\,";17;"SINCA";"PM25_SINCA";15
"dom\,";17;"P2";"value";132,4
"dom\,";17;"SINCA";"PM25_SINCA";15
"dom\,";17;"P3";"value";129,95
"dom\,";17;"SINCA";"PM25_SINCA";15
"dom\,";17;"P4";"value";135,345
"dom\,";17;"SINCA";"PM25_SINCA";15
"dom\,";17;"P5";"value";137,733
"dom\,";17;"SINCA";"PM25_SINCA";15
"dom\,";18;"P1";"value";130,55
"dom\,";18;"SINCA";"PM25_SINCA";16
"dom\,";18;"P2";"value";133,85
"dom\,";18;"SINCA";"PM25_SINCA";16
"dom\,";18;"P3";"value";129,8
"dom\,";18;"SINCA";"PM25_SINCA";16
"dom\,";18;"P4";"value";137,233
"dom\,";18;"SINCA";"PM25_SINCA";16
"dom\,";18;"P5";"value";137,883
"dom\,";18;"SINCA";"PM25_SINCA";16
"dom\,";19;"P1";"value";128,183
"dom\,";19;"SINCA";"PM25_SINCA";12
"dom\,";19;"P2";"value";130,567
"dom\,";19;"SINCA";"PM25_SINCA";12
"dom\,";19;"P3";"value";127,417
"dom\,";19;"SINCA";"PM25_SINCA";12
"dom\,";19;"P4";"value";135,017
"dom\,";19;"SINCA";"PM25_SINCA";12
"dom\,";19;"P5";"value";135,35
"dom\,";19;"SINCA";"PM25_SINCA";12
"dom\,";20;"P1";"value";128,833
"dom\,";20;"SINCA";"PM25_SINCA";11
"dom\,";20;"P2";"value";131,6
"dom\,";20;"SINCA";"PM25_SINCA";11
"dom\,";20;"P3";"value";128,183
"dom\,";20;"SINCA";"PM25_SINCA";11
"dom\,";20;"P4";"value";135,617
"dom\,";20;"SINCA";"PM25_SINCA";11
"dom\,";20;"P5";"value";136,2
"dom\,";20;"SINCA";"PM25_SINCA";11
"dom\,";21;"P1";"value";128,817
"dom\,";21;"SINCA";"PM25_SINCA";15
"dom\,";21;"P2";"value";130,333
"dom\,";21;"SINCA";"PM25_SINCA";15
"dom\,";21;"P3";"value";126,233
"dom\,";21;"SINCA";"PM25_SINCA";15
"dom\,";21;"P4";"value";134,717
"dom\,";21;"SINCA";"PM25_SINCA";15
"dom\,";21;"P5";"value";134,333
"dom\,";21;"SINCA";"PM25_SINCA";15
"dom\,";22;"P1";"value";134,033
"dom\,";22;"SINCA";"PM25_SINCA";18
"dom\,";22;"P2";"value";135,65
"dom\,";22;"SINCA";"PM25_SINCA";18
"dom\,";22;"P3";"value";130,733
"dom\,";22;"SINCA";"PM25_SINCA";18
"dom\,";22;"P4";"value";140
"dom\,";22;"SINCA";"PM25_SINCA";18
"dom\,";22;"P5";"value";139,067
"dom\,";22;"SINCA";"PM25_SINCA";18
"dom\,";23;"P1";"value";137,712
"dom\,";23;"SINCA";"PM25_SINCA";15
"dom\,";23;"P2";"value";140,1
"dom\,";23;"SINCA";"PM25_SINCA";15
"dom\,";23;"P3";"value";134,033
"dom\,";23;"SINCA";"PM25_SINCA";15
"dom\,";23;"P4";"value";145,133
"dom\,";23;"SINCA";"PM25_SINCA";15
"dom\,";23;"P5";"value";142,45
"dom\,";23;"SINCA";"PM25_SINCA";15
"lun\,";0;"P1";"value";137,733
"lun\,";0;"SINCA";"PM25_SINCA";16
"lun\,";0;"P2";"value";139,933
"lun\,";0;"SINCA";"PM25_SINCA";16
"lun\,";0;"P3";"value";134,267
"lun\,";0;"SINCA";"PM25_SINCA";16
"lun\,";0;"P4";"value";146,833
"lun\,";0;"SINCA";"PM25_SINCA";16
"lun\,";0;"P5";"value";143,467
"lun\,";0;"SINCA";"PM25_SINCA";16
"lun\,";1;"P1";"value";135,267
"lun\,";1;"SINCA";"PM25_SINCA";13
"lun\,";1;"P2";"value";137,417
"lun\,";1;"SINCA";"PM25_SINCA";13
"lun\,";1;"P3";"value";131,767
"lun\,";1;"SINCA";"PM25_SINCA";13
"lun\,";1;"P4";"value";144,7
"lun\,";1;"SINCA";"PM25_SINCA";13
"lun\,";1;"P5";"value";141,667
"lun\,";1;"SINCA";"PM25_SINCA";13
"lun\,";2;"P1";"value";132,733
"lun\,";2;"SINCA";"PM25_SINCA";12
"lun\,";2;"P2";"value";134,254
"lun\,";2;"SINCA";"PM25_SINCA";12
"lun\,";2;"P3";"value";129
"lun\,";2;"SINCA";"PM25_SINCA";12
"lun\,";2;"P4";"value";142,717
"lun\,";2;"SINCA";"PM25_SINCA";12
"lun\,";2;"P5";"value";138,9
"lun\,";2;"SINCA";"PM25_SINCA";12
"lun\,";3;"P1";"value";132,383
"lun\,";3;"SINCA";"PM25_SINCA";11
"lun\,";3;"P2";"value";133,45
"lun\,";3;"SINCA";"PM25_SINCA";11
"lun\,";3;"P3";"value";128,017
"lun\,";3;"SINCA";"PM25_SINCA";11
"lun\,";3;"P4";"value";141,85
"lun\,";3;"SINCA";"PM25_SINCA";11
"lun\,";3;"P5";"value";138,103
"lun\,";3;"SINCA";"PM25_SINCA";11
"lun\,";4;"P1";"value";129,35
"lun\,";4;"SINCA";"PM25_SINCA";12
"lun\,";4;"P2";"value";130,8
"lun\,";4;"SINCA";"PM25_SINCA";12
"lun\,";4;"P3";"value";126,133
"lun\,";4;"SINCA";"PM25_SINCA";12
"lun\,";4;"P4";"value";140,417
"lun\,";4;"SINCA";"PM25_SINCA";12
"lun\,";4;"P5";"value";136,533
"lun\,";4;"SINCA";"PM25_SINCA";12
"lun\,";5;"P1";"value";130,133
"lun\,";5;"SINCA";"PM25_SINCA";13
"lun\,";5;"P2";"value";131,483
"lun\,";5;"SINCA";"PM25_SINCA";13
"lun\,";5;"P3";"value";126,933
"lun\,";5;"SINCA";"PM25_SINCA";13
"lun\,";5;"P4";"value";140,797
"lun\,";5;"SINCA";"PM25_SINCA";13
"lun\,";5;"P5";"value";136,683
"lun\,";5;"SINCA";"PM25_SINCA";13
"lun\,";6;"P1";"value";130,917
"lun\,";6;"SINCA";"PM25_SINCA";12
"lun\,";6;"P2";"value";132,283
"lun\,";6;"SINCA";"PM25_SINCA";12
"lun\,";6;"P3";"value";127,667
"lun\,";6;"SINCA";"PM25_SINCA";12
"lun\,";6;"P4";"value";140,3
"lun\,";6;"SINCA";"PM25_SINCA";12
"lun\,";6;"P5";"value";137,119
"lun\,";6;"SINCA";"PM25_SINCA";12
"lun\,";7;"P1";"value";132,22
"lun\,";7;"SINCA";"PM25_SINCA";14
"lun\,";7;"P2";"value";133,733
"lun\,";7;"SINCA";"PM25_SINCA";14
"lun\,";7;"P3";"value";129,117
"lun\,";7;"SINCA";"PM25_SINCA";14
"lun\,";7;"P4";"value";141,328
"lun\,";7;"SINCA";"PM25_SINCA";14
"lun\,";7;"P5";"value";138,175
"lun\,";7;"SINCA";"PM25_SINCA";14
"lun\,";8;"P1";"value";134,741
"lun\,";8;"SINCA";"PM25_SINCA";19
"lun\,";8;"P2";"value";136,883
"lun\,";8;"SINCA";"PM25_SINCA";19
"lun\,";8;"P3";"value";132,948
"lun\,";8;"SINCA";"PM25_SINCA";19
"lun\,";8;"P4";"value";141,458
"lun\,";8;"SINCA";"PM25_SINCA";19
"lun\,";8;"P5";"value";141,102
"lun\,";8;"SINCA";"PM25_SINCA";19
"lun\,";9;"P1";"value";137,283
"lun\,";9;"SINCA";"PM25_SINCA";19
"lun\,";9;"P2";"value";139,617
"lun\,";9;"SINCA";"PM25_SINCA";19
"lun\,";9;"P3";"value";136,183
"lun\,";9;"SINCA";"PM25_SINCA";19
"lun\,";9;"P4";"value";143,317
"lun\,";9;"SINCA";"PM25_SINCA";19
"lun\,";9;"P5";"value";144,4
"lun\,";9;"SINCA";"PM25_SINCA";19
"lun\,";10;"P1";"value";143,45
"lun\,";10;"SINCA";"PM25_SINCA";22
"lun\,";10;"P2";"value";140,783
"lun\,";10;"SINCA";"PM25_SINCA";22
"lun\,";10;"P3";"value";139,017
"lun\,";10;"SINCA";"PM25_SINCA";22
"lun\,";10;"P4";"value";142,583
"lun\,";10;"SINCA";"PM25_SINCA";22
"lun\,";10;"P5";"value";145,283
"lun\,";10;"SINCA";"PM25_SINCA";22
"lun\,";11;"P1";"value";137,817
"lun\,";11;"SINCA";"PM25_SINCA";23
"lun\,";11;"P2";"value";140,867
"lun\,";11;"SINCA";"PM25_SINCA";23
"lun\,";11;"P3";"value";138,95
"lun\,";11;"SINCA";"PM25_SINCA";23
"lun\,";11;"P4";"value";144,6
"lun\,";11;"SINCA";"PM25_SINCA";23
"lun\,";11;"P5";"value";145,967
"lun\,";11;"SINCA";"PM25_SINCA";23
"lun\,";12;"P1";"value";127,267
"lun\,";12;"SINCA";"PM25_SINCA";10
"lun\,";12;"P2";"value";129,8
"lun\,";12;"SINCA";"PM25_SINCA";10
"lun\,";12;"P3";"value";128,983
"lun\,";12;"SINCA";"PM25_SINCA";10
"lun\,";12;"P4";"value";132,85
"lun\,";12;"SINCA";"PM25_SINCA";10
"lun\,";12;"P5";"value";135,254
"lun\,";12;"SINCA";"PM25_SINCA";10
"lun\,";13;"P1";"value";124,033
"lun\,";13;"SINCA";"PM25_SINCA";15
"lun\,";13;"P2";"value";127,017
"lun\,";13;"SINCA";"PM25_SINCA";15
"lun\,";13;"P3";"value";125,683
