"wday";"hour";"sensor";"sensores";"value_PM25"
"mar\,";23;"SINCA";"PM25_SINCA";18
"mar\,";23;"P4";"value";137,467
"mar\,";23;"SINCA";"PM25_SINCA";18
"mar\,";23;"P5";"value";140,033
"mar\,";23;"SINCA";"PM25_SINCA";18
"mié\,";0;"P1";"value";127,5
"mié\,";0;"SINCA";"PM25_SINCA";9
"mié\,";0;"P2";"value";128,583
"mié\,";0;"SINCA";"PM25_SINCA";9
"mié\,";0;"P3";"value";124,367
"mié\,";0;"SINCA";"PM25_SINCA";9
"mié\,";0;"P4";"value";132,417
"mié\,";0;"SINCA";"PM25_SINCA";9
"mié\,";0;"P5";"value";133,533
"mié\,";0;"SINCA";"PM25_SINCA";9
"mié\,";1;"P1";"value";127,167
"mié\,";1;"SINCA";"PM25_SINCA";15
"mié\,";1;"P2";"value";127,867
"mié\,";1;"SINCA";"PM25_SINCA";15
"mié\,";1;"P3";"value";122,967
"mié\,";1;"SINCA";"PM25_SINCA";15
"mié\,";1;"P4";"value";132,917
"mié\,";1;"SINCA";"PM25_SINCA";15
"mié\,";1;"P5";"value";133,583
"mié\,";1;"SINCA";"PM25_SINCA";15
"mié\,";2;"P1";"value";119,167
"mié\,";2;"SINCA";"PM25_SINCA";11
"mié\,";2;"P2";"value";118,267
"mié\,";2;"SINCA";"PM25_SINCA";11
"mié\,";2;"P3";"value";112,783
"mié\,";2;"SINCA";"PM25_SINCA";11
"mié\,";2;"P4";"value";125,6
"mié\,";2;"SINCA";"PM25_SINCA";11
"mié\,";2;"P5";"value";126
"mié\,";2;"SINCA";"PM25_SINCA";11
"mié\,";3;"P1";"value";126,283
"mié\,";3;"SINCA";"PM25_SINCA";8
"mié\,";3;"P2";"value";127,317
"mié\,";3;"SINCA";"PM25_SINCA";8
"mié\,";3;"P3";"value";122,667
"mié\,";3;"SINCA";"PM25_SINCA";8
"mié\,";3;"P4";"value";131,033
"mié\,";3;"SINCA";"PM25_SINCA";8
"mié\,";3;"P5";"value";132,817
"mié\,";3;"SINCA";"PM25_SINCA";8
"mié\,";4;"P1";"value";108,55
"mié\,";4;"SINCA";"PM25_SINCA";6
"mié\,";4;"P2";"value";108,633
"mié\,";4;"SINCA";"PM25_SINCA";6
"mié\,";4;"P3";"value";106,983
"mié\,";4;"SINCA";"PM25_SINCA";6
"mié\,";4;"P4";"value";112,917
"mié\,";4;"SINCA";"PM25_SINCA";6
"mié\,";4;"P5";"value";114,15
"mié\,";4;"SINCA";"PM25_SINCA";6
"mié\,";5;"P1";"value";106,583
"mié\,";5;"SINCA";"PM25_SINCA";7
"mié\,";5;"P2";"value";106,817
"mié\,";5;"SINCA";"PM25_SINCA";7
"mié\,";5;"P3";"value";106
"mié\,";5;"SINCA";"PM25_SINCA";7
"mié\,";5;"P4";"value";111,383
"mié\,";5;"SINCA";"PM25_SINCA";7
"mié\,";5;"P5";"value";111,967
"mié\,";5;"SINCA";"PM25_SINCA";7
"mié\,";6;"P1";"value";111,7
"mié\,";6;"SINCA";"PM25_SINCA";7
"mié\,";6;"P2";"value";111,617
"mié\,";6;"SINCA";"PM25_SINCA";7
"mié\,";6;"P3";"value";109,033
"mié\,";6;"SINCA";"PM25_SINCA";7
"mié\,";6;"P4";"value";117,817
"mié\,";6;"SINCA";"PM25_SINCA";7
"mié\,";6;"P5";"value";118,283
"mié\,";6;"SINCA";"PM25_SINCA";7
"mié\,";7;"P1";"value";107,933
"mié\,";7;"SINCA";"PM25_SINCA";4
"mié\,";7;"P2";"value";108,467
"mié\,";7;"SINCA";"PM25_SINCA";4
"mié\,";7;"P3";"value";107,15
"mié\,";7;"SINCA";"PM25_SINCA";4
"mié\,";7;"P4";"value";112,233
"mié\,";7;"SINCA";"PM25_SINCA";4
"mié\,";7;"P5";"value";113,867
"mié\,";7;"SINCA";"PM25_SINCA";4
"mié\,";8;"P1";"value";106,533
"mié\,";8;"SINCA";"PM25_SINCA";7
"mié\,";8;"P2";"value";106,683
"mié\,";8;"SINCA";"PM25_SINCA";7
"mié\,";8;"P3";"value";106,233
"mié\,";8;"SINCA";"PM25_SINCA";7
"mié\,";8;"P4";"value";109,75
"mié\,";8;"SINCA";"PM25_SINCA";7
"mié\,";8;"P5";"value";112,35
"mié\,";8;"SINCA";"PM25_SINCA";7
"mié\,";9;"P1";"value";115,233
"mié\,";9;"SINCA";"PM25_SINCA";12
"mié\,";9;"P2";"value";114,933
"mié\,";9;"SINCA";"PM25_SINCA";12
"mié\,";9;"P3";"value";114,183
"mié\,";9;"SINCA";"PM25_SINCA";12
"mié\,";9;"P4";"value";113,75
"mié\,";9;"SINCA";"PM25_SINCA";12
"mié\,";9;"P5";"value";122,967
"mié\,";9;"SINCA";"PM25_SINCA";12
"mié\,";10;"P1";"value";125,633
"mié\,";10;"SINCA";"PM25_SINCA";14
"mié\,";10;"P2";"value";127,667
"mié\,";10;"SINCA";"PM25_SINCA";14
"mié\,";10;"P3";"value";125,517
"mié\,";10;"SINCA";"PM25_SINCA";14
"mié\,";10;"P4";"value";128,733
"mié\,";10;"SINCA";"PM25_SINCA";14
"mié\,";10;"P5";"value";133,383
"mié\,";10;"SINCA";"PM25_SINCA";14
"mié\,";11;"P1";"value";128,55
"mié\,";11;"SINCA";"PM25_SINCA";20
"mié\,";11;"P2";"value";131,133
"mié\,";11;"SINCA";"PM25_SINCA";20
"mié\,";11;"P3";"value";130,533
"mié\,";11;"SINCA";"PM25_SINCA";20
"mié\,";11;"P4";"value";130,35
"mié\,";11;"SINCA";"PM25_SINCA";20
"mié\,";11;"P5";"value";135,55
"mié\,";11;"SINCA";"PM25_SINCA";20
"mié\,";12;"P1";"value";123
"mié\,";12;"SINCA";"PM25_SINCA";18
"mié\,";12;"P2";"value";125,65
"mié\,";12;"SINCA";"PM25_SINCA";18
"mié\,";12;"P3";"value";125,317
"mié\,";12;"SINCA";"PM25_SINCA";18
"mié\,";12;"P4";"value";123,8
"mié\,";12;"SINCA";"PM25_SINCA";18
"mié\,";12;"P5";"value";130,583
"mié\,";12;"SINCA";"PM25_SINCA";18
"mié\,";13;"P1";"value";130,8
"mié\,";13;"SINCA";"PM25_SINCA";24
"mié\,";13;"P2";"value";133,083
"mié\,";13;"SINCA";"PM25_SINCA";24
"mié\,";13;"P3";"value";133,533
"mié\,";13;"SINCA";"PM25_SINCA";24
"mié\,";13;"P4";"value";131,983
"mié\,";13;"SINCA";"PM25_SINCA";24
"mié\,";13;"P5";"value";139,05
"mié\,";13;"SINCA";"PM25_SINCA";24
"mié\,";14;"P1";"value";133,783
"mié\,";14;"SINCA";"PM25_SINCA";22
"mié\,";14;"P2";"value";136,65
"mié\,";14;"SINCA";"PM25_SINCA";22
"mié\,";14;"P3";"value";137,083
"mié\,";14;"SINCA";"PM25_SINCA";22
"mié\,";14;"P4";"value";135,917
"mié\,";14;"SINCA";"PM25_SINCA";22
"mié\,";14;"P5";"value";142,533
"mié\,";14;"SINCA";"PM25_SINCA";22
"mié\,";15;"P1";"value";141,017
"mié\,";15;"SINCA";"PM25_SINCA";32
"mié\,";15;"P2";"value";144
"mié\,";15;"SINCA";"PM25_SINCA";32
"mié\,";15;"P3";"value";144,1
"mié\,";15;"SINCA";"PM25_SINCA";32
"mié\,";15;"P4";"value";144,133
"mié\,";15;"SINCA";"PM25_SINCA";32
"mié\,";15;"P5";"value";149,683
"mié\,";15;"SINCA";"PM25_SINCA";32
"mié\,";16;"P1";"value";146,333
"mié\,";16;"SINCA";"PM25_SINCA";36
"mié\,";16;"P2";"value";151,167
"mié\,";16;"SINCA";"PM25_SINCA";36
"mié\,";16;"P3";"value";148,933
"mié\,";16;"SINCA";"PM25_SINCA";36
"mié\,";16;"P4";"value";150,017
"mié\,";16;"SINCA";"PM25_SINCA";36
"mié\,";16;"P5";"value";155,2
"mié\,";16;"SINCA";"PM25_SINCA";36
"mié\,";17;"P1";"value";152,733
"mié\,";17;"SINCA";"PM25_SINCA";35
"mié\,";17;"P2";"value";156,183
"mié\,";17;"SINCA";"PM25_SINCA";35
"mié\,";17;"P3";"value";151,867
"mié\,";17;"SINCA";"PM25_SINCA";35
"mié\,";17;"P4";"value";156,167
"mié\,";17;"SINCA";"PM25_SINCA";35
"mié\,";17;"P5";"value";160,3
"mié\,";17;"SINCA";"PM25_SINCA";35
"mié\,";18;"P1";"value";155,117
"mié\,";18;"SINCA";"PM25_SINCA";37
"mié\,";18;"P2";"value";158,65
"mié\,";18;"SINCA";"PM25_SINCA";37
"mié\,";18;"P3";"value";153,133
"mié\,";18;"SINCA";"PM25_SINCA";37
"mié\,";18;"P4";"value";159,45
"mié\,";18;"SINCA";"PM25_SINCA";37
"mié\,";18;"P5";"value";161,65
"mié\,";18;"SINCA";"PM25_SINCA";37
"mié\,";19;"P1";"value";150,917
"mié\,";19;"SINCA";"PM25_SINCA";34
"mié\,";19;"P2";"value";154,317
"mié\,";19;"SINCA";"PM25_SINCA";34
"mié\,";19;"P3";"value";149,233
"mié\,";19;"SINCA";"PM25_SINCA";34
"mié\,";19;"P4";"value";156,017
"mié\,";19;"SINCA";"PM25_SINCA";34
"mié\,";19;"P5";"value";157,867
"mié\,";19;"SINCA";"PM25_SINCA";34
"mié\,";20;"P1";"value";148,683
"mié\,";20;"SINCA";"PM25_SINCA";30
"mié\,";20;"P2";"value";151,433
"mié\,";20;"SINCA";"PM25_SINCA";30
"mié\,";20;"P3";"value";147,383
"mié\,";20;"SINCA";"PM25_SINCA";30
"mié\,";20;"P4";"value";154,45
"mié\,";20;"SINCA";"PM25_SINCA";30
"mié\,";20;"P5";"value";157,067
"mié\,";20;"SINCA";"PM25_SINCA";30
"mié\,";21;"P1";"value";145,45
"mié\,";21;"SINCA";"PM25_SINCA";28
"mié\,";21;"P2";"value";147,883
"mié\,";21;"SINCA";"PM25_SINCA";28
"mié\,";21;"P3";"value";143,85
"mié\,";21;"SINCA";"PM25_SINCA";28
"mié\,";21;"P4";"value";152,2
"mié\,";21;"SINCA";"PM25_SINCA";28
"mié\,";21;"P5";"value";153,65
"mié\,";21;"SINCA";"PM25_SINCA";28
"mié\,";22;"P1";"value";143,55
"mié\,";22;"SINCA";"PM25_SINCA";23
"mié\,";22;"P2";"value";145,867
"mié\,";22;"SINCA";"PM25_SINCA";23
"mié\,";22;"P3";"value";141,7
"mié\,";22;"SINCA";"PM25_SINCA";23
"mié\,";22;"P4";"value";149,833
"mié\,";22;"SINCA";"PM25_SINCA";23
"mié\,";22;"P5";"value";151,717
"mié\,";22;"SINCA";"PM25_SINCA";23
"mié\,";23;"P1";"value";133,7
"mié\,";23;"SINCA";"PM25_SINCA";20
"mié\,";23;"P2";"value";134,733
"mié\,";23;"SINCA";"PM25_SINCA";20
"mié\,";23;"P3";"value";131,25
"mié\,";23;"SINCA";"PM25_SINCA";20
"mié\,";23;"P4";"value";141,1
"mié\,";23;"SINCA";"PM25_SINCA";20
"mié\,";23;"P5";"value";141,9
"mié\,";23;"SINCA";"PM25_SINCA";20
"jue\,";0;"P1";"value";131,583
"jue\,";0;"SINCA";"PM25_SINCA";14
"jue\,";0;"P2";"value";132,5
"jue\,";0;"SINCA";"PM25_SINCA";14
"jue\,";0;"P3";"value";128,15
"jue\,";0;"SINCA";"PM25_SINCA";14
"jue\,";0;"P4";"value";139,217
"jue\,";0;"SINCA";"PM25_SINCA";14
"jue\,";0;"P5";"value";139,917
"jue\,";0;"SINCA";"PM25_SINCA";14
"jue\,";1;"P1";"value";121,35
"jue\,";1;"SINCA";"PM25_SINCA";11
"jue\,";1;"P2";"value";121,733
"jue\,";1;"SINCA";"PM25_SINCA";11
"jue\,";1;"P3";"value";118,233
"jue\,";1;"SINCA";"PM25_SINCA";11
"jue\,";1;"P4";"value";129,767
"jue\,";1;"SINCA";"PM25_SINCA";11
"jue\,";1;"P5";"value";129,417
"jue\,";1;"SINCA";"PM25_SINCA";11
"jue\,";2;"P1";"value";109,3
"jue\,";2;"SINCA";"PM25_SINCA";10
"jue\,";2;"P2";"value";109,583
"jue\,";2;"SINCA";"PM25_SINCA";10
"jue\,";2;"P3";"value";107,933
"jue\,";2;"SINCA";"PM25_SINCA";10
"jue\,";2;"P4";"value";115,55
"jue\,";2;"SINCA";"PM25_SINCA";10
"jue\,";2;"P5";"value";115,617
"jue\,";2;"SINCA";"PM25_SINCA";10
"jue\,";3;"P1";"value";104,033
"jue\,";3;"SINCA";"PM25_SINCA";8
"jue\,";3;"P2";"value";103,75
"jue\,";3;"SINCA";"PM25_SINCA";8
"jue\,";3;"P3";"value";103,617
"jue\,";3;"SINCA";"PM25_SINCA";8
"jue\,";3;"P4";"value";108,883
"jue\,";3;"SINCA";"PM25_SINCA";8
"jue\,";3;"P5";"value";109,5
"jue\,";3;"SINCA";"PM25_SINCA";8
"jue\,";4;"P1";"value";98,683
"jue\,";4;"SINCA";"PM25_SINCA";7
"jue\,";4;"P2";"value";99,417
"jue\,";4;"SINCA";"PM25_SINCA";7
"jue\,";4;"P3";"value";100,233
"jue\,";4;"SINCA";"PM25_SINCA";7
"jue\,";4;"P4";"value";102,883
"jue\,";4;"SINCA";"PM25_SINCA";7
"jue\,";4;"P5";"value";103,933
"jue\,";4;"SINCA";"PM25_SINCA";7
"jue\,";5;"P1";"value";98,017
"jue\,";5;"SINCA";"PM25_SINCA";6
"jue\,";5;"P2";"value";99
"jue\,";5;"SINCA";"PM25_SINCA";6
"jue\,";5;"P3";"value";100
"jue\,";5;"SINCA";"PM25_SINCA";6
"jue\,";5;"P4";"value";102,033
"jue\,";5;"SINCA";"PM25_SINCA";6
"jue\,";5;"P5";"value";103,017
"jue\,";5;"SINCA";"PM25_SINCA";6
"jue\,";6;"P1";"value";98
"jue\,";6;"SINCA";"PM25_SINCA";6
"jue\,";6;"P2";"value";99
"jue\,";6;"SINCA";"PM25_SINCA";6
"jue\,";6;"P3";"value";100
"jue\,";6;"SINCA";"PM25_SINCA";6
"jue\,";6;"P4";"value";102
"jue\,";6;"SINCA";"PM25_SINCA";6
"jue\,";6;"P5";"value";103,05
"jue\,";6;"SINCA";"PM25_SINCA";6
"jue\,";7;"P1";"value";98,567
"jue\,";7;"SINCA";"PM25_SINCA";6
"jue\,";7;"P2";"value";99,35
"jue\,";7;"SINCA";"PM25_SINCA";6
"jue\,";7;"P3";"value";100,183
"jue\,";7;"SINCA";"PM25_SINCA";6
"jue\,";7;"P4";"value";102,183
"jue\,";7;"SINCA";"PM25_SINCA";6
"jue\,";7;"P5";"value";103,867
"jue\,";7;"SINCA";"PM25_SINCA";6
"jue\,";8;"P1";"value";99,983
"jue\,";8;"SINCA";"PM25_SINCA";7
"jue\,";8;"P2";"value";100,333
"jue\,";8;"SINCA";"PM25_SINCA";7
"jue\,";8;"P3";"value";100,933
"jue\,";8;"SINCA";"PM25_SINCA";7
"jue\,";8;"P4";"value";103,75
"jue\,";8;"SINCA";"PM25_SINCA";7
"jue\,";8;"P5";"value";105,267
"jue\,";8;"SINCA";"PM25_SINCA";7
"jue\,";9;"P1";"value";104,9
"jue\,";9;"SINCA";"PM25_SINCA";12
"jue\,";9;"P2";"value";106
"jue\,";9;"SINCA";"PM25_SINCA";12
"jue\,";9;"P3";"value";106,417
"jue\,";9;"SINCA";"PM25_SINCA";12
"jue\,";9;"P4";"value";109,65
"jue\,";9;"SINCA";"PM25_SINCA";12
"jue\,";9;"P5";"value";110,5
"jue\,";9;"SINCA";"PM25_SINCA";12
"jue\,";10;"P1";"value";125,05
"jue\,";10;"SINCA";"PM25_SINCA";16
"jue\,";10;"P2";"value";127,267
"jue\,";10;"SINCA";"PM25_SINCA";16
"jue\,";10;"P3";"value";125,783
"jue\,";10;"SINCA";"PM25_SINCA";16
"jue\,";10;"P4";"value";134,783
"jue\,";10;"SINCA";"PM25_SINCA";16
"jue\,";10;"P5";"value";133,867
"jue\,";10;"SINCA";"PM25_SINCA";16
"jue\,";11;"P1";"value";119,867
"jue\,";11;"SINCA";"PM25_SINCA";12
"jue\,";11;"P2";"value";122,033
"jue\,";11;"SINCA";"PM25_SINCA";12
"jue\,";11;"P3";"value";120,533
"jue\,";11;"SINCA";"PM25_SINCA";12
"jue\,";11;"P4";"value";125,95
"jue\,";11;"SINCA";"PM25_SINCA";12
"jue\,";11;"P5";"value";127,45
"jue\,";11;"SINCA";"PM25_SINCA";12
"jue\,";12;"P1";"value";100,25
"jue\,";12;"SINCA";"PM25_SINCA";6
"jue\,";12;"P2";"value";100,9
"jue\,";12;"SINCA";"PM25_SINCA";6
"jue\,";12;"P3";"value";101,317
"jue\,";12;"SINCA";"PM25_SINCA";6
"jue\,";12;"P4";"value";103,3
"jue\,";12;"SINCA";"PM25_SINCA";6
"jue\,";12;"P5";"value";105,467
"jue\,";12;"SINCA";"PM25_SINCA";6
"jue\,";13;"P1";"value";130,533
"jue\,";13;"SINCA";"PM25_SINCA";29
"jue\,";13;"P2";"value";132,65
"jue\,";13;"SINCA";"PM25_SINCA";29
"jue\,";13;"P3";"value";132,183
"jue\,";13;"SINCA";"PM25_SINCA";29
"jue\,";13;"P4";"value";135,367
"jue\,";13;"SINCA";"PM25_SINCA";29
"jue\,";13;"P5";"value";138,2
"jue\,";13;"SINCA";"PM25_SINCA";29
"jue\,";14;"P1";"value";136,45
"jue\,";14;"SINCA";"PM25_SINCA";25
"jue\,";14;"P2";"value";138,817
"jue\,";14;"SINCA";"PM25_SINCA";25
"jue\,";14;"P3";"value";138,233
"jue\,";14;"SINCA";"PM25_SINCA";25
"jue\,";14;"P4";"value";142,45
"jue\,";14;"SINCA";"PM25_SINCA";25
"jue\,";14;"P5";"value";145,067
"jue\,";14;"SINCA";"PM25_SINCA";25
"jue\,";15;"P1";"value";145,95
"jue\,";15;"SINCA";"PM25_SINCA";39
"jue\,";15;"P2";"value";150,65
"jue\,";15;"SINCA";"PM25_SINCA";39
"jue\,";15;"P3";"value";148,283
"jue\,";15;"SINCA";"PM25_SINCA";39
"jue\,";15;"P4";"value";154,867
"jue\,";15;"SINCA";"PM25_SINCA";39
"jue\,";15;"P5";"value";157,4
"jue\,";15;"SINCA";"PM25_SINCA";39
"jue\,";16;"P1";"value";150,2
"jue\,";16;"SINCA";"PM25_SINCA";43
"jue\,";16;"P2";"value";154,667
"jue\,";16;"SINCA";"PM25_SINCA";43
"jue\,";16;"P3";"value";151,967
"jue\,";16;"SINCA";"PM25_SINCA";43
"jue\,";16;"P4";"value";162,25
"jue\,";16;"SINCA";"PM25_SINCA";43
"jue\,";16;"P5";"value";162,117
"jue\,";16;"SINCA";"PM25_SINCA";43
"jue\,";17;"P1";"value";153,8
"jue\,";17;"SINCA";"PM25_SINCA";45
"jue\,";17;"P2";"value";158,083
"jue\,";17;"SINCA";"PM25_SINCA";45
"jue\,";17;"P3";"value";153,65
"jue\,";17;"SINCA";"PM25_SINCA";45
"jue\,";17;"P4";"value";166,1
"jue\,";17;"SINCA";"PM25_SINCA";45
"jue\,";17;"P5";"value";164,817
"jue\,";17;"SINCA";"PM25_SINCA";45
"jue\,";18;"P1";"value";154,367
"jue\,";18;"SINCA";"PM25_SINCA";44
"jue\,";18;"P2";"value";157,95
"jue\,";18;"SINCA";"PM25_SINCA";44
"jue\,";18;"P3";"value";153,25
"jue\,";18;"SINCA";"PM25_SINCA";44
"jue\,";18;"P4";"value";163,533
"jue\,";18;"SINCA";"PM25_SINCA";44
"jue\,";18;"P5";"value";162,4
"jue\,";18;"SINCA";"PM25_SINCA";44
"jue\,";19;"P1";"value";152,233
"jue\,";19;"SINCA";"PM25_SINCA";37
"jue\,";19;"P2";"value";156,117
"jue\,";19;"SINCA";"PM25_SINCA";37
"jue\,";19;"P3";"value";151,75
"jue\,";19;"SINCA";"PM25_SINCA";37
"jue\,";19;"P4";"value";159,967
"jue\,";19;"SINCA";"PM25_SINCA";37
"jue\,";19;"P5";"value";160,683
"jue\,";19;"SINCA";"PM25_SINCA";37
"jue\,";20;"P1";"value";150,383
"jue\,";20;"SINCA";"PM25_SINCA";33
"jue\,";20;"P2";"value";153,617
"jue\,";20;"SINCA";"PM25_SINCA";33
"jue\,";20;"P3";"value";149,467
"jue\,";20;"SINCA";"PM25_SINCA";33
"jue\,";20;"P4";"value";157,9
"jue\,";20;"SINCA";"PM25_SINCA";33
"jue\,";20;"P5";"value";158,75
"jue\,";20;"SINCA";"PM25_SINCA";33
"jue\,";21;"P1";"value";149,517
"jue\,";21;"SINCA";"PM25_SINCA";36
"jue\,";21;"P2";"value";152,85
"jue\,";21;"SINCA";"PM25_SINCA";36
"jue\,";21;"P3";"value";149
"jue\,";21;"SINCA";"PM25_SINCA";36
"jue\,";21;"P4";"value";156,683
"jue\,";21;"SINCA";"PM25_SINCA";36
"jue\,";21;"P5";"value";158,2
"jue\,";21;"SINCA";"PM25_SINCA";36
"jue\,";22;"P1";"value";143,767
"jue\,";22;"SINCA";"PM25_SINCA";28
"jue\,";22;"P2";"value";146,533
"jue\,";22;"SINCA";"PM25_SINCA";28
"jue\,";22;"P3";"value";143,033
"jue\,";22;"SINCA";"PM25_SINCA";28
"jue\,";22;"P4";"value";150,533
"jue\,";22;"SINCA";"PM25_SINCA";28
"jue\,";22;"P5";"value";152,2
"jue\,";22;"SINCA";"PM25_SINCA";28
"jue\,";23;"P1";"value";136,767
"jue\,";23;"SINCA";"PM25_SINCA";23
"jue\,";23;"P2";"value";138,667
"jue\,";23;"SINCA";"PM25_SINCA";23
"jue\,";23;"P3";"value";135,433
"jue\,";23;"SINCA";"PM25_SINCA";23
"jue\,";23;"P4";"value";143,35
"jue\,";23;"SINCA";"PM25_SINCA";23
"jue\,";23;"P5";"value";145,067
"jue\,";23;"SINCA";"PM25_SINCA";23
"vie\,";0;"P1";"value";131,5
"vie\,";0;"SINCA";"PM25_SINCA";23
"vie\,";0;"P2";"value";132,933
"vie\,";0;"SINCA";"PM25_SINCA";23
"vie\,";0;"P3";"value";129,65
"vie\,";0;"SINCA";"PM25_SINCA";23
"vie\,";0;"P4";"value";139,6
"vie\,";0;"SINCA";"PM25_SINCA";23
"vie\,";0;"P5";"value";140,117
"vie\,";0;"SINCA";"PM25_SINCA";23
"vie\,";1;"P1";"value";114,933
"vie\,";1;"SINCA";"PM25_SINCA";10
"vie\,";1;"P2";"value";115,433
"vie\,";1;"SINCA";"PM25_SINCA";10
"vie\,";1;"P3";"value";113,3
"vie\,";1;"SINCA";"PM25_SINCA";10
"vie\,";1;"P4";"value";125,65
"vie\,";1;"SINCA";"PM25_SINCA";10
"vie\,";1;"P5";"value";123,317
"vie\,";1;"SINCA";"PM25_SINCA";10
"vie\,";2;"P1";"value";115,867
"vie\,";2;"SINCA";"PM25_SINCA";10
"vie\,";2;"P2";"value";115,317
"vie\,";2;"SINCA";"PM25_SINCA";10
"vie\,";2;"P3";"value";113,467
"vie\,";2;"SINCA";"PM25_SINCA";10
"vie\,";2;"P4";"value";121,933
"vie\,";2;"SINCA";"PM25_SINCA";10
"vie\,";2;"P5";"value";123,75
"vie\,";2;"SINCA";"PM25_SINCA";10
"vie\,";3;"P1";"value";107,683
"vie\,";3;"SINCA";"PM25_SINCA";8
"vie\,";3;"P2";"value";107,617
"vie\,";3;"SINCA";"PM25_SINCA";8
"vie\,";3;"P3";"value";107,067
"vie\,";3;"SINCA";"PM25_SINCA";8
"vie\,";3;"P4";"value";112,233
"vie\,";3;"SINCA";"PM25_SINCA";8
"vie\,";3;"P5";"value";113,867
"vie\,";3;"SINCA";"PM25_SINCA";8
"vie\,";4;"P1";"value";106,167
"vie\,";4;"SINCA";"PM25_SINCA";5
"vie\,";4;"P2";"value";106
"vie\,";4;"SINCA";"PM25_SINCA";5
"vie\,";4;"P3";"value";105,867
"vie\,";4;"SINCA";"PM25_SINCA";5
"vie\,";4;"P4";"value";109,967
"vie\,";4;"SINCA";"PM25_SINCA";5
"vie\,";4;"P5";"value";111,95
"vie\,";4;"SINCA";"PM25_SINCA";5
"vie\,";5;"P1";"value";101,167
"vie\,";5;"SINCA";"PM25_SINCA";6
"vie\,";5;"P2";"value";101,217
"vie\,";5;"SINCA";"PM25_SINCA";6
"vie\,";5;"P3";"value";101,8
"vie\,";5;"SINCA";"PM25_SINCA";6
"vie\,";5;"P4";"value";104,55
"vie\,";5;"SINCA";"PM25_SINCA";6
"vie\,";5;"P5";"value";106,433
"vie\,";5;"SINCA";"PM25_SINCA";6
"vie\,";6;"P1";"value";98,283
"vie\,";6;"SINCA";"PM25_SINCA";6
"vie\,";6;"P2";"value";99,183
"vie\,";6;"SINCA";"PM25_SINCA";6
"vie\,";6;"P3";"value";100,1
"vie\,";6;"SINCA";"PM25_SINCA";6
"vie\,";6;"P4";"value";102,133
"vie\,";6;"SINCA";"PM25_SINCA";6
"vie\,";6;"P5";"value";103,4
"vie\,";6;"SINCA";"PM25_SINCA";6
"vie\,";7;"P1";"value";98,017
"vie\,";7;"SINCA";"PM25_SINCA";6
"vie\,";7;"P2";"value";99
"vie\,";7;"SINCA";"PM25_SINCA";6
"vie\,";7;"P3";"value";100
"vie\,";7;"SINCA";"PM25_SINCA";6
"vie\,";7;"P4";"value";102
"vie\,";7;"SINCA";"PM25_SINCA";6
"vie\,";7;"P5";"value";103,067
"vie\,";7;"SINCA";"PM25_SINCA";6
"vie\,";8;"P1";"value";99,8
"vie\,";8;"SINCA";"PM25_SINCA";6
"vie\,";8;"P2";"value";100,183
"vie\,";8;"SINCA";"PM25_SINCA";6
"vie\,";8;"P3";"value";100,817
"vie\,";8;"SINCA";"PM25_SINCA";6
"vie\,";8;"P4";"value";103,133
"vie\,";8;"SINCA";"PM25_SINCA";6
"vie\,";8;"P5";"value";105,267
"vie\,";8;"SINCA";"PM25_SINCA";6
"vie\,";9;"P1";"value";98,467
"vie\,";9;"SINCA";"PM25_SINCA";4
"vie\,";9;"P2";"value";99,2
"vie\,";9;"SINCA";"PM25_SINCA";4
"vie\,";9;"P3";"value";100,333
"vie\,";9;"SINCA";"PM25_SINCA";4
"vie\,";9;"P4";"value";102,2
"vie\,";9;"SINCA";"PM25_SINCA";4
"vie\,";9;"P5";"value";103,467
"vie\,";9;"SINCA";"PM25_SINCA";4
"vie\,";10;"P1";"value";98,4
"vie\,";10;"SINCA";"PM25_SINCA";2
"vie\,";10;"P2";"value";99,317
"vie\,";10;"SINCA";"PM25_SINCA";2
"vie\,";10;"P3";"value";100,25
"vie\,";10;"SINCA";"PM25_SINCA";2
"vie\,";10;"P4";"value";102,1
"vie\,";10;"SINCA";"PM25_SINCA";2
"vie\,";10;"P5";"value";103,383
"vie\,";10;"SINCA";"PM25_SINCA";2
"vie\,";11;"P1";"value";125,4
"vie\,";11;"SINCA";"PM25_SINCA";19
"vie\,";11;"P2";"value";127,75
"vie\,";11;"SINCA";"PM25_SINCA";19
"vie\,";11;"P3";"value";127,15
"vie\,";11;"SINCA";"PM25_SINCA";19
"vie\,";11;"P4";"value";128,7
"vie\,";11;"SINCA";"PM25_SINCA";19
"vie\,";11;"P5";"value";132,167
"vie\,";11;"SINCA";"PM25_SINCA";19
"vie\,";12;"P1";"value";127,55
"vie\,";12;"SINCA";"PM25_SINCA";18
"vie\,";12;"P2";"value";130,117
"vie\,";12;"SINCA";"PM25_SINCA";18
"vie\,";12;"P3";"value";129,533
"vie\,";12;"SINCA";"PM25_SINCA";18
"vie\,";12;"P4";"value";130,05
"vie\,";12;"SINCA";"PM25_SINCA";18
"vie\,";12;"P5";"value";135
"vie\,";12;"SINCA";"PM25_SINCA";18
"vie\,";13;"P1";"value";132,5
"vie\,";13;"SINCA";"PM25_SINCA";24
"vie\,";13;"P2";"value";135,033
"vie\,";13;"SINCA";"PM25_SINCA";24
"vie\,";13;"P3";"value";134,45
"vie\,";13;"SINCA";"PM25_SINCA";24
"vie\,";13;"P4";"value";136,883
