date;hour;wday;variable;sensor;value;variable_SINCA;sensor_SINCA;value_SINCA
28-06-2025 6:00;6;sáb\,;PM25;P4;198,383;PM25;SINCA;53
28-06-2025 6:00;6;sáb\,;PM25;P5;193,25;PM25;SINCA;53
28-06-2025 7:00;7;sáb\,;PM25;P1;179,633;PM25;SINCA;51
28-06-2025 7:00;7;sáb\,;PM25;P2;187,433;PM25;SINCA;51
28-06-2025 7:00;7;sáb\,;PM25;P3;175,117;PM25;SINCA;51
28-06-2025 7:00;7;sáb\,;PM25;P4;201,517;PM25;SINCA;51
28-06-2025 7:00;7;sáb\,;PM25;P5;195,783;PM25;SINCA;51
28-06-2025 8:00;8;sáb\,;PM25;P1;179,7;PM25;SINCA;49
28-06-2025 8:00;8;sáb\,;PM25;P2;186,467;PM25;SINCA;49
28-06-2025 8:00;8;sáb\,;PM25;P3;174,317;PM25;SINCA;49
28-06-2025 8:00;8;sáb\,;PM25;P4;203,417;PM25;SINCA;49
28-06-2025 8:00;8;sáb\,;PM25;P5;196,583;PM25;SINCA;49
28-06-2025 9:00;9;sáb\,;PM25;P1;179,183;PM25;SINCA;54
28-06-2025 9:00;9;sáb\,;PM25;P2;187,483;PM25;SINCA;54
28-06-2025 9:00;9;sáb\,;PM25;P3;177,1;PM25;SINCA;54
28-06-2025 9:00;9;sáb\,;PM25;P4;201,5;PM25;SINCA;54
28-06-2025 9:00;9;sáb\,;PM25;P5;198,033;PM25;SINCA;54
28-06-2025 10:00;10;sáb\,;PM25;P1;180,567;PM25;SINCA;59
28-06-2025 10:00;10;sáb\,;PM25;P2;188,95;PM25;SINCA;59
28-06-2025 10:00;10;sáb\,;PM25;P3;181,95;PM25;SINCA;59
28-06-2025 10:00;10;sáb\,;PM25;P4;198,233;PM25;SINCA;59
28-06-2025 10:00;10;sáb\,;PM25;P5;201,9;PM25;SINCA;59
28-06-2025 11:00;11;sáb\,;PM25;P1;181,133;PM25;SINCA;64
28-06-2025 11:00;11;sáb\,;PM25;P2;189,183;PM25;SINCA;64
28-06-2025 11:00;11;sáb\,;PM25;P3;183,8;PM25;SINCA;64
28-06-2025 11:00;11;sáb\,;PM25;P4;198,483;PM25;SINCA;64
28-06-2025 11:00;11;sáb\,;PM25;P5;201,783;PM25;SINCA;64
28-06-2025 12:00;12;sáb\,;PM25;P1;193,8;PM25;SINCA;71
28-06-2025 12:00;12;sáb\,;PM25;P2;203,233;PM25;SINCA;71
28-06-2025 12:00;12;sáb\,;PM25;P3;198,05;PM25;SINCA;71
28-06-2025 12:00;12;sáb\,;PM25;P4;210,567;PM25;SINCA;71
28-06-2025 12:00;12;sáb\,;PM25;P5;217,833;PM25;SINCA;71
28-06-2025 13:00;13;sáb\,;PM25;P1;190,867;PM25;SINCA;68
28-06-2025 13:00;13;sáb\,;PM25;P2;199,717;PM25;SINCA;68
28-06-2025 13:00;13;sáb\,;PM25;P3;193,1;PM25;SINCA;68
28-06-2025 13:00;13;sáb\,;PM25;P4;209,067;PM25;SINCA;68
28-06-2025 13:00;13;sáb\,;PM25;P5;214,283;PM25;SINCA;68
28-06-2025 14:00;14;sáb\,;PM25;P1;184,417;PM25;SINCA;61
28-06-2025 14:00;14;sáb\,;PM25;P2;191,15;PM25;SINCA;61
28-06-2025 14:00;14;sáb\,;PM25;P3;185,05;PM25;SINCA;61
28-06-2025 14:00;14;sáb\,;PM25;P4;202,617;PM25;SINCA;61
28-06-2025 14:00;14;sáb\,;PM25;P5;205,767;PM25;SINCA;61
28-06-2025 15:00;15;sáb\,;PM25;P1;173,817;PM25;SINCA;57
28-06-2025 15:00;15;sáb\,;PM25;P2;180,367;PM25;SINCA;57
28-06-2025 15:00;15;sáb\,;PM25;P3;175,55;PM25;SINCA;57
28-06-2025 15:00;15;sáb\,;PM25;P4;187,85;PM25;SINCA;57
28-06-2025 15:00;15;sáb\,;PM25;P5;193,133;PM25;SINCA;57
28-06-2025 16:00;16;sáb\,;PM25;P1;152,183;PM25;SINCA;34
28-06-2025 16:00;16;sáb\,;PM25;P2;157,317;PM25;SINCA;34
28-06-2025 16:00;16;sáb\,;PM25;P3;153,783;PM25;SINCA;34
28-06-2025 16:00;16;sáb\,;PM25;P4;161,117;PM25;SINCA;34
28-06-2025 16:00;16;sáb\,;PM25;P5;164,317;PM25;SINCA;34
28-06-2025 17:00;17;sáb\,;PM25;P1;150,483;PM25;SINCA;35
28-06-2025 17:00;17;sáb\,;PM25;P2;153,8;PM25;SINCA;35
28-06-2025 17:00;17;sáb\,;PM25;P3;149,883;PM25;SINCA;35
28-06-2025 17:00;17;sáb\,;PM25;P4;157,3;PM25;SINCA;35
28-06-2025 17:00;17;sáb\,;PM25;P5;158,867;PM25;SINCA;35
28-06-2025 18:00;18;sáb\,;PM25;P1;147,217;PM25;SINCA;24
28-06-2025 18:00;18;sáb\,;PM25;P2;150,133;PM25;SINCA;24
28-06-2025 18:00;18;sáb\,;PM25;P3;145,5;PM25;SINCA;24
28-06-2025 18:00;18;sáb\,;PM25;P4;153,35;PM25;SINCA;24
28-06-2025 18:00;18;sáb\,;PM25;P5;154,8;PM25;SINCA;24
28-06-2025 19:00;19;sáb\,;PM25;P1;146,617;PM25;SINCA;28
28-06-2025 19:00;19;sáb\,;PM25;P2;149,133;PM25;SINCA;28
28-06-2025 19:00;19;sáb\,;PM25;P3;144,317;PM25;SINCA;28
28-06-2025 19:00;19;sáb\,;PM25;P4;151,733;PM25;SINCA;28
28-06-2025 19:00;19;sáb\,;PM25;P5;153,517;PM25;SINCA;28
28-06-2025 20:00;20;sáb\,;PM25;P1;148,717;PM25;SINCA;29
28-06-2025 20:00;20;sáb\,;PM25;P2;152,1;PM25;SINCA;29
28-06-2025 20:00;20;sáb\,;PM25;P3;147;PM25;SINCA;29
28-06-2025 20:00;20;sáb\,;PM25;P4;154,6;PM25;SINCA;29
28-06-2025 20:00;20;sáb\,;PM25;P5;156,017;PM25;SINCA;29
28-06-2025 21:00;21;sáb\,;PM25;P1;151,867;PM25;SINCA;31
28-06-2025 21:00;21;sáb\,;PM25;P2;154,9;PM25;SINCA;31
28-06-2025 21:00;21;sáb\,;PM25;P3;149,117;PM25;SINCA;31
28-06-2025 21:00;21;sáb\,;PM25;P4;157,983;PM25;SINCA;31
28-06-2025 21:00;21;sáb\,;PM25;P5;158,583;PM25;SINCA;31
28-06-2025 22:00;22;sáb\,;PM25;P1;155,517;PM25;SINCA;30
28-06-2025 22:00;22;sáb\,;PM25;P2;158,317;PM25;SINCA;30
28-06-2025 22:00;22;sáb\,;PM25;P3;152,033;PM25;SINCA;30
28-06-2025 22:00;22;sáb\,;PM25;P4;161,617;PM25;SINCA;30
28-06-2025 22:00;22;sáb\,;PM25;P5;161,417;PM25;SINCA;30
28-06-2025 23:00;23;sáb\,;PM25;P1;158,683;PM25;SINCA;38
28-06-2025 23:00;23;sáb\,;PM25;P2;162,15;PM25;SINCA;38
28-06-2025 23:00;23;sáb\,;PM25;P3;156,483;PM25;SINCA;38
28-06-2025 23:00;23;sáb\,;PM25;P4;166,083;PM25;SINCA;38
28-06-2025 23:00;23;sáb\,;PM25;P5;166,183;PM25;SINCA;38
29-06-2025;0;dom\,;PM25;P1;158,883;PM25;SINCA;32
29-06-2025;0;dom\,;PM25;P2;162,433;PM25;SINCA;32
29-06-2025;0;dom\,;PM25;P3;156,05;PM25;SINCA;32
29-06-2025;0;dom\,;PM25;P4;167,833;PM25;SINCA;32
29-06-2025;0;dom\,;PM25;P5;166,283;PM25;SINCA;32
29-06-2025 1:00;1;dom\,;PM25;P1;161,617;PM25;SINCA;36
29-06-2025 1:00;1;dom\,;PM25;P2;165,233;PM25;SINCA;36
29-06-2025 1:00;1;dom\,;PM25;P3;158,5;PM25;SINCA;36
29-06-2025 1:00;1;dom\,;PM25;P4;174,45;PM25;SINCA;36
29-06-2025 1:00;1;dom\,;PM25;P5;168,933;PM25;SINCA;36
29-06-2025 2:00;2;dom\,;PM25;P1;161,733;PM25;SINCA;35
29-06-2025 2:00;2;dom\,;PM25;P2;166;PM25;SINCA;35
29-06-2025 2:00;2;dom\,;PM25;P3;159,333;PM25;SINCA;35
29-06-2025 2:00;2;dom\,;PM25;P4;176,217;PM25;SINCA;35
29-06-2025 2:00;2;dom\,;PM25;P5;170;PM25;SINCA;35
29-06-2025 3:00;3;dom\,;PM25;P1;162,433;PM25;SINCA;35
29-06-2025 3:00;3;dom\,;PM25;P2;166,217;PM25;SINCA;35
29-06-2025 3:00;3;dom\,;PM25;P3;159,333;PM25;SINCA;35
29-06-2025 3:00;3;dom\,;PM25;P4;180,517;PM25;SINCA;35
29-06-2025 3:00;3;dom\,;PM25;P5;171,117;PM25;SINCA;35
29-06-2025 4:00;4;dom\,;PM25;P1;162,783;PM25;SINCA;39
29-06-2025 4:00;4;dom\,;PM25;P2;166,45;PM25;SINCA;39
29-06-2025 4:00;4;dom\,;PM25;P3;159,717;PM25;SINCA;39
29-06-2025 4:00;4;dom\,;PM25;P4;180,85;PM25;SINCA;39
29-06-2025 4:00;4;dom\,;PM25;P5;170,733;PM25;SINCA;39
29-06-2025 5:00;5;dom\,;PM25;P1;163,283;PM25;SINCA;32
29-06-2025 5:00;5;dom\,;PM25;P2;166,583;PM25;SINCA;32
29-06-2025 5:00;5;dom\,;PM25;P3;159,6;PM25;SINCA;32
29-06-2025 5:00;5;dom\,;PM25;P4;182,6;PM25;SINCA;32
29-06-2025 5:00;5;dom\,;PM25;P5;171,417;PM25;SINCA;32
29-06-2025 6:00;6;dom\,;PM25;P1;163,033;PM25;SINCA;33
29-06-2025 6:00;6;dom\,;PM25;P2;166,417;PM25;SINCA;33
29-06-2025 6:00;6;dom\,;PM25;P3;159,25;PM25;SINCA;33
29-06-2025 6:00;6;dom\,;PM25;P4;182,633;PM25;SINCA;33
29-06-2025 6:00;6;dom\,;PM25;P5;171,7;PM25;SINCA;33
29-06-2025 7:00;7;dom\,;PM25;P1;160,85;PM25;SINCA;34
29-06-2025 7:00;7;dom\,;PM25;P2;163,617;PM25;SINCA;34
29-06-2025 7:00;7;dom\,;PM25;P3;157,517;PM25;SINCA;34
29-06-2025 7:00;7;dom\,;PM25;P4;178,65;PM25;SINCA;34
29-06-2025 7:00;7;dom\,;PM25;P5;169,783;PM25;SINCA;34
29-06-2025 8:00;8;dom\,;PM25;P1;159,85;PM25;SINCA;31
29-06-2025 8:00;8;dom\,;PM25;P2;162,4;PM25;SINCA;31
29-06-2025 8:00;8;dom\,;PM25;P3;156,167;PM25;SINCA;31
29-06-2025 8:00;8;dom\,;PM25;P4;176,217;PM25;SINCA;31
29-06-2025 8:00;8;dom\,;PM25;P5;168,467;PM25;SINCA;31
29-06-2025 9:00;9;dom\,;PM25;P1;152,517;PM25;SINCA;30
29-06-2025 9:00;9;dom\,;PM25;P2;155,75;PM25;SINCA;30
29-06-2025 9:00;9;dom\,;PM25;P3;150,517;PM25;SINCA;30
29-06-2025 9:00;9;dom\,;PM25;P4;162,8;PM25;SINCA;30
29-06-2025 9:00;9;dom\,;PM25;P5;160,867;PM25;SINCA;30
29-06-2025 10:00;10;dom\,;PM25;P1;152,6;PM25;SINCA;31
29-06-2025 10:00;10;dom\,;PM25;P2;155,8;PM25;SINCA;31
29-06-2025 10:00;10;dom\,;PM25;P3;150,75;PM25;SINCA;31
29-06-2025 10:00;10;dom\,;PM25;P4;161,1;PM25;SINCA;31
29-06-2025 10:00;10;dom\,;PM25;P5;160,583;PM25;SINCA;31
29-06-2025 11:00;11;dom\,;PM25;P1;149,417;PM25;SINCA;35
29-06-2025 11:00;11;dom\,;PM25;P2;153,5;PM25;SINCA;35
29-06-2025 11:00;11;dom\,;PM25;P3;150,3;PM25;SINCA;35
29-06-2025 11:00;11;dom\,;PM25;P4;158,267;PM25;SINCA;35
29-06-2025 11:00;11;dom\,;PM25;P5;158,783;PM25;SINCA;35
29-06-2025 12:00;12;dom\,;PM25;P1;148,933;PM25;SINCA;34
29-06-2025 12:00;12;dom\,;PM25;P2;152,633;PM25;SINCA;34
29-06-2025 12:00;12;dom\,;PM25;P3;151,233;PM25;SINCA;34
29-06-2025 12:00;12;dom\,;PM25;P4;157,583;PM25;SINCA;34
29-06-2025 12:00;12;dom\,;PM25;P5;160,667;PM25;SINCA;34
29-06-2025 13:00;13;dom\,;PM25;P1;159,217;PM25;SINCA;45
29-06-2025 13:00;13;dom\,;PM25;P2;165,1;PM25;SINCA;45
29-06-2025 13:00;13;dom\,;PM25;P3;163,233;PM25;SINCA;45
29-06-2025 13:00;13;dom\,;PM25;P4;169,8;PM25;SINCA;45
29-06-2025 13:00;13;dom\,;PM25;P5;176,117;PM25;SINCA;45
29-06-2025 14:00;14;dom\,;PM25;P1;165,867;PM25;SINCA;48
29-06-2025 14:00;14;dom\,;PM25;P2;172,05;PM25;SINCA;48
29-06-2025 14:00;14;dom\,;PM25;P3;170,567;PM25;SINCA;48
29-06-2025 14:00;14;dom\,;PM25;P4;176,667;PM25;SINCA;48
29-06-2025 14:00;14;dom\,;PM25;P5;184,333;PM25;SINCA;48
29-06-2025 15:00;15;dom\,;PM25;P1;171,033;PM25;SINCA;56
29-06-2025 15:00;15;dom\,;PM25;P2;178,233;PM25;SINCA;56
29-06-2025 15:00;15;dom\,;PM25;P3;175,233;PM25;SINCA;56
29-06-2025 15:00;15;dom\,;PM25;P4;184,617;PM25;SINCA;56
29-06-2025 15:00;15;dom\,;PM25;P5;190,867;PM25;SINCA;56
29-06-2025 16:00;16;dom\,;PM25;P1;178,983;PM25;SINCA;61
29-06-2025 16:00;16;dom\,;PM25;P2;187,8;PM25;SINCA;61
29-06-2025 16:00;16;dom\,;PM25;P3;181,233;PM25;SINCA;61
29-06-2025 16:00;16;dom\,;PM25;P4;197,683;PM25;SINCA;61
29-06-2025 16:00;16;dom\,;PM25;P5;200,15;PM25;SINCA;61
29-06-2025 17:00;17;dom\,;PM25;P1;186,183;PM25;SINCA;63
29-06-2025 17:00;17;dom\,;PM25;P2;194,55;PM25;SINCA;63
29-06-2025 17:00;17;dom\,;PM25;P3;184,317;PM25;SINCA;63
29-06-2025 17:00;17;dom\,;PM25;P4;210,4;PM25;SINCA;63
29-06-2025 17:00;17;dom\,;PM25;P5;207,867;PM25;SINCA;63
29-06-2025 18:00;18;dom\,;PM25;P1;182,65;PM25;SINCA;58
29-06-2025 18:00;18;dom\,;PM25;P2;187,75;PM25;SINCA;58
29-06-2025 18:00;18;dom\,;PM25;P3;176,3;PM25;SINCA;58
29-06-2025 18:00;18;dom\,;PM25;P4;209,85;PM25;SINCA;58
29-06-2025 18:00;18;dom\,;PM25;P5;200,3;PM25;SINCA;58
29-06-2025 19:00;19;dom\,;PM25;P1;176,433;PM25;SINCA;54
29-06-2025 19:00;19;dom\,;PM25;P2;180,517;PM25;SINCA;54
29-06-2025 19:00;19;dom\,;PM25;P3;170,233;PM25;SINCA;54
29-06-2025 19:00;19;dom\,;PM25;P4;201,533;PM25;SINCA;54
29-06-2025 19:00;19;dom\,;PM25;P5;189,733;PM25;SINCA;54
29-06-2025 20:00;20;dom\,;PM25;P1;174,95;PM25;SINCA;52
29-06-2025 20:00;20;dom\,;PM25;P2;179,583;PM25;SINCA;52
29-06-2025 20:00;20;dom\,;PM25;P3;170,333;PM25;SINCA;52
29-06-2025 20:00;20;dom\,;PM25;P4;201,917;PM25;SINCA;52
29-06-2025 20:00;20;dom\,;PM25;P5;190,983;PM25;SINCA;52
29-06-2025 21:00;21;dom\,;PM25;P1;166,467;PM25;SINCA;43
29-06-2025 21:00;21;dom\,;PM25;P2;170,583;PM25;SINCA;43
29-06-2025 21:00;21;dom\,;PM25;P3;164,233;PM25;SINCA;43
29-06-2025 21:00;21;dom\,;PM25;P4;186,25;PM25;SINCA;43
29-06-2025 21:00;21;dom\,;PM25;P5;177,05;PM25;SINCA;43
29-06-2025 22:00;22;dom\,;PM25;P1;163,617;PM25;SINCA;39
29-06-2025 22:00;22;dom\,;PM25;P2;167,567;PM25;SINCA;39
29-06-2025 22:00;22;dom\,;PM25;P3;161,767;PM25;SINCA;39
29-06-2025 22:00;22;dom\,;PM25;P4;180,283;PM25;SINCA;39
29-06-2025 22:00;22;dom\,;PM25;P5;173,667;PM25;SINCA;39
29-06-2025 23:00;23;dom\,;PM25;P1;160,233;PM25;SINCA;35
29-06-2025 23:00;23;dom\,;PM25;P2;163,333;PM25;SINCA;35
29-06-2025 23:00;23;dom\,;PM25;P3;157,733;PM25;SINCA;35
29-06-2025 23:00;23;dom\,;PM25;P4;175,617;PM25;SINCA;35
29-06-2025 23:00;23;dom\,;PM25;P5;169,917;PM25;SINCA;35
30-06-2025;0;lun\,;PM25;P1;157;PM25;SINCA;32
30-06-2025;0;lun\,;PM25;P2;159,3;PM25;SINCA;32
30-06-2025;0;lun\,;PM25;P3;153,783;PM25;SINCA;32
30-06-2025;0;lun\,;PM25;P4;170,083;PM25;SINCA;32
30-06-2025;0;lun\,;PM25;P5;166,7;PM25;SINCA;32
30-06-2025 1:00;1;lun\,;PM25;P1;150;PM25;SINCA;27
30-06-2025 1:00;1;lun\,;PM25;P2;151,65;PM25;SINCA;27
30-06-2025 1:00;1;lun\,;PM25;P3;146,783;PM25;SINCA;27
30-06-2025 1:00;1;lun\,;PM25;P4;163,533;PM25;SINCA;27
30-06-2025 1:00;1;lun\,;PM25;P5;159,8;PM25;SINCA;27
30-06-2025 2:00;2;lun\,;PM25;P1;142,8;PM25;SINCA;24
30-06-2025 2:00;2;lun\,;PM25;P2;143,6;PM25;SINCA;24
30-06-2025 2:00;2;lun\,;PM25;P3;139,067;PM25;SINCA;24
30-06-2025 2:00;2;lun\,;PM25;P4;156;PM25;SINCA;24
30-06-2025 2:00;2;lun\,;PM25;P5;152,383;PM25;SINCA;24
30-06-2025 3:00;3;lun\,;PM25;P1;135,683;PM25;SINCA;19
30-06-2025 3:00;3;lun\,;PM25;P2;135,233;PM25;SINCA;19
30-06-2025 3:00;3;lun\,;PM25;P3;130,867;PM25;SINCA;19
30-06-2025 3:00;3;lun\,;PM25;P4;149,25;PM25;SINCA;19
30-06-2025 3:00;3;lun\,;PM25;P5;144,45;PM25;SINCA;19
30-06-2025 4:00;4;lun\,;PM25;P1;132,267;PM25;SINCA;15
30-06-2025 4:00;4;lun\,;PM25;P2;130,983;PM25;SINCA;15
30-06-2025 4:00;4;lun\,;PM25;P3;127,533;PM25;SINCA;15
30-06-2025 4:00;4;lun\,;PM25;P4;145,867;PM25;SINCA;15
30-06-2025 4:00;4;lun\,;PM25;P5;141,383;PM25;SINCA;15
30-06-2025 5:00;5;lun\,;PM25;P1;123,433;PM25;SINCA;11
30-06-2025 5:00;5;lun\,;PM25;P2;121,8;PM25;SINCA;11
30-06-2025 5:00;5;lun\,;PM25;P3;116,95;PM25;SINCA;11
30-06-2025 5:00;5;lun\,;PM25;P4;135,933;PM25;SINCA;11
30-06-2025 5:00;5;lun\,;PM25;P5;131,9;PM25;SINCA;11
30-06-2025 6:00;6;lun\,;PM25;P1;121,067;PM25;SINCA;10
30-06-2025 6:00;6;lun\,;PM25;P2;120,5;PM25;SINCA;10
30-06-2025 6:00;6;lun\,;PM25;P3;114,517;PM25;SINCA;10
30-06-2025 6:00;6;lun\,;PM25;P4;133;PM25;SINCA;10
30-06-2025 6:00;6;lun\,;PM25;P5;129,783;PM25;SINCA;10
30-06-2025 7:00;7;lun\,;PM25;P1;111,533;PM25;SINCA;12
30-06-2025 7:00;7;lun\,;PM25;P2;111,133;PM25;SINCA;12
30-06-2025 7:00;7;lun\,;PM25;P3;109,483;PM25;SINCA;12
30-06-2025 7:00;7;lun\,;PM25;P4;122;PM25;SINCA;12
30-06-2025 7:00;7;lun\,;PM25;P5;119,667;PM25;SINCA;12
30-06-2025 8:00;8;lun\,;PM25;P1;106,967;PM25;SINCA;9
30-06-2025 8:00;8;lun\,;PM25;P2;107,25;PM25;SINCA;9
30-06-2025 8:00;8;lun\,;PM25;P3;106,65;PM25;SINCA;9
30-06-2025 8:00;8;lun\,;PM25;P4;110,483;PM25;SINCA;9
30-06-2025 8:00;8;lun\,;PM25;P5;113,083;PM25;SINCA;9
30-06-2025 9:00;9;lun\,;PM25;P1;112,9;PM25;SINCA;14
30-06-2025 9:00;9;lun\,;PM25;P2;112,633;PM25;SINCA;14
30-06-2025 9:00;9;lun\,;PM25;P3;111,75;PM25;SINCA;14
30-06-2025 9:00;9;lun\,;PM25;P4;114,567;PM25;SINCA;14
30-06-2025 9:00;9;lun\,;PM25;P5;119,95;PM25;SINCA;14
30-06-2025 10:00;10;lun\,;PM25;P1;115,85;PM25;SINCA;19
30-06-2025 10:00;10;lun\,;PM25;P2;116,933;PM25;SINCA;19
30-06-2025 10:00;10;lun\,;PM25;P3;119,333;PM25;SINCA;19
30-06-2025 10:00;10;lun\,;PM25;P4;112,783;PM25;SINCA;19
30-06-2025 10:00;10;lun\,;PM25;P5;123,3;PM25;SINCA;19
30-06-2025 11:00;11;lun\,;PM25;P1;101,867;PM25;SINCA;6
30-06-2025 11:00;11;lun\,;PM25;P2;103,15;PM25;SINCA;6
30-06-2025 11:00;11;lun\,;PM25;P3;103,733;PM25;SINCA;6
30-06-2025 11:00;11;lun\,;PM25;P4;104,4;PM25;SINCA;6
30-06-2025 11:00;11;lun\,;PM25;P5;107,517;PM25;SINCA;6
30-06-2025 12:00;12;lun\,;PM25;P1;116,183;PM25;SINCA;13
30-06-2025 12:00;12;lun\,;PM25;P2;118,183;PM25;SINCA;13
30-06-2025 12:00;12;lun\,;PM25;P3;117,333;PM25;SINCA;13
30-06-2025 12:00;12;lun\,;PM25;P4;120,933;PM25;SINCA;13
30-06-2025 12:00;12;lun\,;PM25;P5;123,55;PM25;SINCA;13
30-06-2025 13:00;13;lun\,;PM25;P1;131,4;PM25;SINCA;20
30-06-2025 13:00;13;lun\,;PM25;P2;133,85;PM25;SINCA;20
30-06-2025 13:00;13;lun\,;PM25;P3;132,85;PM25;SINCA;20
30-06-2025 13:00;13;lun\,;PM25;P4;137,267;PM25;SINCA;20
30-06-2025 13:00;13;lun\,;PM25;P5;139,783;PM25;SINCA;20
30-06-2025 14:00;14;lun\,;PM25;P1;141,6;PM25;SINCA;29
30-06-2025 14:00;14;lun\,;PM25;P2;143,767;PM25;SINCA;29
30-06-2025 14:00;14;lun\,;PM25;P3;143,267;PM25;SINCA;29
30-06-2025 14:00;14;lun\,;PM25;P4;149,467;PM25;SINCA;29
30-06-2025 14:00;14;lun\,;PM25;P5;150,417;PM25;SINCA;29
30-06-2025 15:00;15;lun\,;PM25;P1;161,733;PM25;SINCA;47
30-06-2025 15:00;15;lun\,;PM25;P2;167,883;PM25;SINCA;47
30-06-2025 15:00;15;lun\,;PM25;P3;164,6;PM25;SINCA;47
30-06-2025 15:00;15;lun\,;PM25;P4;176,267;PM25;SINCA;47
30-06-2025 15:00;15;lun\,;PM25;P5;177,133;PM25;SINCA;47
30-06-2025 16:00;16;lun\,;PM25;P1;184,033;PM25;SINCA;71
30-06-2025 16:00;16;lun\,;PM25;P2;192,133;PM25;SINCA;71
30-06-2025 16:00;16;lun\,;PM25;P3;186,8;PM25;SINCA;71
30-06-2025 16:00;16;lun\,;PM25;P4;203,433;PM25;SINCA;71
30-06-2025 16:00;16;lun\,;PM25;P5;205,65;PM25;SINCA;71
30-06-2025 17:00;17;lun\,;PM25;P1;173,583;PM25;SINCA;61
30-06-2025 17:00;17;lun\,;PM25;P2;180,083;PM25;SINCA;61
30-06-2025 17:00;17;lun\,;PM25;P3;172,583;PM25;SINCA;61
30-06-2025 17:00;17;lun\,;PM25;P4;193,383;PM25;SINCA;61
30-06-2025 17:00;17;lun\,;PM25;P5;193,183;PM25;SINCA;61
30-06-2025 18:00;18;lun\,;PM25;P1;179,4;PM25;SINCA;70
30-06-2025 18:00;18;lun\,;PM25;P2;184,383;PM25;SINCA;70
30-06-2025 18:00;18;lun\,;PM25;P3;175,4;PM25;SINCA;70
30-06-2025 18:00;18;lun\,;PM25;P4;198,55;PM25;SINCA;70
30-06-2025 18:00;18;lun\,;PM25;P5;196,45;PM25;SINCA;70
30-06-2025 19:00;19;lun\,;PM25;P1;185,1;PM25;SINCA;67
30-06-2025 19:00;19;lun\,;PM25;P2;191,433;PM25;SINCA;67
30-06-2025 19:00;19;lun\,;PM25;P3;181,017;PM25;SINCA;67
30-06-2025 19:00;19;lun\,;PM25;P4;207,483;PM25;SINCA;67
30-06-2025 19:00;19;lun\,;PM25;P5;203,083;PM25;SINCA;67
30-06-2025 20:00;20;lun\,;PM25;P1;175,767;PM25;SINCA;63
30-06-2025 20:00;20;lun\,;PM25;P2;181,367;PM25;SINCA;63
30-06-2025 20:00;20;lun\,;PM25;P3;172;PM25;SINCA;63
30-06-2025 20:00;20;lun\,;PM25;P4;196,567;PM25;SINCA;63
30-06-2025 20:00;20;lun\,;PM25;P5;192,367;PM25;SINCA;63
30-06-2025 21:00;21;lun\,;PM25;P1;161,7;PM25;SINCA;47
30-06-2025 21:00;21;lun\,;PM25;P2;166,533;PM25;SINCA;47
30-06-2025 21:00;21;lun\,;PM25;P3;160,3;PM25;SINCA;47
30-06-2025 21:00;21;lun\,;PM25;P4;176,25;PM25;SINCA;47
30-06-2025 21:00;21;lun\,;PM25;P5;173,95;PM25;SINCA;47
30-06-2025 22:00;22;lun\,;PM25;P1;146,383;PM25;SINCA;29
30-06-2025 22:00;22;lun\,;PM25;P2;149,6;PM25;SINCA;29
30-06-2025 22:00;22;lun\,;PM25;P3;145,733;PM25;SINCA;29
30-06-2025 22:00;22;lun\,;PM25;P4;152,933;PM25;SINCA;29
30-06-2025 22:00;22;lun\,;PM25;P5;155,117;PM25;SINCA;29
30-06-2025 23:00;23;lun\,;PM25;P1;142,717;PM25;SINCA;32
30-06-2025 23:00;23;lun\,;PM25;P2;145,633;PM25;SINCA;32
30-06-2025 23:00;23;lun\,;PM25;P3;141,95;PM25;SINCA;32
30-06-2025 23:00;23;lun\,;PM25;P4;149,617;PM25;SINCA;32
30-06-2025 23:00;23;lun\,;PM25;P5;151,2;PM25;SINCA;32
01-07-2025;0;mar\,;PM25;P1;136,3;PM25;SINCA;26
01-07-2025;0;mar\,;PM25;P2;139,267;PM25;SINCA;26
01-07-2025;0;mar\,;PM25;P3;135,667;PM25;SINCA;26
01-07-2025;0;mar\,;PM25;P4;143,7;PM25;SINCA;26
01-07-2025;0;mar\,;PM25;P5;144,5;PM25;SINCA;26
01-07-2025 1:00;1;mar\,;PM25;P1;132,2;PM25;SINCA;14
01-07-2025 1:00;1;mar\,;PM25;P2;134,05;PM25;SINCA;14
01-07-2025 1:00;1;mar\,;PM25;P3;130,167;PM25;SINCA;14
01-07-2025 1:00;1;mar\,;PM25;P4;139,983;PM25;SINCA;14
01-07-2025 1:00;1;mar\,;PM25;P5;140,383;PM25;SINCA;14
01-07-2025 2:00;2;mar\,;PM25;P1;150,767;PM25;SINCA;36
01-07-2025 2:00;2;mar\,;PM25;P2;154,833;PM25;SINCA;36
01-07-2025 2:00;2;mar\,;PM25;P3;150,917;PM25;SINCA;36
01-07-2025 2:00;2;mar\,;PM25;P4;158,383;PM25;SINCA;36
01-07-2025 2:00;2;mar\,;PM25;P5;160,167;PM25;SINCA;36
01-07-2025 3:00;3;mar\,;PM25;P1;142,183;PM25;SINCA;26
01-07-2025 3:00;3;mar\,;PM25;P2;144,967;PM25;SINCA;26
01-07-2025 3:00;3;mar\,;PM25;P3;141,633;PM25;SINCA;26
01-07-2025 3:00;3;mar\,;PM25;P4;149,85;PM25;SINCA;26
01-07-2025 3:00;3;mar\,;PM25;P5;151;PM25;SINCA;26
01-07-2025 4:00;4;mar\,;PM25;P1;134,183;PM25;SINCA;20
