"sensor";"referencia";"predicho";"error";"error_abs";"Clasificacion"
"PM25_P3";35;41,0721247241761;6,07212472417609;6,07212472417609;"Calibrados"
"PM25_P3";35;41,1475525829642;6,14755258296422;6,14755258296422;"Calibrados"
"PM25_P3";36;41,7011930664689;5,70119306646892;5,70119306646892;"Calibrados"
"PM25_P3";39;41,5880512782868;2,58805127828677;2,58805127828677;"Calibrados"
"PM25_P3";39;42,0526868884215;3,0526868884215;3,0526868884215;"Calibrados"
"PM25_P3";43;43,6246034655657;0,624603465565684;0,624603465565684;"Calibrados"
"PM25_P3";49;43,4360338185954;-5,5639661814046;5,5639661814046;"Calibrados"
"PM25_P3";39;44,3034541946587;5,30345419465866;5,30345419465866;"Calibrados"
"PM25_P3";40;44,4037732468468;4,40377324684682;4,40377324684682;"Calibrados"
"PM25_P3";46;44,7560213473873;-1,2439786526127;1,2439786526127;"Calibrados"
"PM25_P3";43;44,4286644402469;1,42866444024691;1,42866444024691;"Calibrados"
"PM25_P3";43;43,838064305936;0,838064305936015;0,838064305936015;"Calibrados"
"PM25_P3";41;43,5740668001776;2,57406680017765;2,57406680017765;"Calibrados"
"PM25_P3";39;42,8197882122966;3,81978821229656;3,81978821229656;"Calibrados"
"PM25_P3";29;41,8143348546511;12,8143348546511;12,8143348546511;"Calibrados"
"PM25_P3";29;40,343491608283;11,343491608283;11,343491608283;"Calibrados"
"PM25_P3";43;44,1020618116944;1,10206181169441;1,10206181169441;"Calibrados"
"PM25_P3";51;48,1751661862522;-2,82483381374779;2,82483381374779;"Calibrados"
"PM25_P3";57;49,9477208677728;-7,05227913222723;7,05227913222723;"Calibrados"
"PM25_P3";63;50,7148221916478;-12,2851778083522;12,2851778083522;"Calibrados"
"PM25_P3";61;49,43254859225;-11,56745140775;11,56745140775;"Calibrados"
"PM25_P3";59;46,1891506643613;-12,8108493356387;12,8108493356387;"Calibrados"
"PM25_P3";56;41,1980892483522;-14,8019107516478;14,8019107516478;"Calibrados"
"PM25_P3";73;53,3925111786257;-19,6074888213743;19,6074888213743;"Calibrados"
"PM25_P3";79;57,6918991295478;-21,3081008704522;21,3081008704522;"Calibrados"
"PM25_P3";75;54,6619620420295;-20,3380379579705;20,3380379579705;"Calibrados"
"PM25_P3";74;56,0324862362094;-17,9675137637906;17,9675137637906;"Calibrados"
"PM25_P3";81;54,8256404955997;-26,1743595044003;26,1743595044003;"Calibrados"
"PM25_P3";62;50,9788196974062;-11,0211803025938;11,0211803025938;"Calibrados"
"PM25_P3";59;47,8606320151058;-11,1393679848942;11,1393679848942;"Calibrados"
"PM25_P3";48;42,8575021416906;-5,14249785830937;5,14249785830937;"Calibrados"
"PM25_P3";44;38,3446533503981;-5,65534664960187;5,65534664960187;"Calibrados"
"PM25_P3";32;33,8310502805177;1,83105028051774;1,83105028051774;"Calibrados"
"PM25_P3";25;27,4573962129226;2,45739621292263;2,45739621292263;"Calibrados"
"PM25_P3";28;27,9476772950453;-0,052322704954662;0,052322704954662;"Calibrados"
"PM25_P3";26;27,2311126365583;1,23111263655831;1,23111263655831;"Calibrados"
"PM25_P3";17;21,435990245868;4,43599024586798;4,43599024586798;"Calibrados"
"PM25_P3";35;31,6436423756626;-3,35635762433739;3,35635762433739;"Calibrados"
"PM25_P3";18;20,4554280816226;2,45542808162259;2,45542808162259;"Calibrados"
"PM25_P3";11;7,40640851127992;-3,59359148872008;3,59359148872008;"Calibrados"
"PM25_P3";13;10,9266266809209;-2,0733733190791;2,0733733190791;"Calibrados"
"PM25_P3";18;18,7711239948841;0,771123994884121;0,771123994884121;"Calibrados"
"PM25_P3";25;27,5833607370988;2,58336073709877;2,58336073709877;"Calibrados"
"PM25_P3";30;31,1661840295339;1,16618402953391;1,16618402953391;"Calibrados"
"PM25_P3";27;28,5133862359561;1,51338623595615;1,51338623595615;"Calibrados"
"PM25_P3";42;36,4710253381015;-5,52897466189847;5,52897466189847;"Calibrados"
"PM25_P3";43;38,0927243020458;-4,90727569795416;4,90727569795416;"Calibrados"
"PM25_P3";47;38,6335420495566;-8,36645795044342;8,36645795044342;"Calibrados"
"PM25_P3";59;39,9663523143424;-19,0336476856576;19,0336476856576;"Calibrados"
"PM25_P3";47;41,2984083005404;-5,70159169945957;5,70159169945957;"Calibrados"
"PM25_P3";45;37,8920861976695;-7,10791380233051;7,10791380233051;"Calibrados"
"PM25_P3";29;33,4041285997771;4,40412859977705;4,40412859977705;"Calibrados"
"PM25_P3";29;31,4550727286923;2,45507272869234;2,45507272869234;"Calibrados"
"PM25_P3";27;27,5833607370988;0,583360737098772;0,583360737098772;"Calibrados"
"PM25_P3";14;13,3901005489405;-0,609899451059491;0,609899451059491;"Calibrados"
"PM25_P3";17;16,558070618041;-0,441929381958957;0,441929381958957;"Calibrados"
"PM25_P3";15;14,6225917615382;-0,377408238461811;0,377408238461811;"Calibrados"
"PM25_P3";9;6,91612742915721;-2,08387257084279;2,08387257084279;"Calibrados"
"PM25_P3";13;4,10040546059714;-8,89959453940286;8,89959453940286;"Calibrados"
"PM25_P3";8;3,87412188423282;-4,12587811576718;4,12587811576718;"Calibrados"
"PM25_P3";3;1,7621418381658;-1,2378581618342;1,2378581618342;"Calibrados"
"PM25_P3";4;0,555296097556067;-3,44470390244393;3,44470390244393;"Calibrados"
"PM25_P3";4;0,630723956344184;-3,36927604365582;3,36927604365582;"Calibrados"
"PM25_P3";6;1,12100503846688;-4,87899496153312;4,87899496153312;"Calibrados"
"PM25_P3";16;4,36440296635553;-11,6355970336445;11,6355970336445;"Calibrados"
"PM25_P3";11;2,31502804308263;-8,68497195691737;8,68497195691737;"Calibrados"
"PM25_P3";16;10,0712747622638;-5,92872523773623;5,92872523773623;"Calibrados"
"PM25_P3";21;16,0677895359183;-4,93221046408166;4,93221046408166;"Calibrados"
"PM25_P3";18;14,8360526019085;-3,16394739809147;3,16394739809147;"Calibrados"
"PM25_P3";8;6,40095515363443;-1,59904484636557;1,59904484636557;"Calibrados"
"PM25_P3";19;14,1443791368216;-4,85562086317842;4,85562086317842;"Calibrados"
"PM25_P3";45;34,5732604109927;-10,4267395890073;10,4267395890073;"Calibrados"
"PM25_P3";46;34,1704756450642;-11,8295243549358;11,8295243549358;"Calibrados"
"PM25_P3";46;31,958176546809;-14,041823453191;14,041823453191;"Calibrados"
"PM25_P3";23;20,706602851387;-2,29339714861302;2,29339714861302;"Calibrados"
"PM25_P3";14;7,83408447060849;-6,16591552939151;6,16591552939151;"Calibrados"
"PM25_P3";12;5,21900060642479;-6,78099939357521;6,78099939357521;"Calibrados"
"PM25_P3";6;2,17699506150039;-3,82300493849961;3,82300493849961;"Calibrados"
"PM25_P3";4;0,99504051429075;-3,00495948570925;3,00495948570925;"Calibrados"
"PM25_P3";3;0,693329079138309;-2,30667092086169;2,30667092086169;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";1;0,504759432168044;-0,495240567831956;0,495240567831956;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";1;0,504759432168044;-0,495240567831956;0,495240567831956;"Calibrados"
"PM25_P3";1;0,504759432168044;-0,495240567831956;0,495240567831956;"Calibrados"
"PM25_P3";4;0,755934201932433;-3,24406579806757;3,24406579806757;"Calibrados"
"PM25_P3";7;0,555296097556067;-6,44470390244393;6,44470390244393;"Calibrados"
"PM25_P3";4;0,630723956344184;-3,36927604365582;3,36927604365582;"Calibrados"
"PM25_P3";5;0,731043008532367;-4,26895699146763;4,26895699146763;"Calibrados"
"PM25_P3";8;5,96045645831188;-2,03954354168812;2,03954354168812;"Calibrados"
"PM25_P3";10;15,5397945244016;5,53979452440159;5,53979452440159;"Calibrados"
"PM25_P3";10;10,951517874321;0,951517874320984;0,951517874320984;"Calibrados"
"PM25_P3";17;22,3411245513253;5,34112455132527;5,34112455132527;"Calibrados"
"PM25_P3";22;24,8551350847329;2,85513508473291;2,85513508473291;"Calibrados"
"PM25_P3";27;25,5845224792139;-1,41547752078608;1,41547752078608;"Calibrados"
"PM25_P3";23;20,706602851387;-2,29339714861302;2,29339714861302;"Calibrados"
"PM25_P3";15;13,3901005489405;-1,60989945105949;1,60989945105949;"Calibrados"
"PM25_P3";16;16,1183262013064;0,118326201306374;0,118326201306374;"Calibrados"
"PM25_P3";18;16,6214300194231;-1,37856998057694;1,37856998057694;"Calibrados"
"PM25_P3";10;9,90835058728145;-0,091649412718553;0,091649412718553;"Calibrados"
"PM25_P3";9;7,20501612831566;-1,79498387168434;1,79498387168434;"Calibrados"
"PM25_P3";8;6,42584634703451;-1,57415365296549;1,57415365296549;"Calibrados"
"PM25_P3";6;3,33330413672209;-2,66669586327791;2,66669586327791;"Calibrados"
"PM25_P3";7;1,97560267853615;-5,02439732146385;5,02439732146385;"Calibrados"
"PM25_P3";5;1,1081823024729;-3,8918176975271;3,8918176975271;"Calibrados"
"PM25_P3";2;0,517582168162008;-1,48241783183799;1,48241783183799;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";3;0,504759432168044;-2,49524056783196;2,49524056783196;"Calibrados"
"PM25_P3";4;3,92390427103297;-0,076095728967033;0,076095728967033;"Calibrados"
"PM25_P3";35;33,5926982467473;-1,40730175325268;1,40730175325268;"Calibrados"
"PM25_P3";37;43,6872085883598;6,68720858835981;6,68720858835981;"Calibrados"
"PM25_P3";34;38,5075775253804;4,50757752538044;4,50757752538044;"Calibrados"
"PM25_P3";33;38,5958281201625;5,59582812016252;5,59582812016252;"Calibrados"
"PM25_P3";40;40,6195575714475;0,619557571447459;0,619557571447459;"Calibrados"
"PM25_P3";40;41,3240537725284;1,32405377252839;1,32405377252839;"Calibrados"
"PM25_P3";51;42,0149729590274;-8,98502704097255;8,98502704097255;"Calibrados"
"PM25_P3";49;43,5235301347896;-5,47646986521039;5,47646986521039;"Calibrados"
"PM25_P3";42;41,1475525829642;-0,852447417035776;0,852447417035776;"Calibrados"
"PM25_P3";39;39,6767093365961;0,676709336596105;0,676709336596105;"Calibrados"
"PM25_P3";49;42,2540792713857;-6,74592072861425;6,74592072861425;"Calibrados"
"PM25_P3";44;42,4803628477501;-1,51963715224991;1,51963715224991;"Calibrados"
"PM25_P3";45;39,8403877901663;-5,1596122098337;5,1596122098337;"Calibrados"
"PM25_P3";41;39,9407068423545;-1,05929315764553;1,05929315764553;"Calibrados"
"PM25_P3";40;37,8920861976695;-2,10791380233051;2,10791380233051;"Calibrados"
"PM25_P3";35;37,5149469037289;2,51494690372894;2,51494690372894;"Calibrados"
"PM25_P3";28;36,8481646320421;8,84816463204206;8,84816463204206;"Calibrados"
"PM25_P3";25;29,5573078015835;4,55730780158355;4,55730780158355;"Calibrados"
"PM25_P3";40;37,8166583388814;-2,18334166111862;2,18334166111862;"Calibrados"
"PM25_P3";40;39,4760712322198;-0,523928767780248;0,523928767780248;"Calibrados"
"PM25_P3";33;38,26922549161;5,26922549161003;5,26922549161003;"Calibrados"
"PM25_P3";34;36,4966708100895;2,4966708100895;2,4966708100895;"Calibrados"
"PM25_P3";31;35,3018935268859;4,30189352688586;4,30189352688586;"Calibrados"
"PM25_P3";17;21,5363092980562;4,53630929805615;4,53630929805615;"Calibrados"
"PM25_P3";9;3,28276747133405;-5,71723252866595;5,71723252866595;"Calibrados"
"PM25_P3";6;0,504759432168044;-5,49524056783196;5,49524056783196;"Calibrados"
"PM25_P3";4;0,504759432168044;-3,49524056783196;3,49524056783196;"Calibrados"
"PM25_P3";3;0,504759432168044;-2,49524056783196;2,49524056783196;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";3;0,504759432168044;-2,49524056783196;2,49524056783196;"Calibrados"
"PM25_P3";3;0,504759432168044;-2,49524056783196;2,49524056783196;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";3;0,504759432168044;-2,49524056783196;2,49524056783196;"Calibrados"
"PM25_P3";1;0,504759432168044;-0,495240567831956;0,495240567831956;"Calibrados"
"PM25_P3";1;0,529650625568109;-0,470349374431891;0,470349374431891;"Calibrados"
"PM25_P3";3;0,731043008532367;-2,26895699146763;2,26895699146763;"Calibrados"
"PM25_P3";6;5,50788930558323;-0,492110694416766;0,492110694416766;"Calibrados"
"PM25_P3";8;3,03159270156965;-4,96840729843035;4,96840729843035;"Calibrados"
"PM25_P3";7;2,98105603618163;-4,01894396381837;4,01894396381837;"Calibrados"
"PM25_P3";5;1,91299755574202;-3,08700244425798;3,08700244425798;"Calibrados"
"PM25_P3";6;1,78703303156587;-4,21296696843413;4,21296696843413;"Calibrados"
"PM25_P3";3;0,706151815132287;-2,29384818486771;2,29384818486771;"Calibrados"
"PM25_P3";1;0,567364554962168;-0,432635445037832;0,432635445037832;"Calibrados"
"PM25_P3";4;0,642792413750286;-3,35720758624971;3,35720758624971;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";1;0,881898726108574;-0,118101273891426;0,118101273891426;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";3;0,517582168162008;-2,48241783183799;2,48241783183799;"Calibrados"
"PM25_P3";5;1,52303552580749;-3,47696447419251;3,47696447419251;"Calibrados"
"PM25_P3";5;0,504759432168044;-4,49524056783196;4,49524056783196;"Calibrados"
"PM25_P3";12;5,70928168854749;-6,29071831145251;6,29071831145251;"Calibrados"
"PM25_P3";7;7,90951232939659;0,909512329396591;0,909512329396591;"Calibrados"
"PM25_P3";13;14,6474829549383;1,64748295493827;1,64748295493827;"Calibrados"
"PM25_P3";15;23,0448664738183;8,04486647381833;8,04486647381833;"Calibrados"
"PM25_P3";13;15,8294375021479;2,82943750214791;2,82943750214791;"Calibrados"
"PM25_P3";10;15,7789008367599;5,77890083675989;5,77890083675989;"Calibrados"
"PM25_P3";18;21,7625928744205;3,76259287442048;3,76259287442048;"Calibrados"
"PM25_P3";15;17,6645973064626;2,66459730646258;2,66459730646258;"Calibrados"
"PM25_P3";15;15,0751589142668;0,0751589142668365;0,0751589142668365;"Calibrados"
"PM25_P3";16;20,5308559404107;4,53085594041069;4,53085594041069;"Calibrados"
"PM25_P3";21;28,3127481315798;7,31274813157977;7,31274813157977;"Calibrados"
"PM25_P3";15;25,635059144602;10,635059144602;10,635059144602;"Calibrados"
"PM25_P3";17;21,7882383464084;4,78823834640845;4,78823834640845;"Calibrados"
"PM25_P3";10;17,953486005621;7,95348600562103;7,95348600562103;"Calibrados"
"PM25_P3";10;11,3037659748614;1,30376597486143;1,30376597486143;"Calibrados"
"PM25_P3";12;17,8403442174389;5,84034421743888;5,84034421743888;"Calibrados"
"PM25_P3";12;13,2648903033522;1,26489030335225;1,26489030335225;"Calibrados"
"PM25_P3";9;6,67702111679891;-2,32297888320109;2,32297888320109;"Calibrados"
"PM25_P3";5;4,82903857649026;-0,170961423509738;0,170961423509738;"Calibrados"
"PM25_P3";4;1,48532159641344;-2,51467840358656;2,51467840358656;"Calibrados"
"PM25_P3";7;0,819293603314449;-6,18070639668555;6,18070639668555;"Calibrados"
"PM25_P3";4;2,32785077907661;-1,67214922092339;1,67214922092339;"Calibrados"
"PM25_P3";2;0,580187290956147;-1,41981270904385;1,41981270904385;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";1;0,65561514974425;-0,34438485025575;0,34438485025575;"Calibrados"
"PM25_P3";8;3,59730164248046;-4,40269835751954;4,40269835751954;"Calibrados"
"PM25_P3";6;3,83640795483876;-2,16359204516124;2,16359204516124;"Calibrados"
"PM25_P3";7;9,53121129334092;2,53121129334092;2,53121129334092;"Calibrados"
"PM25_P3";14;15,6906502419778;1,69065024197779;1,69065024197779;"Calibrados"
"PM25_P3";9;12,7489637492416;3,7489637492416;3,7489637492416;"Calibrados"
"PM25_P3";19;16,0806122719123;-2,91938772808767;2,91938772808767;"Calibrados"
"PM25_P3";14;14,496627237362;0,496627237362048;0,496627237362048;"Calibrados"
"PM25_P3";15;15,4145842788133;0,414584278813322;0,414584278813322;"Calibrados"
"PM25_P3";5;4,26332963557945;-0,736670364420547;0,736670364420547;"Calibrados"
"PM25_P3";5;4,90446643527837;-0,0955335647216344;0,0955335647216344;"Calibrados"
"PM25_P3";2;4,22561570618541;2,22561570618541;2,22561570618541;"Calibrados"
"PM25_P3";1;0,668437885738228;-0,331562114261772;0,331562114261772;"Calibrados"
"PM25_P3";3;2,21470899089444;-0,785291009105563;0,785291009105563;"Calibrados"
"PM25_P3";10;2,54131161944696;-7,45868838055304;7,45868838055304;"Calibrados"
"PM25_P3";7;1,2839292134492;-5,7160707865508;5,7160707865508;"Calibrados"
"PM25_P3";8;5,6964589525535;-2,3035410474465;2,3035410474465;"Calibrados"
"PM25_P3";9;4,59068654271985;-4,40931345728015;4,40931345728015;"Calibrados"
"PM25_P3";6;3,16962568315189;-2,83037431684811;2,83037431684811;"Calibrados"
"PM25_P3";3;2,2644913776946;-0,735508622305403;0,735508622305403;"Calibrados"
"PM25_P3";4;0,894721462102552;-3,10527853789745;3,10527853789745;"Calibrados"
"PM25_P3";1;0,68050634314433;-0,31949365685567;0,31949365685567;"Calibrados"
"PM25_P3";4;1,00786325028471;-2,99213674971529;2,99213674971529;"Calibrados"
"PM25_P3";3;2,02613934392417;-0,973860656075829;0,973860656075829;"Calibrados"
"PM25_P3";4;4,84186131248424;0,841861312484241;0,841861312484241;"Calibrados"
"PM25_P3";4;1,72442790877174;-2,27557209122826;2,27557209122826;"Calibrados"
"PM25_P3";6;2,51642042604688;-3,48357957395312;3,48357957395312;"Calibrados"
"PM25_P3";6;7,59497815825019;1,59497815825019;1,59497815825019;"Calibrados"
"PM25_P3";16;21,1342788107155;5,13427881071554;5,13427881071554;"Calibrados"
"PM25_P3";22;27,6082519304988;5,60825193049884;5,60825193049884;"Calibrados"
"PM25_P3";23;26,8041909558176;3,80419095581762;3,80419095581762;"Calibrados"
"PM25_P3";28;28,9787761246788;0,978776124678774;0,978776124678774;"Calibrados"
"PM25_P3";26;33,4161970571832;7,41619705718317;7,41619705718317;"Calibrados"
"PM25_P3";16;22,2785194285311;6,27851942853114;6,27851942853114;"Calibrados"
"PM25_P3";23;22,7688005106538;-0,231199489346153;0,231199489346153;"Calibrados"
"PM25_P3";7;10,9138039449269;3,91380394492693;3,91380394492693;"Calibrados"
"PM25_P3";5;1,67389124338371;-3,32610875661629;3,32610875661629;"Calibrados"
"PM25_P3";6;3,15755722574579;-2,84244277425421;2,84244277425421;"Calibrados"
"PM25_P3";5;0,504759432168044;-4,49524056783196;4,49524056783196;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";4;0,504759432168044;-3,49524056783196;3,49524056783196;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";1;0,504759432168044;-0,495240567831956;0,495240567831956;"Calibrados"
"PM25_P3";2;0,517582168162008;-1,48241783183799;1,48241783183799;"Calibrados"
"PM25_P3";4;0,517582168162008;-3,48241783183799;3,48241783183799;"Calibrados"
"PM25_P3";5;0,529650625568109;-4,47034937443189;4,47034937443189;"Calibrados"
"PM25_P3";3;0,504759432168044;-2,49524056783196;2,49524056783196;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";4;0,504759432168044;-3,49524056783196;3,49524056783196;"Calibrados"
"PM25_P3";3;0,580187290956147;-2,41981270904385;2,41981270904385;"Calibrados"
"PM25_P3";1;0,806470867320471;-0,193529132679529;0,193529132679529;"Calibrados"
"PM25_P3";3;0,504759432168044;-2,49524056783196;2,49524056783196;"Calibrados"
"PM25_P3";2;0,504759432168044;-1,49524056783196;1,49524056783196;"Calibrados"
"PM25_P3";3;0,504759432168044;-2,49524056783196;2,49524056783196;"Calibrados"
"PM25_P3";5;1,12100503846688;-3,87899496153312;3,87899496153312;"Calibrados"
"PM25_P3";6;1,01993170769082;-4,98006829230918;4,98006829230918;"Calibrados"
"PM25_P3";4;0,504759432168044;-3,49524056783196;3,49524056783196;"Calibrados"
"PM25_P3";4;0,504759432168044;-3,49524056783196;3,49524056783196;"Calibrados"
"PM25_P3";3;0,504759432168044;-2,49524056783196;2,49524056783196;"Calibrados"
"PM25_P3";3;0,504759432168044;-2,49524056783196;2,49524056783196;"Calibrados"
"PM25_P3";4;0,504759432168044;-3,49524056783196;3,49524056783196;"Calibrados"
"PM25_P3";4;0,504759432168044;-3,49524056783196;3,49524056783196;"Calibrados"
"PM25_P3";1;0,504759432168044;-0,495240567831956;0,495240567831956;"Calibrados"
"PM25_P3";1;0,504759432168044;-0,495240567831956;0,495240567831956;"Calibrados"
"PM25_P3";1;0,504759432168044;-0,495240567831956;0,495240567831956;"Calibrados"
"PM25_P3";4;0,517582168162008;-3,48241783183799;3,48241783183799;"Calibrados"
"PM25_P3";3;0,529650625568109;-2,47034937443189;2,47034937443189;"Calibrados"
"PM25_P3";2;0,642792413750286;-1,35720758624971;1,35720758624971;"Calibrados"
"PM25_P3";4;1,57357219119552;-2,42642780880448;2,42642780880448;"Calibrados"
"PM25_P3";4;0,593010026950125;-3,40698997304987;3,40698997304987;"Calibrados"
"PM25_P3";15;15,0751589142668;0,0751589142668365;0,0751589142668365;"Calibrados"
"PM25_P3";10;13,5160650731166;3,51606507311665;3,51606507311665;"Calibrados"
"PM25_P3";15;18,2808429127614;3,28084291276141;3,28084291276141;"Calibrados"
"PM25_P3";12;18,4814810171378;6,4814810171378;6,4814810171378;"Calibrados"
"PM25_P3";15;18,9974075712484;3,99740757124844;3,99740757124844;"Calibrados"
"PM25_P3";13;19,6008304415533;6,60083044155331;6,60083044155331;"Calibrados"
"PM25_P3";12;19,9651469994999;7,96514699949988;7,96514699949988;"Calibrados"
"PM25_P3";18;23,598506957323;5,59850695732302;5,59850695732302;"Calibrados"
"PM25_P3";16;22,818582897454;6,81858289745399;6,81858289745399;"Calibrados"
"PM25_P3";13;24,5911375789745;11,5911375789745;11,5911375789745;"Calibrados"
"PM25_P3";15;26,5401934500592;11,5401934500592;11,5401934500592;"Calibrados"
"PM25_P3";20;30,8395814009814;10,8395814009814;10,8395814009814;"Calibrados"
"PM25_P3";20;29,3310242252192;9,33102422521924;9,33102422521924;"Calibrados"
"PM25_P3";18;22,9445474216301;4,94454742163013;4,94454742163013;"Calibrados"
"PM25_P3";9;18,8842657830663;9,8842657830663;9,8842657830663;"Calibrados"
"PM25_P3";15;17,8282757600328;2,82827576003278;2,82827576003278;"Calibrados"
"PM25_P3";11;10,1467026210519;-0,853297378948128;0,853297378948128;"Calibrados"
"PM25_P3";8;17,6019921836685;9,60199218366846;9,60199218366846;"Calibrados"
"PM25_P3";6;5,77188681134162;-0,228113188658384;0,228113188658384;"Calibrados"
"PM25_P3";7;5,03043095945451;-1,96956904054549;1,96956904054549;"Calibrados"
"PM25_P3";7;7,31815791649782;0,318157916497825;0,318157916497825;"Calibrados"
"PM25_P3";4;5,89785133551776;1,89785133551776;1,89785133551776;"Calibrados"
"PM25_P3";7;5,20617787043081;-1,79382212956919;1,79382212956919;"Calibrados"
"PM25_P3";12;11,2026926440854;-0,797307355914612;0,797307355914612;"Calibrados"
"PM25_P3";14;19,7516861591295;5,75168615912953;5,75168615912953;"Calibrados"
"PM25_P3";20;23,535147555941;3,53514755594101;3,53514755594101;"Calibrados"
"PM25_P3";18;19,6008304415533;1,60083044155331;1,60083044155331;"Calibrados"
"PM25_P3";24;25,7979833195842;1,79798331958425;1,79798331958425;"Calibrados"
"PM25_P3";22;28,4756723065621;6,47567230656209;6,47567230656209;"Calibrados"
"PM25_P3";32;33,7684451577236;1,76844515772362;1,76844515772362;"Calibrados"
"PM25_P3";36;37,4138735729529;1,41387357295287;1,41387357295287;"Calibrados"
"PM25_P3";35;39,626926949796;4,62692694979596;4,62692694979596;"Calibrados"
"PM25_P3";37;40,5818436420534;3,58184364205341;3,58184364205341;"Calibrados"
"PM25_P3";34;37,6401571493172;3,6401571493172;3,6401571493172;"Calibrados"
"PM25_P3";30;36,2447417617372;6,2447417617372;6,2447417617372;"Calibrados"
"PM25_P3";28;33,5798755107533;5,57987551075334;5,57987551075334;"Calibrados"
"PM25_P3";23;31,958176546809;8,95817654680903;8,95817654680903;"Calibrados"
"PM25_P3";20;24,0759653034518;4,07596530345175;4,07596530345175;"Calibrados"
"PM25_P3";14;21,7377016810204;7,73770168102041;7,73770168102041;"Calibrados"
"PM25_P3";11;14,2575209250038;3,25752092500376;3,25752092500376;"Calibrados"
"PM25_P3";10;6,48845146982865;-3,51154853017135;3,51154853017135;"Calibrados"
"PM25_P3";8;3,23298508453391;-4,76701491546609;4,76701491546609;"Calibrados"
"PM25_P3";7;0,68050634314433;-6,31949365685567;6,31949365685567;"Calibrados"
"PM25_P3";6;0,504759432168044;-5,49524056783196;5,49524056783196;"Calibrados"
"PM25_P3";6;0,504759432168044;-5,49524056783196;5,49524056783196;"Calibrados"
"PM25_P3";6;0,642792413750286;-5,35720758624971;5,35720758624971;"Calibrados"
"PM25_P3";7;1,2085013546611;-5,7914986453389;5,7914986453389;"Calibrados"
"PM25_P3";12;5,34496513060093;-6,65503486939907;6,65503486939907;"Calibrados"
"PM25_P3";16;19,9523242635059;3,9523242635059;3,9523242635059;"Calibrados"
"PM25_P3";12;15,9923616771302;3,99236167713023;3,99236167713023;"Calibrados"
"PM25_P3";6;1,49814433240742;-4,50185566759258;4,50185566759258;"Calibrados"
"PM25_P3";29;24,7797072259448;-4,22029277405521;4,22029277405521;"Calibrados"
"PM25_P3";25;29,3430926826253;4,34309268262534;4,34309268262534;"Calibrados"
"PM25_P3";39;36,9235924908302;-2,07640750916984;2,07640750916984;"Calibrados"
"PM25_P3";43;39,7023548085841;-3,29764519141592;3,29764519141592;"Calibrados"
"PM25_P3";45;40,9718056719879;-4,02819432801208;4,02819432801208;"Calibrados"
"PM25_P3";44;40,6700942368355;-3,3299057631645;3,3299057631645;"Calibrados"
"PM25_P3";37;39,5386763550139;2,53867635501388;2,53867635501388;"Calibrados"
"PM25_P3";33;37,8166583388814;4,81665833888138;4,81665833888138;"Calibrados"
"PM25_P3";36;37,4644102383409;1,4644102383409;1,4644102383409;"Calibrados"
"PM25_P3";28;32,9636299044545;4,96362990445449;4,96362990445449;"Calibrados"
"PM25_P3";23;27,2311126365583;4,23111263655831;4,23111263655831;"Calibrados"
"PM25_P3";23;22,869119562842;-0,13088043715797;0,13088043715797;"Calibrados"
"PM25_P3";10;10,5366646509864;0,536664650986381;0,536664650986381;"Calibrados"
"PM25_P3";10;10,6626291751625;0,662629175162522;0,662629175162522;"Calibrados"
"PM25_P3";8;5,83524621272362;-2,16475378727638;2,16475378727638;"Calibrados"
"PM25_P3";5;4,93011190726634;-0,0698880927336631;0,0698880927336631;"Calibrados"
"PM25_P3";6;1,86246089035397;-4,13753910964603;4,13753910964603;"Calibrados"
"PM25_P3";6;0,580187290956147;-5,41981270904385;5,41981270904385;"Calibrados"
"PM25_P3";6;0,504759432168044;-5,49524056783196;5,49524056783196;"Calibrados"
"PM25_P3";6;1,12100503846688;-4,87899496153312;4,87899496153312;"Calibrados"
