date;PM25_P1;PM25_P2;PM25_P3;PM25_P4;PM25_P5;PM25_SINCA;hour;wday
03-07-2025 13:00;122,667;125,133;123,6;126,683;130,2;20;13;jue\,
03-07-2025 14:00;122,817;125,033;123,817;126,9;130,467;18;14;jue\,
03-07-2025 15:00;126,017;128,167;126,733;131,55;133,6;24;15;jue\,
03-07-2025 16:00;131,783;134,317;133,35;138,517;139,9;32;16;jue\,
03-07-2025 17:00;131,167;132,917;131,633;136,05;138,367;26;17;jue\,
03-07-2025 18:00;131,433;133,283;131,767;134,7;137,883;26;18;jue\,
03-07-2025 19:00;127,017;128,3;126,983;130,633;134,233;24;19;jue\,
03-07-2025 20:00;120,517;121,45;120,4;124,133;127,817;23;20;jue\,
03-07-2025 21:00;122,017;123,067;122,5;125,75;129,433;22;21;jue\,
03-07-2025 22:00;120,317;121,033;119,667;123,5;127,65;16;22;jue\,
03-07-2025 23:00;109,783;110,367;110,017;113,717;117,267;13;23;jue\,
04-07-2025;103;103,883;104,083;106,783;108,483;9;0;vie\,
04-07-2025 1:00;102,617;103,283;103,35;106,333;108,2;6;1;vie\,
04-07-2025 2:00;102,333;103,033;103,3;105,983;107,867;5;2;vie\,
04-07-2025 3:00;99,767;100,467;101,083;103,383;105,2;4;3;vie\,
04-07-2025 4:00;98,933;99,517;100,25;102,6;104,1;5;4;vie\,
04-07-2025 5:00;98,1;99,067;100,017;102,05;103,15;4;5;vie\,
04-07-2025 6:00;98,117;99,133;100,067;102,083;103,3;5;6;vie\,
04-07-2025 7:00;100,55;101,167;101,833;103,55;105,867;6;7;vie\,
04-07-2025 8:00;101,517;102,367;102,9;104,3;107,267;12;8;vie\,
04-07-2025 9:00;99,85;100,817;101,767;102,583;105,267;7;9;vie\,
04-07-2025 10:00;99,033;99,917;100,833;102,1;104,2;4;10;vie\,
04-07-2025 11:00;100,633;101,883;102,45;104,033;106,083;10;11;vie\,
04-07-2025 12:00;111,067;112,5;112,117;114,367;117,967;10;12;vie\,
04-07-2025 13:00;121,05;123,1;122,85;124,517;128,65;10;13;vie\,
04-07-2025 14:00;133,317;135,55;134,733;139,267;141,917;22;14;vie\,
04-07-2025 15:00;152,183;156,717;155,017;156,517;166,067;36;15;vie\,
04-07-2025 16:00;142,3;145,45;144,4;149,8;151,3;40;16;vie\,
04-07-2025 17:00;141,15;143,783;142,117;147,333;149,417;32;17;vie\,
04-07-2025 18:00;146,517;149,317;146,133;150,533;153,433;41;18;vie\,
04-07-2025 19:00;149,233;152,233;148,483;154,067;156,567;39;19;vie\,
04-07-2025 20:00;146,1;149,217;145,633;151,5;154;37;20;vie\,
04-07-2025 21:00;145,583;148,667;145,333;150,6;153,317;34;21;vie\,
04-07-2025 22:00;143,15;146,183;142,417;148,8;150,883;32;22;vie\,
04-07-2025 23:00;141,417;144,35;140,533;147,017;148,95;28;23;vie\,
05-07-2025;130,55;131,917;128,917;136,567;137,5;23;0;sáb\,
05-07-2025 1:00;131,35;132,083;128,017;138,467;138,2;14;1;sáb\,
05-07-2025 2:00;168,633;175,05;163,033;202,717;182,183;39;2;sáb\,
05-07-2025 3:00;165,1;171,067;161,883;194,25;178,267;35;3;sáb\,
05-07-2025 4:00;164,05;169,833;161,483;191,267;176,667;39;4;sáb\,
05-07-2025 5:00;161,883;165,85;159,067;182,267;171,65;33;5;sáb\,
05-07-2025 6:00;164,867;172,25;162,533;196,383;179,75;38;6;sáb\,
05-07-2025 7:00;163,633;168,9;160,717;192,233;176,333;38;7;sáb\,
05-07-2025 8:00;160,5;165,183;158,25;186,633;171,167;37;8;sáb\,
05-07-2025 9:00;158,017;163,233;157,467;178,533;169,4;40;9;sáb\,
05-07-2025 10:00;157,683;161,85;157,017;179,6;171,75;46;10;sáb\,
05-07-2025 11:00;155,633;160,833;157,633;171,35;170,217;52;11;sáb\,
05-07-2025 12:00;159,2;165,85;162,3;179,2;176,683;57;12;sáb\,
05-07-2025 13:00;164,217;170,283;165,467;188,683;182,367;56;13;sáb\,
05-07-2025 14:00;166,283;172,9;167,95;191,5;185,5;60;14;sáb\,
05-07-2025 15:00;171,583;178,55;171,833;200,583;190,417;63;15;sáb\,
05-07-2025 16:00;173,017;179,15;172,45;201,767;192,317;59;16;sáb\,
05-07-2025 17:00;177;183,833;175;209;196,15;65;17;sáb\,
05-07-2025 18:00;151,667;155,817;150,617;168,367;161,383;35;18;sáb\,
05-07-2025 19:00;146,5;149,983;145,65;157,783;154,883;35;19;sáb\,
05-07-2025 20:00;146,217;149,467;145,25;156,917;154,067;28;20;sáb\,
05-07-2025 21:00;130,817;133,667;129,2;139,633;138,15;13;21;sáb\,
05-07-2025 22:00;131,017;133,85;128,583;139,65;138,15;12;22;sáb\,
05-07-2025 23:00;129,85;131,067;126,083;137,133;135,883;8;23;sáb\,
06-07-2025;132,9;134,333;128,65;139,883;137,967;16;0;dom\,
06-07-2025 1:00;122,367;123,4;118,917;130,1;128,183;7;1;dom\,
06-07-2025 2:00;119,767;120,317;114,6;127,2;125,183;8;2;dom\,
06-07-2025 3:00;129,233;131,15;125,05;137,867;134,917;11;3;dom\,
06-07-2025 4:00;132,85;134,367;128,467;141,9;139,05;17;4;dom\,
06-07-2025 5:00;128,7;130,333;124,85;138,867;134,817;11;5;dom\,
06-07-2025 6:00;124,233;125,5;120,067;135,767;130,45;12;6;dom\,
06-07-2025 7:00;118,433;119,117;113,8;129,55;125,2;11;7;dom\,
06-07-2025 8:00;108,183;108,483;106,45;116,05;113,217;9;8;dom\,
06-07-2025 9:00;117,95;118,867;116,583;126,267;124,917;12;9;dom\,
06-07-2025 10:00;132,95;135,5;132,5;141,333;140,6;17;10;dom\,
06-07-2025 11:00;126,083;127,567;126,233;132,683;133,15;12;11;dom\,
06-07-2025 12:00;120,517;122,05;121,133;126,733;128,1;10;12;dom\,
06-07-2025 13:00;124,067;126,033;124,483;130,917;131,95;10;13;dom\,
06-07-2025 14:00;126,7;128,633;127,417;133,517;134,75;16;14;dom\,
06-07-2025 15:00;130,517;133,017;131,983;138,117;138,65;20;15;dom\,
06-07-2025 16:00;132,8;135,15;133,433;141,067;140,867;20;16;dom\,
06-07-2025 17:00;134,5;136,15;133,717;142,083;141,817;23;17;dom\,
06-07-2025 18:00;136,05;137,533;133,9;143,967;142,333;22;18;dom\,
06-07-2025 19:00;140,1;141,967;137,967;148,467;146,583;27;19;dom\,
06-07-2025 20:00;142,017;144,6;139,883;150,933;149,2;25;20;dom\,
06-07-2025 21:00;138,217;140,867;136,467;147,817;145,467;19;21;dom\,
06-07-2025 22:00;136,033;138,383;133,733;146,017;143,167;24;22;dom\,
06-07-2025 23:00;137,867;139,7;135,2;147,367;143,933;16;23;dom\,
07-07-2025;130,683;132,433;127,583;141,15;137,75;20;0;lun\,
07-07-2025 1:00;128,233;129,267;125,133;139,55;135,767;16;1;lun\,
07-07-2025 2:00;125,283;125,967;121,983;136,917;132,067;12;2;lun\,
07-07-2025 3:00;118,733;118,4;113,033;130,4;125,817;10;3;lun\,
07-07-2025 4:00;114,883;114,617;110,933;126,917;121,583;9;4;lun\,
07-07-2025 5:00;107,817;107,867;106,733;117,617;113,6;6;5;lun\,
07-07-2025 6:00;104,933;105,133;104,733;111,05;110,517;7;6;lun\,
07-07-2025 7:00;103,8;103,9;103,7;108,817;109,367;8;7;lun\,
07-07-2025 8:00;104,167;104,567;104,383;108,183;109,867;7;8;lun\,
07-07-2025 9:00;105,6;106,133;106,517;107,517;111,35;12;9;lun\,
07-07-2025 10:00;110,6;111,233;111,217;114,6;117,333;11;10;lun\,
07-07-2025 11:00;118,883;120,95;120,417;122,7;125,717;11;11;lun\,
07-07-2025 12:00;117,233;119,333;118,133;121,967;124,467;10;12;lun\,
07-07-2025 13:00;118,8;120,967;119,717;124,067;126,2;21;13;lun\,
07-07-2025 14:00;127,367;129,883;127,983;133,733;135,283;19;14;lun\,
07-07-2025 15:00;134,7;137,55;135,75;143,233;143,167;33;15;lun\,
07-07-2025 16:00;138,917;141,717;139,95;148,7;147,317;38;16;lun\,
07-07-2025 17:00;141,8;144,533;141,2;151,6;149,95;40;17;lun\,
07-07-2025 18:00;143,7;146,3;142,433;152,5;150,967;39;18;lun\,
07-07-2025 19:00;137,267;139,533;136,717;145,583;145,067;31;19;lun\,
07-07-2025 20:00;132,4;134,083;130,75;139,817;139,75;25;20;lun\,
07-07-2025 21:00;134,417;136,483;133,817;142,933;142,433;29;21;lun\,
07-07-2025 22:00;136,317;138,317;135,267;145,367;143,95;27;22;lun\,
07-07-2025 23:00;129,817;130,85;127,5;139,333;137,5;22;23;lun\,
08-07-2025;125,467;126,783;124,183;136,35;133,25;16;0;mar\,
08-07-2025 1:00;114,483;113,967;111,783;124,883;121,883;12;1;mar\,
08-07-2025 2:00;105,567;105,65;105,333;112,233;111,483;7;2;mar\,
08-07-2025 3:00;100,883;101,4;101,783;106,733;106,483;4;3;mar\,
08-07-2025 4:00;99,017;99,6;100,367;103,417;104,35;2;4;mar\,
08-07-2025 5:00;98,083;99;100,017;102,067;103,033;2;5;mar\,
08-07-2025 6:00;98,017;99,033;100;102,483;103,05;1;6;mar\,
08-07-2025 7:00;98,5;99,217;100,167;102,233;103,767;2;7;mar\,
08-07-2025 8:00;101,45;102,283;102,867;104,4;106,85;7;8;mar\,
08-07-2025 9:00;108,967;109,85;110,167;109,6;116,333;14;9;mar\,
08-07-2025 10:00;113,55;115,167;114,683;117,5;120,933;14;10;mar\,
08-07-2025 11:00;126,55;128,833;128,15;131,15;134,083;23;11;mar\,
08-07-2025 12:00;121,917;124,367;123,033;126,2;129,733;21;12;mar\,
08-07-2025 13:00;131,683;134,117;133;137,617;140,133;26;13;mar\,
08-07-2025 14:00;145,25;148,133;147,417;151,8;154,967;44;14;mar\,
08-07-2025 15:00;153,233;157,95;155,5;164,217;166,6;48;15;mar\,
08-07-2025 16:00;152,733;157,717;156,1;163,267;165,45;53;16;mar\,
08-07-2025 17:00;148,583;152,667;150,483;152,3;157,5;43;17;mar\,
08-07-2025 18:00;153,75;157,05;152,45;156,4;160,417;44;18;mar\,
08-07-2025 19:00;156,617;160,283;155,183;161,15;163,733;42;19;mar\,
08-07-2025 20:00;155,517;159,083;153,9;160,033;162,4;39;20;mar\,
08-07-2025 21:00;155,25;159,233;154,3;160,983;163,4;37;21;mar\,
08-07-2025 22:00;151,033;154,2;149,767;156,767;158,233;36;22;mar\,
08-07-2025 23:00;152,767;156,117;151,567;159,317;160,85;39;23;mar\,
09-07-2025;144,733;147,5;142,4;157,717;151,483;30;0;mié\,
09-07-2025 1:00;141,3;143,55;138,533;148,733;147,883;22;1;mié\,
09-07-2025 2:00;142,617;145,05;140,333;151,667;149,65;25;2;mié\,
09-07-2025 3:00;160,3;165,217;157,633;173,95;168,133;29;3;mié\,
09-07-2025 4:00;159,083;163,433;156,283;171,283;166,333;26;4;mié\,
09-07-2025 5:00;157,3;161,167;154,15;167,533;164,183;27;5;mié\,
09-07-2025 6:00;156,217;159,483;153,133;164,75;163,083;29;6;mié\,
09-07-2025 7:00;154,517;158,633;152,133;163,333;161,7;31;7;mié\,
09-07-2025 8:00;152,367;155,483;149,717;160,083;159,433;33;8;mié\,
09-07-2025 9:00;152,283;155,417;149,633;159,683;159,9;32;9;mié\,
09-07-2025 10:00;153,217;156,733;151,5;162,683;162,267;36;10;mié\,
09-07-2025 11:00;155,55;159,5;154,3;169,983;165,4;39;11;mié\,
09-07-2025 12:00;156,05;159,633;154,167;170,6;165,283;41;12;mié\,
09-07-2025 13:00;154,033;157,4;153,617;169,133;166,45;45;13;mié\,
09-07-2025 14:00;157,583;162,667;158,1;177,883;174,833;53;14;mié\,
09-07-2025 15:00;166,833;173,5;165,4;194,8;185,2;56;15;mié\,
09-07-2025 16:00;172,567;180,933;170,1;207,267;190,9;59;16;mié\,
09-07-2025 17:00;171,683;179,617;168,417;208;190,583;54;17;mié\,
09-07-2025 18:00;172,167;180,267;168,433;209,35;189,733;59;18;mié\,
09-07-2025 19:00;170,417;177,867;166,333;206,333;188,75;59;19;mié\,
09-07-2025 20:00;171,1;178,717;167,183;208,833;188,433;61;20;mié\,
09-07-2025 21:00;169,967;176,867;165,75;208,517;187,283;62;21;mié\,
09-07-2025 22:00;168,217;176,483;165,283;208,233;186,017;63;22;mié\,
09-07-2025 23:00;163,483;170,083;161,917;197,333;178,617;56;23;mié\,
10-07-2025;161,667;166,483;159,783;190,683;174,417;50;0;jue\,
10-07-2025 1:00;161,117;165,167;158,517;186,017;170,467;50;1;jue\,
10-07-2025 2:00;160,117;164,117;157,067;183,383;168,333;43;2;jue\,
10-07-2025 3:00;160,867;165,183;157,45;187;169,283;42;3;jue\,
10-07-2025 4:00;161,217;165;157,433;189,567;169,4;44;4;jue\,
10-07-2025 5:00;160,033;164,167;156,417;187,8;168,683;39;5;jue\,
10-07-2025 6:00;160,1;164,4;156,967;190,617;168,733;38;6;jue\,
10-07-2025 7:00;158,7;163,333;155,833;186,483;168,283;40;7;jue\,
10-07-2025 8:00;158,533;162,183;155,517;183,733;166,983;42;8;jue\,
10-07-2025 9:00;157,733;162,083;156,117;178,233;166,917;45;9;jue\,
10-07-2025 10:00;160,517;165,75;160,867;183,233;173,55;51;10;jue\,
10-07-2025 11:00;149,95;153,417;150,483;160,217;159,317;48;11;jue\,
10-07-2025 12:00;150,6;155,883;153,233;163,4;163,983;54;12;jue\,
10-07-2025 13:00;158,917;166,2;162,267;176,15;175,55;64;13;jue\,
10-07-2025 14:00;164,75;172,233;168,417;183,95;183;73;14;jue\,
10-07-2025 15:00;161,833;169,9;165,217;180;178,967;66;15;jue\,
10-07-2025 16:00;170,633;178,65;174,067;194,583;190,583;71;16;jue\,
10-07-2025 17:00;175,583;183,417;175,7;202,6;194,8;74;17;jue\,
10-07-2025 18:00;179,2;185,467;175,933;211,4;196,9;76;18;jue\,
10-07-2025 19:00;183,383;190,167;177,85;215,767;201,067;78;19;jue\,
10-07-2025 20:00;174,467;179,933;170,233;202,1;189,617;66;20;jue\,
10-07-2025 21:00;164,067;168,467;162,017;186,367;175,95;51;21;jue\,
10-07-2025 22:00;157,917;161,317;156,367;172,567;166,6;43;22;jue\,
10-07-2025 23:00;142,05;144,4;140,317;152,133;150,55;31;23;jue\,
11-07-2025;128,783;129,283;126,533;139,1;136,833;17;0;vie\,
11-07-2025 1:00;126,6;127,2;123,867;137,867;134,7;17;1;vie\,
11-07-2025 2:00;118,917;118,817;114,7;130,05;127,633;14;2;vie\,
11-07-2025 3:00;106,75;106,85;106,183;115,5;113,467;11;3;vie\,
11-07-2025 4:00;100,2;100,85;101,367;104,883;105,783;6;4;vie\,
11-07-2025 5:00;99;99,65;100,5;103,2;104,267;4;5;vie\,
11-07-2025 6:00;98;99;100;102,017;103;3;6;vie\,
11-07-2025 7:00;98,367;99,133;100,167;102,167;103,383;3;7;vie\,
11-07-2025 8:00;98,7;99,583;100,333;102,317;103,9;7;8;vie\,
11-07-2025 9:00;98,983;100,033;100,85;102,2;104,35;5;9;vie\,
11-07-2025 10:00;100,317;101,283;102,333;102,383;105,35;6;10;vie\,
11-07-2025 11:00;108,95;110,883;110,783;110,667;115,45;11;11;vie\,
11-07-2025 12:00;106,483;108,05;107,833;109,233;113;7;12;vie\,
11-07-2025 13:00;119,75;121,7;121,483;121,2;127,133;15;13;vie\,
11-07-2025 14:00;136,983;139,517;139,067;141,717;145,583;30;14;vie\,
11-07-2025 15:00;147,033;150,183;148,95;155,183;157,85;36;15;vie\,
11-07-2025 16:00;148,133;152,433;150,767;157,567;160,033;44;16;vie\,
11-07-2025 17:00;151,333;154,767;151,9;159,933;162,4;48;17;vie\,
11-07-2025 18:00;146,383;149,417;145,883;152,017;154,433;39;18;vie\,
11-07-2025 19:00;138,35;140,783;137,633;144,333;146,117;25;19;vie\,
11-07-2025 20:00;141,067;143,617;141,017;147,05;149,717;29;20;vie\,
11-07-2025 21:00;139,9;142,317;139,233;145,933;148,233;26;21;vie\,
11-07-2025 22:00;141,483;143,883;141,3;147,033;150,133;30;22;vie\,
11-07-2025 23:00;135,95;137,517;135,25;140,717;144,25;24;23;vie\,
12-07-2025;123,75;124,517;121,833;129,283;131,783;15;0;sáb\,
12-07-2025 1:00;113,533;113,833;112,617;119,383;121,383;12;1;sáb\,
12-07-2025 2:00;112,383;112,533;111,35;118,233;120,567;15;2;sáb\,
12-07-2025 3:00;101,817;102,35;102,533;105,617;107,383;6;3;sáb\,
12-07-2025 4:00;101,217;101,617;101,833;104,95;106,633;6;4;sáb\,
12-07-2025 5:00;99,533;100,183;100,967;103,533;105,017;4;5;sáb\,
12-07-2025 6:00;98,183;99,1;100,067;102,183;103,35;2;6;sáb\,
12-07-2025 7:00;98;99;100;102;103,033;5;7;sáb\,
12-07-2025 8:00;98,217;99,033;100,05;102,117;103,217;3;8;sáb\,
12-07-2025 9:00;100,583;101,167;102,35;103,283;105,717;12;9;sáb\,
12-07-2025 10:00;116,233;118,333;117,533;120,9;122,917;15;10;sáb\,
12-07-2025 11:00;141,383;144,117;143,183;148,733;149,783;37;11;sáb\,
12-07-2025 12:00;144,167;146,817;145,583;152,867;153,533;36;12;sáb\,
12-07-2025 13:00;144,017;146,6;145,283;152,85;153,3;38;13;sáb\,
12-07-2025 14:00;149,75;153,867;151;164,85;162,9;49;14;sáb\,
12-07-2025 15:00;161,483;167,533;163,3;183,7;179,317;64;15;sáb\,
12-07-2025 16:00;175,25;183,867;178,433;197,6;194,667;71;16;sáb\,
12-07-2025 17:00;176,633;183,767;178,967;200,05;195,767;73;17;sáb\,
12-07-2025 18:00;175,25;180,5;173,183;199,7;192,1;67;18;sáb\,
12-07-2025 19:00;177,683;182,517;173,617;205,767;194,233;68;19;sáb\,
12-07-2025 20:00;171,467;176,417;169,083;197,467;188,633;65;20;sáb\,
12-07-2025 21:00;159,95;164,05;159,533;176,15;171,7;54;21;sáb\,
12-07-2025 22:00;157,667;161,25;157,183;170,267;167,583;49;22;sáb\,
12-07-2025 23:00;144,533;147,167;143,017;153,167;152,7;30;23;sáb\,
13-07-2025;138,45;140,983;137,417;146,417;146,433;24;0;dom\,
13-07-2025 1:00;138,517;140,65;137,9;145,633;146,533;25;1;dom\,
13-07-2025 2:00;139,733;141,517;138,083;148,75;148,517;25;2;dom\,
13-07-2025 3:00;146,483;148,783;144,45;157,2;155,583;32;3;dom\,
13-07-2025 4:00;144,583;146,65;142,55;155,7;152,85;25;4;dom\,
13-07-2025 5:00;144,5;146,717;142,083;157,367;152,567;25;5;dom\,
13-07-2025 6:00;143,367;144,917;140,367;156,05;151,65;28;6;dom\,
13-07-2025 7:00;143,483;144,833;140,233;156,95;151,567;23;7;dom\,
13-07-2025 8:00;140,1;141,567;137,417;152,9;148,767;24;8;dom\,
13-07-2025 9:00;138,2;140,783;137,483;147,567;146,917;24;9;dom\,
13-07-2025 10:00;157,183;163,383;158,3;170;170,217;46;10;dom\,
13-07-2025 11:00;163,3;169,883;165,433;177,983;180,267;49;11;dom\,
13-07-2025 12:00;160,117;167,717;163,65;172,233;176,083;51;12;dom\,
13-07-2025 13:00;196,133;207,333;202,8;214,25;221,7;82;13;dom\,
13-07-2025 14:00;211,8;224,45;219,267;231,95;241,067;95;14;dom\,
13-07-2025 15:00;224,683;239,75;233,617;250,817;255,667;106;15;dom\,
13-07-2025 16:00;227,417;242,45;232,15;260,983;260,3;105;16;dom\,
13-07-2025 17:00;215,467;228,55;213,433;256,617;242,267;86;17;dom\,
13-07-2025 18:00;203,9;214,633;197,183;253,583;225,65;74;18;dom\,
13-07-2025 19:00;207,617;218,567;199,6;266,167;231,217;77;19;dom\,
13-07-2025 20:00;208,383;216,883;198,35;262,017;230,433;76;20;dom\,
13-07-2025 21:00;208,917;217,983;199,083;263,65;231,4;76;21;dom\,
13-07-2025 22:00;204,75;214,35;196,2;259,617;228,45;81;22;dom\,
13-07-2025 23:00;200,017;210,8;193,633;253,35;223,15;78;23;dom\,
14-07-2025;196,35;206,367;189,45;246,817;218,35;84;0;lun\,
14-07-2025 1:00;194,567;206,483;189,033;251,55;217,033;72;1;lun\,
14-07-2025 2:00;186,867;196,167;180,2;234,017;206,867;73;2;lun\,
14-07-2025 3:00;181,8;190,583;175,717;227,767;200,917;73;3;lun\,
14-07-2025 4:00;174,617;180,733;168,867;216,833;192,517;63;4;lun\,
14-07-2025 5:00;173,683;178,983;167,633;213,733;190,367;63;5;lun\,
14-07-2025 6:00;173,783;178,983;168,133;216,7;190,083;60;6;lun\,
14-07-2025 7:00;173,567;178,517;167,65;217,05;188,883;52;7;lun\,
14-07-2025 8:00;176,4;181,883;168,95;220,717;193,217;65;8;lun\,
14-07-2025 9:00;175,733;182,733;169,967;220,05;194,517;71;9;lun\,
14-07-2025 10:00;174,967;182,95;171,367;215,167;194,417;73;10;lun\,
14-07-2025 11:00;173,933;180,95;173,833;205,5;194,15;80;11;lun\,
14-07-2025 12:00;173,117;182,95;175,85;199,533;193,617;78;12;lun\,
14-07-2025 13:00;180;190,567;183,117;213,217;202,433;83;13;lun\,
14-07-2025 14:00;183,083;192,383;184,65;217,8;205,767;82;14;lun\,
14-07-2025 15:00;187;197,9;187,083;225,5;211,167;84;15;lun\,
14-07-2025 16:00;189,867;200,2;188,617;230,567;213,4;84;16;lun\,
14-07-2025 17:00;192,933;201,667;188,133;237,483;215,467;85;17;lun\,
14-07-2025 18:00;195,383;206,5;188,9;245,867;217,533;86;18;lun\,
14-07-2025 19:00;195,017;203,217;187,583;245,1;214,767;83;19;lun\,
14-07-2025 20:00;198,2;205,917;188,617;247,183;216,567;86;20;lun\,
14-07-2025 21:00;196,9;205,9;189,15;248,633;217,3;82;21;lun\,
14-07-2025 22:00;197,7;208,517;191,3;250,367;219,833;87;22;lun\,
14-07-2025 23:00;198,6;207,217;190,683;250,967;218,95;82;23;lun\,
15-07-2025;196,267;204,55;187,583;245,833;214,8;76;0;mar\,
15-07-2025 1:00;196,767;205,3;188,3;248,267;216,167;76;1;mar\,
15-07-2025 2:00;193,733;203,9;186,067;246,5;214,217;77;2;mar\,
15-07-2025 3:00;189,267;198,383;181,45;239,217;209,067;76;3;mar\,
15-07-2025 4:00;190,15;196,933;180,817;242,967;208,6;68;4;mar\,
15-07-2025 5:00;172,95;179,35;168,25;216,183;188,15;55;5;mar\,
15-07-2025 6:00;157,05;160,717;154,067;177,117;166,167;39;6;mar\,
15-07-2025 7:00;166,55;171,517;162,367;201;177,8;54;7;mar\,
15-07-2025 8:00;165,067;169,1;161,233;193,417;173,917;47;8;mar\,
15-07-2025 9:00;160,517;164,333;158,133;183,1;170,433;46;9;mar\,
15-07-2025 10:00;162,9;168,517;161,467;190,983;179,167;62;10;mar\,
15-07-2025 11:00;160,45;165,6;158,767;189,017;176,483;59;11;mar\,
15-07-2025 12:00;160,233;165,9;160,45;181,117;173,2;47;12;mar\,
15-07-2025 13:00;202,017;216,1;203,783;239,983;229,917;96;13;mar\,
15-07-2025 14:00;208,35;219,317;209,983;243,667;237,3;101;14;mar\,
15-07-2025 15:00;195,433;205,117;198,167;227,117;221,517;91;15;mar\,
15-07-2025 16:00;159,633;164,683;160,417;180,967;175,717;54;16;mar\,
15-07-2025 17:00;160,567;166,3;159,633;187,033;176,7;56;17;mar\,
15-07-2025 18:00;188,8;196,95;183,683;228,367;209,083;78;18;mar\,
15-07-2025 19:00;187,767;196,9;182,15;229,883;207,067;69;19;mar\,
15-07-2025 20:00;188;195,917;180,667;228,117;205,15;72;20;mar\,
15-07-2025 21:00;179,067;186,267;173,05;219,15;195,967;64;21;mar\,
15-07-2025 22:00;165,5;170,083;162,433;194,167;176,833;47;22;mar\,
15-07-2025 23:00;163,767;167,45;160,4;186,483;171,617;47;23;mar\,
16-07-2025;158,233;162,233;155,8;174,217;166,917;43;0;mié\,
16-07-2025 1:00;149,533;152,133;146,417;162,6;158,267;31;1;mié\,
16-07-2025 2:00;154,617;157,3;151,333;169,1;163,383;30;2;mié\,
16-07-2025 3:00;154,733;156,45;150,717;170,083;162,617;32;3;mié\,
16-07-2025 4:00;146,717;148,9;143,4;162,25;155,683;29;4;mié\,
16-07-2025 5:00;149,633;151,967;146,233;166,083;158,8;35;5;mié\,
16-07-2025 6:00;151,133;152,7;147,383;168,317;160,317;31;6;mié\,
16-07-2025 7:00;146,667;148,3;143,033;163,867;155,45;30;7;mié\,
16-07-2025 8:00;141,867;142,917;138,467;157,583;150,383;29;8;mié\,
16-07-2025 9:00;136,45;137,683;133,917;148,383;144,817;31;9;mié\,
16-07-2025 10:00;143,283;145,95;141,9;153,583;151,483;29;10;mié\,
16-07-2025 11:00;149,233;153,15;149,917;163,733;160,4;43;11;mié\,
16-07-2025 12:00;138,233;140,8;139,45;146,483;147,35;33;12;mié\,
16-07-2025 13:00;133,317;135,983;134,783;140,5;141,95;21;13;mié\,
16-07-2025 14:00;151,333;157,583;154,167;164,533;165,45;53;14;mié\,
16-07-2025 15:00;160,067;167,317;163,45;177,833;177,217;57;15;mié\,
16-07-2025 16:00;165,883;172,85;168,433;186,3;183,817;68;16;mié\,
16-07-2025 17:00;166,083;171,6;165,333;189,133;183,333;61;17;mié\,
16-07-2025 18:00;174,383;179,817;170,217;200,15;190;67;18;mié\,
16-07-2025 19:00;172,333;177,167;168,5;200,15;188,05;60;19;mié\,
16-07-2025 20:00;163,2;166,883;161,35;183,333;173,9;51;20;mié\,
16-07-2025 21:00;157,067;160,533;155,533;171,133;166,417;42;21;mié\,
16-07-2025 22:00;148,033;150,567;146,4;158,7;157,3;36;22;mié\,
16-07-2025 23:00;136,55;137,983;134,75;147,65;145,833;21;23;mié\,
17-07-2025;126,217;126,267;123,017;136,1;134,267;18;0;jue\,
17-07-2025 1:00;110,483;110,65;109,333;120,867;119,7;11;1;jue\,
17-07-2025 2:00;105,617;105,75;105,467;111,4;111,8;8;2;jue\,
17-07-2025 3:00;104,317;104,3;103,833;109,717;109,967;10;3;jue\,
17-07-2025 4:00;102,65;102,517;102,917;108,383;108,583;7;4;jue\,
17-07-2025 5:00;100,4;100,717;101,233;105,367;106;6;5;jue\,
17-07-2025 6:00;100,1;100,817;101,533;103,983;105,65;4;6;jue\,
17-07-2025 7:00;99,433;99,95;100,617;102,783;104,767;5;7;jue\,
17-07-2025 8:00;100,233;100,75;101,667;103,2;105,483;8;8;jue\,
17-07-2025 9:00;104,017;104,683;105,5;105,367;109,45;16;9;jue\,
17-07-2025 10:00;99,233;100,217;101,033;102,283;104,3;3;10;jue\,
17-07-2025 11:00;111,65;113,317;114,3;110,8;117,85;14;11;jue\,
17-07-2025 12:00;126,25;129,033;129,883;124,1;134,1;25;12;jue\,
17-07-2025 13:00;116,217;118,567;118,45;113,517;123,617;8;13;jue\,
17-07-2025 14:00;127,883;130,4;130,4;128,083;135,883;20;14;jue\,
17-07-2025 15:00;139,05;141,667;141,133;144,533;147,5;28;15;jue\,
17-07-2025 16:00;141,917;145,167;144;149,233;150,95;36;16;jue\,
17-07-2025 17:00;144,233;146,95;144,85;150,783;152,7;43;17;jue\,
17-07-2025 18:00;133,333;135,717;134,25;137,667;141,117;25;18;jue\,
17-07-2025 19:00;124,767;126,55;125,167;128,75;132,45;18;19;jue\,
17-07-2025 20:00;126,333;127,383;126,067;129,8;133,633;24;20;jue\,
17-07-2025 21:00;123,183;124,05;123,15;127;131,3;18;21;jue\,
17-07-2025 22:00;110,05;110,567;110,033;114;116,55;10;22;jue\,
17-07-2025 23:00;104,933;105,85;105,983;108,1;110,933;10;23;jue\,
18-07-2025;99,533;100,083;100,917;103,167;104,55;9;0;vie\,
18-07-2025 1:00;99,2;99,817;100,833;102,867;104,383;5;1;vie\,
18-07-2025 2:00;98,867;99,6;100,467;102,617;104,117;3;2;vie\,
