date;PM25_P1;PM25_P2;PM25_P3;PM25_P4;PM25_P5;PM25_SINCA;hour;wday
18-06-2025 21:00;145,45;147,883;143,85;152,2;153,65;28;21;mié\,
18-06-2025 22:00;143,55;145,867;141,7;149,833;151,717;23;22;mié\,
18-06-2025 23:00;133,7;134,733;131,25;141,1;141,9;20;23;mié\,
19-06-2025;131,583;132,5;128,15;139,217;139,917;14;0;jue\,
19-06-2025 1:00;121,35;121,733;118,233;129,767;129,417;11;1;jue\,
19-06-2025 2:00;109,3;109,583;107,933;115,55;115,617;10;2;jue\,
19-06-2025 3:00;104,033;103,75;103,617;108,883;109,5;8;3;jue\,
19-06-2025 4:00;98,683;99,417;100,233;102,883;103,933;7;4;jue\,
19-06-2025 5:00;98,017;99;100;102,033;103,017;6;5;jue\,
19-06-2025 6:00;98;99;100;102;103,05;6;6;jue\,
19-06-2025 7:00;98,567;99,35;100,183;102,183;103,867;6;7;jue\,
19-06-2025 8:00;99,983;100,333;100,933;103,75;105,267;7;8;jue\,
19-06-2025 9:00;104,9;106;106,417;109,65;110,5;12;9;jue\,
19-06-2025 10:00;125,05;127,267;125,783;134,783;133,867;16;10;jue\,
19-06-2025 11:00;119,867;122,033;120,533;125,95;127,45;12;11;jue\,
19-06-2025 12:00;100,25;100,9;101,317;103,3;105,467;6;12;jue\,
19-06-2025 13:00;130,533;132,65;132,183;135,367;138,2;29;13;jue\,
19-06-2025 14:00;136,45;138,817;138,233;142,45;145,067;25;14;jue\,
19-06-2025 15:00;145,95;150,65;148,283;154,867;157,4;39;15;jue\,
19-06-2025 16:00;150,2;154,667;151,967;162,25;162,117;43;16;jue\,
19-06-2025 17:00;153,8;158,083;153,65;166,1;164,817;45;17;jue\,
19-06-2025 18:00;154,367;157,95;153,25;163,533;162,4;44;18;jue\,
19-06-2025 19:00;152,233;156,117;151,75;159,967;160,683;37;19;jue\,
19-06-2025 20:00;150,383;153,617;149,467;157,9;158,75;33;20;jue\,
19-06-2025 21:00;149,517;152,85;149;156,683;158,2;36;21;jue\,
19-06-2025 22:00;143,767;146,533;143,033;150,533;152,2;28;22;jue\,
19-06-2025 23:00;136,767;138,667;135,433;143,35;145,067;23;23;jue\,
20-06-2025;131,5;132,933;129,65;139,6;140,117;23;0;vie\,
20-06-2025 1:00;114,933;115,433;113,3;125,65;123,317;10;1;vie\,
20-06-2025 2:00;115,867;115,317;113,467;121,933;123,75;10;2;vie\,
20-06-2025 3:00;107,683;107,617;107,067;112,233;113,867;8;3;vie\,
20-06-2025 4:00;106,167;106;105,867;109,967;111,95;5;4;vie\,
20-06-2025 5:00;101,167;101,217;101,8;104,55;106,433;6;5;vie\,
20-06-2025 6:00;98,283;99,183;100,1;102,133;103,4;6;6;vie\,
20-06-2025 7:00;98,017;99;100;102;103,067;6;7;vie\,
20-06-2025 8:00;99,8;100,183;100,817;103,133;105,267;6;8;vie\,
20-06-2025 9:00;98,467;99,2;100,333;102,2;103,467;4;9;vie\,
20-06-2025 10:00;98,4;99,317;100,25;102,1;103,383;2;10;vie\,
20-06-2025 11:00;125,4;127,75;127,15;128,7;132,167;19;11;vie\,
20-06-2025 12:00;127,55;130,117;129,533;130,05;135;18;12;vie\,
20-06-2025 13:00;132,5;135,033;134,45;136,883;140,4;24;13;vie\,
20-06-2025 14:00;144,383;147,083;146,4;151,083;153,517;35;14;vie\,
20-06-2025 15:00;149,533;153,383;152,017;159,617;162,567;46;15;vie\,
20-06-2025 16:00;149,45;154,05;151,917;161,617;161,633;46;16;vie\,
20-06-2025 17:00;144,117;148,317;146,15;152,633;154,517;39;17;vie\,
20-06-2025 18:00;117,817;119,1;117,617;121,25;124,967;16;18;vie\,
20-06-2025 19:00;144,717;147,683;144,517;150,183;152,283;35;19;vie\,
20-06-2025 20:00;151,633;155,567;151,7;158,017;160,35;43;20;vie\,
20-06-2025 21:00;150,983;154,317;149,65;157,183;158,267;33;21;vie\,
20-06-2025 22:00;152,017;155,517;151,033;158,217;159,9;38;22;vie\,
20-06-2025 23:00;149,5;152,05;148,183;156,433;157,4;30;23;vie\,
21-06-2025;137,95;139,85;136,5;144,917;146;22;0;sáb\,
21-06-2025 1:00;132,567;133,117;130,35;141,517;141,083;21;1;sáb\,
21-06-2025 2:00;132,433;133,067;130,367;140,8;141,017;20;2;sáb\,
21-06-2025 3:00;127,683;128,517;125,317;134,667;134,483;22;3;sáb\,
21-06-2025 4:00;128,167;129,217;125,817;137,467;135,917;13;4;sáb\,
21-06-2025 5:00;126,233;127,017;122,95;135,25;133,467;17;5;sáb\,
21-06-2025 6:00;128,183;128,85;125,15;137,5;135,767;13;6;sáb\,
21-06-2025 7:00;124,883;125,25;121,15;133,667;132,367;15;7;sáb\,
21-06-2025 8:00;120,183;120,25;116,733;127,383;127,283;11;8;sáb\,
21-06-2025 9:00;122,533;122,8;120,617;128,067;130;14;9;sáb\,
21-06-2025 10:00;139,25;143,033;140,533;144,667;148,15;29;10;sáb\,
21-06-2025 11:00;139,533;142,683;140,75;145,067;147,917;21;11;sáb\,
21-06-2025 12:00;145,817;150,133;148,35;150,817;155,533;37;12;sáb\,
21-06-2025 13:00;143,517;147,217;145,1;148,9;151,95;35;13;sáb\,
21-06-2025 14:00;149,333;154,15;152;157,017;161,283;41;14;sáb\,
21-06-2025 15:00;159,583;165,617;162,817;169,933;175,25;48;15;sáb\,
21-06-2025 16:00;156,083;161,2;158,15;166,233;170,6;46;16;sáb\,
21-06-2025 17:00;162,083;167,9;163,133;176,017;177,75;50;17;sáb\,
21-06-2025 18:00;164,833;171,117;164,733;181,2;180,833;52;18;sáb\,
21-06-2025 19:00;171;177,183;170,617;187,983;187,783;55;19;sáb\,
21-06-2025 20:00;169,367;176,933;169,583;186,033;186,017;55;20;sáb\,
21-06-2025 21:00;164,433;171,217;164,433;179,317;180,267;48;21;sáb\,
21-06-2025 22:00;161,1;166,95;161,367;174,3;175,233;47;22;sáb\,
21-06-2025 23:00;158,033;164,9;159,283;168,133;171,633;46;23;sáb\,
22-06-2025;162,783;169,633;162,7;175,5;177,217;54;0;dom\,
22-06-2025 1:00;171,467;180,8;169,917;186,6;187,417;45;1;dom\,
22-06-2025 2:00;171,117;180,383;169,3;188,183;186,683;41;2;dom\,
22-06-2025 3:00;154,35;160,25;152,683;163,767;164,017;31;3;dom\,
22-06-2025 4:00;98,117;99,133;100,067;102,1;103,133;5;4;dom\,
22-06-2025 5:00;102,733;103,2;102,95;106;107,433;3;5;dom\,
22-06-2025 6:00;122,4;124,333;120,833;127,583;128,633;9;6;dom\,
22-06-2025 7:00;145,183;149,017;142,983;151,017;151,967;24;7;dom\,
22-06-2025 8:00;143,717;146,5;140,467;148,6;149,633;16;8;dom\,
22-06-2025 9:00;133,767;135,983;133,017;137,217;141;17;9;dom\,
22-06-2025 10:00;105,633;106,433;106,283;108,1;111,65;3;10;dom\,
22-06-2025 11:00;102,967;104,083;104,5;104,867;108,667;3;11;dom\,
22-06-2025 12:00;119,3;121,517;122,133;120,767;127,15;13;12;dom\,
22-06-2025 13:00;134,233;137,083;137,3;136,967;142,7;18;13;dom\,
22-06-2025 14:00;138,6;141,317;141,767;142,117;147,15;26;14;dom\,
22-06-2025 15:00;138,317;141,85;141,317;142,1;147,083;24;15;dom\,
22-06-2025 16:00;139,383;143,367;141,6;143,517;147,967;19;16;dom\,
22-06-2025 17:00;136,533;139,75;137,1;140,467;144,517;19;17;dom\,
22-06-2025 18:00;142,117;145,567;142,083;147,45;149,483;13;18;dom\,
22-06-2025 19:00;142,517;145,983;141,75;148,5;149,867;21;19;dom\,
22-06-2025 20:00;142;145,4;140,817;148,45;149,583;19;20;dom\,
22-06-2025 21:00;140,033;143,6;139,15;146,683;147,4;22;21;dom\,
22-06-2025 22:00;136,667;138,183;133,5;142,067;142,65;16;22;dom\,
22-06-2025 23:00;123,05;123,05;119,2;128,4;128,917;9;23;dom\,
23-06-2025;116,633;117,133;114,217;123,467;123,367;11;0;lun\,
23-06-2025 1:00;117,45;116,433;112,817;124,967;123,767;9;1;lun\,
23-06-2025 2:00;125,217;125;120,45;134,5;131,817;10;2;lun\,
23-06-2025 3:00;112,383;111,733;109,05;121,2;119,167;8;3;lun\,
23-06-2025 4:00;103,433;103,517;102,917;108,633;108,567;5;4;lun\,
23-06-2025 5:00;108,833;108,817;106,917;118,567;114,633;5;5;lun\,
23-06-2025 6:00;110,733;110,483;108,417;123,017;117,833;5;6;lun\,
23-06-2025 7:00;111,517;110,967;109,117;122,067;118,533;9;7;lun\,
23-06-2025 8:00;114,65;113,75;111,433;125,333;124,033;11;8;lun\,
23-06-2025 9:00;114,283;114,417;113,417;120,65;121,55;9;9;lun\,
23-06-2025 10:00;134,667;137,367;133,367;143,65;142,15;15;10;lun\,
23-06-2025 11:00;132,217;134,167;132,617;138,333;139,25;22;11;lun\,
23-06-2025 12:00;137,383;140,617;139,033;144,583;145,867;22;12;lun\,
23-06-2025 13:00;133,65;136,533;135,1;139,633;142,133;19;13;lun\,
23-06-2025 14:00;134,283;136,683;135,967;141,317;142,717;22;14;lun\,
23-06-2025 15:00;131,767;133,917;133,183;139,3;140,05;17;15;lun\,
23-06-2025 16:00;135,067;137,583;135,8;142,8;143,6;19;16;lun\,
23-06-2025 17:00;136,1;138,4;134,933;144,333;143,883;19;17;lun\,
23-06-2025 18:00;139,367;141,483;137,083;148,9;146,4;17;18;lun\,
23-06-2025 19:00;143,583;145,7;140,1;152,133;149,95;26;19;lun\,
23-06-2025 20:00;141,05;143,017;138,767;149,8;148,433;21;20;lun\,
23-06-2025 21:00;137,317;139,5;135,017;147,167;145,083;17;21;lun\,
23-06-2025 22:00;130,467;131,433;128,017;138,767;137,783;15;22;lun\,
23-06-2025 23:00;124,933;125;121,45;133,35;131,817;13;23;lun\,
24-06-2025;120,483;119,083;114,983;129,067;127,883;17;0;mar\,
24-06-2025 1:00;112,933;111,983;110,25;124,1;121,3;6;1;mar\,
24-06-2025 2:00;109,833;109,8;108,65;120,283;117,333;8;2;mar\,
24-06-2025 3:00;108,917;108,783;107,833;117,733;115,5;9;3;mar\,
24-06-2025 4:00;103,15;103,2;103,15;109,167;108,9;8;4;mar\,
24-06-2025 5:00;99,467;99,85;100,45;103,767;104,883;9;5;mar\,
24-06-2025 6:00;98,15;99,1;100,017;102,3;103,4;4;6;mar\,
24-06-2025 7:00;105,383;106,833;106,517;111,167;111,717;3;7;mar\,
24-06-2025 8:00;122,617;123,767;121,517;128,383;129,35;18;8;mar\,
24-06-2025 9:00;100,033;100,717;101,583;102,783;105,183;6;9;mar\,
24-06-2025 10:00;107,3;108,3;108,85;110,333;113,467;9;10;mar\,
24-06-2025 11:00;127,1;129,267;128,6;132,183;134,433;16;11;mar\,
24-06-2025 12:00;119,667;121,45;120,05;124,6;127,117;17;12;mar\,
24-06-2025 13:00;109,783;111,233;110,617;112,8;116,683;8;13;mar\,
24-06-2025 14:00;133,067;135,583;135,5;136,95;141,3;30;14;mar\,
24-06-2025 15:00;136,717;139,683;139,583;140,933;145,083;29;15;mar\,
24-06-2025 16:00;136,817;140,2;139,3;141,35;145,017;32;16;mar\,
24-06-2025 17:00;137;140,05;138,1;141,383;145,017;31;17;mar\,
24-06-2025 18:00;139,817;142,3;138,85;144,267;146,483;31;18;mar\,
24-06-2025 19:00;145,583;148,283;143,867;150,217;152,033;34;19;mar\,
24-06-2025 20:00;147,083;149,933;144,667;152,483;153,317;40;20;mar\,
24-06-2025 21:00;145,7;148,8;144,233;151,483;152,917;31;21;mar\,
24-06-2025 22:00;144,633;147,85;142,75;150,85;151,95;31;22;mar\,
24-06-2025 23:00;145,267;148,117;143,4;151,9;152,383;27;23;mar\,
25-06-2025;146,133;149,05;143,8;153,383;152,617;26;0;mié\,
25-06-2025 1:00;140,883;143,267;138,6;146,667;147,117;23;1;mié\,
25-06-2025 2:00;143,633;145,833;140,617;148,967;149,6;24;2;mié\,
25-06-2025 3:00;140,967;143,367;138,8;147,1;147,7;21;3;mié\,
25-06-2025 4:00;139,333;142,117;137,583;144,967;146,3;16;4;mié\,
25-06-2025 5:00;139,467;142,817;138,133;145,45;147,1;15;5;mié\,
25-06-2025 6:00;142,833;146,217;141,567;148,583;150,65;28;6;mié\,
25-06-2025 7:00;140,35;143,35;139,017;146,25;147,85;20;7;mié\,
25-06-2025 8:00;142,267;144,467;140,2;147,45;148,917;21;8;mié\,
25-06-2025 9:00;144,233;147,283;143,45;147,733;151,367;28;9;mié\,
25-06-2025 10:00;142,983;146,933;144,317;146,183;151,117;30;10;mié\,
25-06-2025 11:00;144,367;149,4;147,617;146,75;153,317;33;11;mié\,
25-06-2025 12:00;144,85;148,933;147,633;147,583;153,633;35;12;mié\,
25-06-2025 13:00;146,117;151,333;150,167;149,667;156,283;38;13;mié\,
25-06-2025 14:00;148,3;153,733;152,183;151,583;158,617;38;14;mié\,
25-06-2025 15:00;146,917;152,317;150,45;150,417;156,633;32;15;mié\,
25-06-2025 16:00;151,167;156,867;153,65;154,417;160,767;41;16;mié\,
25-06-2025 17:00;144,933;149,433;145,933;149,25;153,783;25;17;mié\,
25-06-2025 18:00;141,067;144,933;141,417;146;149,733;21;18;mié\,
25-06-2025 19:00;141,2;144,633;140,9;146,167;149,867;18;19;mié\,
25-06-2025 20:00;142,917;146,433;142,633;148,683;150,933;21;20;mié\,
25-06-2025 21:00;146,9;150,45;145,333;152,417;153,983;21;21;mié\,
25-06-2025 22:00;147,983;152,617;147,583;154,567;155,967;26;22;mié\,
25-06-2025 23:00;147,5;151,3;146,367;153,883;155,4;21;23;mié\,
26-06-2025;149,85;153,933;148,25;156,8;157,833;30;0;jue\,
26-06-2025 1:00;149,8;153,8;147,95;156,717;156,917;24;1;jue\,
26-06-2025 2:00;150,15;154,867;149,183;156,95;157,783;24;2;jue\,
26-06-2025 3:00;150,217;154,167;148,067;156,45;157,2;24;3;jue\,
26-06-2025 4:00;150,617;154,933;149,067;157,383;157,883;29;4;jue\,
26-06-2025 5:00;151,45;154,867;148,967;157,433;158,067;26;5;jue\,
26-06-2025 6:00;152,6;156,067;149,967;159,117;159,4;26;6;jue\,
26-06-2025 7:00;153;157,35;150,767;161,183;160,283;29;7;jue\,
26-06-2025 8:00;159,467;164,8;158,15;169,367;167,767;34;8;jue\,
26-06-2025 9:00;155;159,383;154,45;161,083;163,417;34;9;jue\,
26-06-2025 10:00;144,9;148,133;144,75;150,367;152,9;22;10;jue\,
26-06-2025 11:00;154,217;159,867;157,783;161,083;167,1;44;11;jue\,
26-06-2025 12:00;159,267;165,95;164,783;167,017;175,283;46;12;jue\,
26-06-2025 13:00;161,6;168,467;167,1;168,433;179,25;47;13;jue\,
26-06-2025 14:00;166,25;173,283;171,95;174,85;184,033;54;14;jue\,
26-06-2025 15:00;174,9;182,317;179,817;186,583;195,3;60;15;jue\,
26-06-2025 16:00;168,767;176,133;171,883;182,167;187,183;53;16;jue\,
26-06-2025 17:00;169,55;176,283;168,267;186,917;185,933;53;17;jue\,
26-06-2025 18:00;163,7;167,167;159,683;179,083;173,667;32;18;jue\,
26-06-2025 19:00;173;178,633;167,583;194,433;186,9;48;19;jue\,
26-06-2025 20:00;173,4;179,25;168,033;195,683;188,017;53;20;jue\,
26-06-2025 21:00;163,183;167,517;160,9;181,983;173,683;42;21;jue\,
26-06-2025 22:00;161,6;165,367;158,317;175,933;168,25;37;22;jue\,
26-06-2025 23:00;159,05;163,267;156,367;172,033;166,833;39;23;jue\,
27-06-2025;156,417;159,867;153,833;167,417;163,883;38;0;vie\,
27-06-2025 1:00;154,383;157,65;151,217;164,9;161,933;31;1;vie\,
27-06-2025 2:00;152,883;156;149,7;163,583;160,6;26;2;vie\,
27-06-2025 3:00;152,883;156,083;149,25;163,85;160,517;26;3;vie\,
27-06-2025 4:00;149,467;151,483;145,7;161;156,583;24;4;vie\,
27-06-2025 5:00;155,467;158,383;151,4;168,683;163,3;28;5;vie\,
27-06-2025 6:00;143,917;145,85;139,833;156,65;151,417;21;6;vie\,
27-06-2025 7:00;144,433;146,233;139,967;157,133;152,4;22;7;vie\,
27-06-2025 8:00;146,3;148,333;142,667;156,933;153,35;25;8;vie\,
27-06-2025 9:00;140,75;143,1;138,967;149,217;148,75;25;9;vie\,
27-06-2025 10:00;145,983;148,733;145,55;152,7;153,967;34;10;vie\,
27-06-2025 11:00;148,133;151,567;149,133;157,367;157,617;34;11;vie\,
27-06-2025 12:00;157,267;162,167;158,333;172,05;172,783;47;12;vie\,
27-06-2025 13:00;166,283;172,017;167,217;183,017;184,283;53;13;vie\,
27-06-2025 14:00;175,3;182,233;177,667;193,9;195,917;63;14;vie\,
27-06-2025 15:00;187,317;196,617;190;207,617;210,1;75;15;vie\,
27-06-2025 16:00;201,683;213,433;203,65;223,417;226,25;81;16;vie\,
27-06-2025 17:00;174,9;182,983;174,567;194,35;193,35;55;17;vie\,
27-06-2025 18:00;169,317;175,383;166,233;188,017;184,1;50;18;vie\,
27-06-2025 19:00;185,183;192,967;180,833;207,017;202,65;59;19;vie\,
27-06-2025 20:00;182,033;190,45;178,517;203,317;199,883;59;20;vie\,
27-06-2025 21:00;168,667;176;166,85;183,667;184,483;51;21;vie\,
27-06-2025 22:00;175,5;181,15;170,9;190,267;189,433;52;22;vie\,
27-06-2025 23:00;180,433;186,867;175,5;196,75;195,35;57;23;vie\,
28-06-2025;183;191,167;178,583;202,933;199,333;57;0;sáb\,
28-06-2025 1:00;182,1;191,35;178,733;201,383;199,083;58;1;sáb\,
28-06-2025 2:00;181,15;188,033;176,233;198,283;196,683;54;2;sáb\,
28-06-2025 3:00;183,2;189,683;176,667;203,3;198,467;59;3;sáb\,
28-06-2025 4:00;177,333;184,117;172,283;198,733;193,633;50;4;sáb\,
28-06-2025 5:00;174,75;180,267;168,933;198,25;189,083;51;5;sáb\,
28-06-2025 6:00;176,25;184,367;172,783;198,383;193,25;53;6;sáb\,
28-06-2025 7:00;179,633;187,433;175,117;201,517;195,783;51;7;sáb\,
28-06-2025 8:00;179,7;186,467;174,317;203,417;196,583;49;8;sáb\,
28-06-2025 9:00;179,183;187,483;177,1;201,5;198,033;54;9;sáb\,
28-06-2025 10:00;180,567;188,95;181,95;198,233;201,9;59;10;sáb\,
28-06-2025 11:00;181,133;189,183;183,8;198,483;201,783;64;11;sáb\,
28-06-2025 12:00;193,8;203,233;198,05;210,567;217,833;71;12;sáb\,
28-06-2025 13:00;190,867;199,717;193,1;209,067;214,283;68;13;sáb\,
28-06-2025 14:00;184,417;191,15;185,05;202,617;205,767;61;14;sáb\,
28-06-2025 15:00;173,817;180,367;175,55;187,85;193,133;57;15;sáb\,
28-06-2025 16:00;152,183;157,317;153,783;161,117;164,317;34;16;sáb\,
28-06-2025 17:00;150,483;153,8;149,883;157,3;158,867;35;17;sáb\,
28-06-2025 18:00;147,217;150,133;145,5;153,35;154,8;24;18;sáb\,
28-06-2025 19:00;146,617;149,133;144,317;151,733;153,517;28;19;sáb\,
28-06-2025 20:00;148,717;152,1;147;154,6;156,017;29;20;sáb\,
28-06-2025 21:00;151,867;154,9;149,117;157,983;158,583;31;21;sáb\,
28-06-2025 22:00;155,517;158,317;152,033;161,617;161,417;30;22;sáb\,
28-06-2025 23:00;158,683;162,15;156,483;166,083;166,183;38;23;sáb\,
29-06-2025;158,883;162,433;156,05;167,833;166,283;32;0;dom\,
29-06-2025 1:00;161,617;165,233;158,5;174,45;168,933;36;1;dom\,
29-06-2025 2:00;161,733;166;159,333;176,217;170;35;2;dom\,
29-06-2025 3:00;162,433;166,217;159,333;180,517;171,117;35;3;dom\,
29-06-2025 4:00;162,783;166,45;159,717;180,85;170,733;39;4;dom\,
29-06-2025 5:00;163,283;166,583;159,6;182,6;171,417;32;5;dom\,
29-06-2025 6:00;163,033;166,417;159,25;182,633;171,7;33;6;dom\,
29-06-2025 7:00;160,85;163,617;157,517;178,65;169,783;34;7;dom\,
29-06-2025 8:00;159,85;162,4;156,167;176,217;168,467;31;8;dom\,
29-06-2025 9:00;152,517;155,75;150,517;162,8;160,867;30;9;dom\,
29-06-2025 10:00;152,6;155,8;150,75;161,1;160,583;31;10;dom\,
29-06-2025 11:00;149,417;153,5;150,3;158,267;158,783;35;11;dom\,
29-06-2025 12:00;148,933;152,633;151,233;157,583;160,667;34;12;dom\,
29-06-2025 13:00;159,217;165,1;163,233;169,8;176,117;45;13;dom\,
29-06-2025 14:00;165,867;172,05;170,567;176,667;184,333;48;14;dom\,
29-06-2025 15:00;171,033;178,233;175,233;184,617;190,867;56;15;dom\,
29-06-2025 16:00;178,983;187,8;181,233;197,683;200,15;61;16;dom\,
29-06-2025 17:00;186,183;194,55;184,317;210,4;207,867;63;17;dom\,
29-06-2025 18:00;182,65;187,75;176,3;209,85;200,3;58;18;dom\,
29-06-2025 19:00;176,433;180,517;170,233;201,533;189,733;54;19;dom\,
29-06-2025 20:00;174,95;179,583;170,333;201,917;190,983;52;20;dom\,
29-06-2025 21:00;166,467;170,583;164,233;186,25;177,05;43;21;dom\,
29-06-2025 22:00;163,617;167,567;161,767;180,283;173,667;39;22;dom\,
29-06-2025 23:00;160,233;163,333;157,733;175,617;169,917;35;23;dom\,
30-06-2025;157;159,3;153,783;170,083;166,7;32;0;lun\,
30-06-2025 1:00;150;151,65;146,783;163,533;159,8;27;1;lun\,
30-06-2025 2:00;142,8;143,6;139,067;156;152,383;24;2;lun\,
30-06-2025 3:00;135,683;135,233;130,867;149,25;144,45;19;3;lun\,
30-06-2025 4:00;132,267;130,983;127,533;145,867;141,383;15;4;lun\,
30-06-2025 5:00;123,433;121,8;116,95;135,933;131,9;11;5;lun\,
30-06-2025 6:00;121,067;120,5;114,517;133;129,783;10;6;lun\,
30-06-2025 7:00;111,533;111,133;109,483;122;119,667;12;7;lun\,
30-06-2025 8:00;106,967;107,25;106,65;110,483;113,083;9;8;lun\,
30-06-2025 9:00;112,9;112,633;111,75;114,567;119,95;14;9;lun\,
30-06-2025 10:00;115,85;116,933;119,333;112,783;123,3;19;10;lun\,
30-06-2025 11:00;101,867;103,15;103,733;104,4;107,517;6;11;lun\,
30-06-2025 12:00;116,183;118,183;117,333;120,933;123,55;13;12;lun\,
30-06-2025 13:00;131,4;133,85;132,85;137,267;139,783;20;13;lun\,
30-06-2025 14:00;141,6;143,767;143,267;149,467;150,417;29;14;lun\,
30-06-2025 15:00;161,733;167,883;164,6;176,267;177,133;47;15;lun\,
30-06-2025 16:00;184,033;192,133;186,8;203,433;205,65;71;16;lun\,
30-06-2025 17:00;173,583;180,083;172,583;193,383;193,183;61;17;lun\,
30-06-2025 18:00;179,4;184,383;175,4;198,55;196,45;70;18;lun\,
30-06-2025 19:00;185,1;191,433;181,017;207,483;203,083;67;19;lun\,
30-06-2025 20:00;175,767;181,367;172;196,567;192,367;63;20;lun\,
30-06-2025 21:00;161,7;166,533;160,3;176,25;173,95;47;21;lun\,
30-06-2025 22:00;146,383;149,6;145,733;152,933;155,117;29;22;lun\,
30-06-2025 23:00;142,717;145,633;141,95;149,617;151,2;32;23;lun\,
01-07-2025;136,3;139,267;135,667;143,7;144,5;26;0;mar\,
01-07-2025 1:00;132,2;134,05;130,167;139,983;140,383;14;1;mar\,
01-07-2025 2:00;150,767;154,833;150,917;158,383;160,167;36;2;mar\,
01-07-2025 3:00;142,183;144,967;141,633;149,85;151;26;3;mar\,
01-07-2025 4:00;134,183;136,267;132,85;141,55;142,217;20;4;mar\,
01-07-2025 5:00;124,583;125,833;122,8;131,767;132,383;15;5;mar\,
01-07-2025 6:00;111,517;111,833;110,467;117,75;118,8;11;6;mar\,
01-07-2025 7:00;106,067;106,75;106,5;110,4;112,2;8;7;mar\,
01-07-2025 8:00;107,533;108,267;107,95;111,067;113,917;10;8;mar\,
01-07-2025 9:00;112,583;113,05;113,267;114,467;120,567;19;9;mar\,
01-07-2025 10:00;117,233;118,55;118,167;119,433;124,417;20;10;mar\,
01-07-2025 11:00;123,317;125,15;124,8;128,583;131,033;30;11;mar\,
01-07-2025 12:00;117,95;120,483;119,017;122,167;126,033;18;12;mar\,
01-07-2025 13:00;135,833;138,3;137,617;142,45;144,55;28;13;mar\,
01-07-2025 14:00;139,533;142,417;141,733;146,2;148,5;30;14;mar\,
01-07-2025 15:00;144,283;146,917;146,567;151,25;153,467;37;15;mar\,
01-07-2025 16:00;142,15;144,5;143,8;148,817;151,083;36;16;mar\,
01-07-2025 17:00;141,333;143,883;140,983;146,25;148,933;32;17;mar\,
01-07-2025 18:00;143,733;146,55;143,367;147,45;151,117;42;18;mar\,
01-07-2025 19:00;146,8;149,933;146,7;151,233;154,783;43;19;mar\,
01-07-2025 20:00;145,417;148,583;145,583;150,883;153,8;38;20;mar\,
01-07-2025 21:00;146,833;150,183;146,75;152,083;154,467;37;21;mar\,
01-07-2025 22:00;140,55;143,667;140,8;146,583;148,9;31;22;mar\,
01-07-2025 23:00;137,083;139,467;136,633;143,083;144,517;29;23;mar\,
02-07-2025;129,333;130,617;128,65;135,983;137,367;19;0;mié\,
02-07-2025 1:00;119,067;119,15;116,65;124,867;126,433;13;1;mié\,
02-07-2025 2:00;109,433;109,633;108,85;116,333;117,95;9;2;mié\,
02-07-2025 3:00;103,883;104,617;104,183;108,017;109,783;8;3;mié\,
02-07-2025 4:00;102,65;102,867;103,1;106,233;108,117;6;4;mié\,
02-07-2025 5:00;100,233;100,683;101,183;104,05;105,467;6;5;mié\,
02-07-2025 6:00;98,55;99,3;100,133;102,433;103,867;3;6;mié\,
02-07-2025 7:00;98,483;99,4;100,217;102,3;103,767;5;7;mié\,
02-07-2025 8:00;100,617;101,05;101,85;103,2;105,9;8;8;mié\,
02-07-2025 9:00;102,15;102,817;103,683;104,017;107,617;10;9;mié\,
02-07-2025 10:00;117,133;118,483;117,883;121,567;124,383;17;10;mié\,
02-07-2025 11:00;111,217;112,95;112,65;115,233;118,05;13;11;mié\,
02-07-2025 12:00;129,883;132,283;130,967;135,85;137,767;19;12;mié\,
02-07-2025 13:00;133,85;136,533;135,333;140,55;142,033;25;13;mié\,
02-07-2025 14:00;137,9;140,7;139,417;145,517;146,4;34;14;mié\,
02-07-2025 15:00;141,8;144,383;143,283;150,917;150,717;34;15;mié\,
02-07-2025 16:00;142,333;145,25;144,1;151,433;151,133;37;16;mié\,
02-07-2025 17:00;143,017;145,717;143,317;150,933;151,283;35;17;mié\,
02-07-2025 18:00;145,317;148,167;144,933;151,817;152,817;39;18;mié\,
02-07-2025 19:00;138,4;140,733;138,283;145,233;146,283;30;19;mié\,
02-07-2025 20:00;135,783;137,95;135,383;141,683;143,15;19;20;mié\,
02-07-2025 21:00;131,533;133,383;131,283;137,25;139,633;22;21;mié\,
02-07-2025 22:00;120,467;121,367;119,667;125,55;127,633;16;22;mié\,
02-07-2025 23:00;106,533;106,983;106,8;110,933;112,967;9;23;mié\,
03-07-2025;99,633;100,383;101,233;103,333;104,917;9;0;jue\,
03-07-2025 1:00;98,383;99,217;100,233;102,333;103,7;4;1;jue\,
03-07-2025 2:00;98,017;99;100;102;103;1;2;jue\,
03-07-2025 3:00;98;99;100;102;103;1;3;jue\,
03-07-2025 4:00;98;99;100;102;103;1;4;jue\,
03-07-2025 5:00;98;99;100;102;103;1;5;jue\,
03-07-2025 6:00;98;99;100;102;103;1;6;jue\,
03-07-2025 7:00;98;99;100;102;103;3;7;jue\,
03-07-2025 8:00;98,05;99;100,017;102;103,033;2;8;jue\,
03-07-2025 9:00;99,867;100,717;101,533;102,867;105,15;7;9;jue\,
03-07-2025 10:00;102,283;103,1;103,8;103,65;107,267;17;10;jue\,
03-07-2025 11:00;102,6;103,6;104,283;105,317;108,1;12;11;jue\,
03-07-2025 12:00;127,083;129,367;128,35;131,383;134,8;24;12;jue\,
