Fecha;Hora;PM25_P1;Rhum_P1;Temp_P1;PM25_P2;Rhum_P2;Temp_P2;PM25_P3;Rhum_P3;Temp_P3;PM25_P4;Rhum_P4;Temp_P4;PM25_P5;Rhum_P5;Temp_P5;PM25_Sinca;Temp_Sinca;Rhum_Sinca
250603;1700;67,333;53,317;15,017;69,333;56,333;14,9;62,5;61,267;14,65;77,95;66,933;14,233;75,45;66,167;14,8;58;12,2333;69,1667
250603;1800;62,05;59,517;13,35;66,4;63,033;13,167;59,533;66,167;13;74,017;71,367;12,9;71,5;70,133;13,117;59;11,5917;71,4167
250603;1900;57,083;54,017;14;60,15;57,25;14;54,7;61,067;13,6;64,4;66,183;13,2;63,583;65,8;13,983;51;12,6667;61,4167
250603;2000;46,983;47,9;14;49,767;51,05;14;45,35;55,75;13,767;51,283;60,933;13,45;51,417;60,767;14;29;12,6667;55,25
250603;2100;63,367;52,183;13,95;68,15;55,883;13,283;62,483;60,1;13,017;75,95;65,367;13;74,7;64,9;13,1;57;12,0167;61,4167
250603;2200;57,267;53,683;13;61,467;57,483;13;56,167;61,15;13;66,65;66,217;12,517;64,5;65,383;13;49;11,3833;63,9167
250603;2300;52,417;52,167;13;55,467;55,867;12,817;50,533;60,133;12,217;56,333;65,35;12,15;56,4;64,883;12,533;43;11,225;61,5833
250604;0;41,35;48,017;13;43,667;51,633;12,567;39,883;56,233;12,233;43,7;61,467;12,1;44,483;61,25;12,267;26;11,4083;55,4167
250604;100;56,15;54,25;12,417;59,783;58,233;12;54,417;62,417;11,933;62,933;67,45;11,717;62,083;66,583;12,183;41;10,5;65,9167
250604;200;42,55;58,633;11,067;44,55;62,6;10,867;39,9;66,017;10,467;44,933;71,133;10,15;45,183;69,55;10,967;26;8,71667;73,1667
250604;300;45,05;61,083;10,383;47,483;65,383;10,167;42,183;68,217;10,017;48,017;73,15;9,983;48,05;71,683;10,233;22;8,59167;73,9167
250604;400;55,467;59,75;10,967;58,9;63,717;10,883;53,183;66,783;10,6;59,983;71,55;10,15;59,183;70,767;10,817;35;9,39168;69,9167
250604;500;50,25;56,2;11;52,933;60,117;11;47,667;63,75;11;53,233;68,683;10,633;53,633;68,017;11;35;9,47501;66,6667
250604;600;54,85;60,183;11;58,65;64,583;10,3;51,95;67,883;10,25;61,733;72,817;10,067;60,3;71,35;10,5;37;8,68333;74,25
250604;700;74,633;63,167;11,083;80,683;67,467;10,8;70,85;69,633;10,633;90,95;74,183;10,383;86,283;73,2;11;56;9,41667;74,3333
250604;800;65,333;57,483;12,15;69,65;61,283;11,883;61,433;65,417;11,333;77,867;70,4;11,2;75,417;69,75;11,5;48;9,91667;69,5
250604;900;79,167;53,333;14,383;86,567;57,183;13,883;77,15;62,6;12,95;95,15;67,533;12,833;93,617;67,2;13;57;10,3333;70,8333
250604;1000;97,25;47,2;17,7;108,033;51,383;16,967;99,083;58,917;15,3;112,283;63,717;15,4;115,85;63,817;15,667;75;11,0083;72,1667
250604;1100;101,217;25,717;29,983;113,483;27,15;28,717;107,283;40,383;23,983;107,95;45,25;24,783;121,25;46,817;24,433;78;13,4083;61,5833
250604;1200;81,85;16,9;35,217;91,217;17,417;34,067;86,117;33,483;27,117;89,4;38,85;28,383;98,217;41,5;27,033;63;15,3917;50,0833
250604;1300;89,617;16,083;34,95;98,717;16,067;34,55;93,033;34,15;26,433;100,033;40,233;26,75;106,233;42,35;26;65;15,9833;48,3333
250604;1400;99,483;19,033;31,633;110,25;15,75;34,517;104,15;37,367;24,133;113,1;42,6;24,833;118,833;44,783;23,983;77;16,0167;48,75
250604;1500;94,067;24,083;26,55;103,883;17,85;31,767;97,867;38,433;22,567;110,417;44,667;22,483;112,033;46,25;22,233;81;16,5917;44,75
250604;1600;82,55;30,967;20,583;91,133;29,517;22,417;85,333;43,183;19,033;99,267;49,267;18,75;97,583;49,683;19;68;16,1333;44
250604;1700;89,65;48,75;14,733;94,117;52,233;14,4;86,133;57,733;14,533;109,717;63,483;14,15;105,25;62,233;14,9;74;13,1417;60,5833
250604;1800;93,417;63,75;11,417;97,583;67,017;11,233;85,15;69,917;11,417;114,867;75,35;10,917;104,383;73,15;11,7;69;10,35;76,3333
250604;1900;96,5;69,033;10;101,267;72,383;9,967;87,6;74,6;9,85;122,633;80,25;9,3;107,667;77,55;10,167;70;9,23334;79,8333
250604;2000;92,917;68,267;9,183;98,417;72,7;9;84,817;74,767;9;120,317;80,033;8,9;105,75;77,467;9,25;68;8,825;76,6667
250604;2100;86,85;67,417;9;91,317;71,867;8,95;79,017;74,25;8,533;112,967;79,233;8,167;99,567;76,95;9;60;8,30833;75,5
250604;2200;69,433;64,867;8,5;72,867;69,317;8,267;64,383;72,333;7,983;89,35;77,517;7,65;78,833;74,8;8,167;47;7,86667;71,5833
250604;2300;62,317;65,85;7,617;65,483;70,933;7,35;58,25;74,25;7;77,017;79,167;6,817;67,25;76,417;7,383;39;6,61667;76,1667
250605;0;58,917;66,25;7;61,617;70,683;7;55,833;74,067;6,883;70,133;78,717;6,25;63,467;76,567;7;35;6,40833;74,6667
250605;100;56,3;63,017;7,1;58,783;67,433;7;52,833;71,517;7;65,667;76,117;6,317;61,017;74,533;7;34;6,45;71,1667
250605;200;51,383;61,9;6,95;52,917;66,833;6,65;47,05;70,85;6,517;58,367;75,65;5,95;54,783;73,817;6,583;29;5,98333;71,0833
250605;300;45,933;64,167;6;47,267;69,233;6;41,583;72,8;5,467;53,4;77,567;5;49,217;75,3;6;23;5,08333;74,3333
250605;400;42,767;63,8;6;43,467;68,85;5,783;37,683;72,85;5;50,167;77,667;5;45,767;75,483;5,283;21;4,9;73,5833
250605;500;34,133;58,85;6,333;34,083;63,783;5,883;29,183;67,783;5,633;40,967;72,583;5,45;37,7;70,8;5,717;16;5,65833;65
250605;600;26,133;56,05;6,183;25,4;60,75;5,967;20,417;65,283;5,717;31,333;70,45;5,5;27,967;68,85;5,983;13;5,18333;65,5833
250605;700;16,967;57,217;5,733;15,383;61,933;5,417;11,633;66,117;5,367;20,883;71,067;5,3;19,55;69,45;5,417;11;5,15833;64,6667
250605;800;13,317;49,733;7,567;11,9;53,933;7,4;9,833;59,367;6,933;14,717;64,55;6,583;15,583;63,433;7,283;13;6,81667;55,6667
250605;900;10,9;35;13,767;10,383;37,817;13,567;9,467;44,35;12,983;8,95;49,767;12,667;12,65;50,033;13,183;13;10,775;42,25
250605;1000;32,45;28,167;17,583;35,6;30,25;17,483;32,65;38,15;16,85;31,417;44,033;16,65;37,55;44,433;17,183;21;14,4083;35,1667
250605;1100;42,7;16,267;31,55;44,4;16,5;30,75;42,15;29,633;26,183;46,8;35,117;27,417;45,967;36,767;26,883;36;16,675;36,0833
250605;1200;44,25;8,95;40,15;46,1;8,067;38,933;43,633;24,867;30,583;48,167;30,417;32,983;47,617;33,183;30,7;37;18,4;31,25
250605;1300;42,067;6,467;42,783;43,5;4,433;43,017;41,183;22,2;32,133;46,25;29,05;33,233;45,483;31,25;31,883;33;20,025;25,6667
250605;1400;44,8;7,633;38,783;46,267;4,333;42,65;43,85;24,067;29,767;50,983;30,633;31,017;48,3;32,483;30,017;42;20,3;25,9167
250605;1500;59,183;13,767;31,55;64,233;8,25;38,267;58,867;28,433;27,183;78,383;35,317;27,067;69,717;36,817;26,7;57;20,1417;29,6667
250605;1600;82,067;26,317;24,333;91,017;24,8;26,35;81,9;39,3;22,25;113,717;45,3;22,017;97,4;46;22,333;82;18,8333;39,3333
250605;1700;86,717;44,35;16,667;90,183;47,4;16,35;81,383;53,733;16,483;118,783;59,833;16,017;100,333;58,617;16,817;86;14,8333;56,6667
250605;1800;81,333;56,633;13,017;85,817;59,8;12,917;75,167;64,267;12,85;113,217;70,617;12,083;92,067;67,65;13,067;78;11,9417;67
250605;1900;61,167;53,917;11,783;64;57,4;11,6;57,867;62,1;11,333;83,2;67,733;11,083;69,583;66,1;11,65;61;11,2917;60,0833
250605;2000;53,867;51;11;56,117;54,867;11;51,1;59,717;10,9;66,55;65,217;10,183;58,45;63,75;11;49;10,825;55,9167
250605;2100;45,9;47,55;11;47,85;51,5;10,9;43,467;57,267;10,183;52,617;62,65;10;49,767;61,483;10,783;36;10,2167;54
250605;2200;40,667;48,1;10,133;42,183;52;10,033;38,083;57,717;9,933;46,283;63,167;9,233;43,867;62;10;27;9,15833;56,75
250605;2300;36,583;50,267;9,733;37,7;54,283;9,1;33,45;59,95;9,017;41,5;65,25;8,983;39,717;64,033;9,05;27;8,5;59,3333
250606;0;27,9;49,233;9;27,767;53,117;9;23,75;58,8;8,9;33,133;64,05;8,283;30,267;62,9;9;17;8,63333;55,5
250606;100;16,083;44,45;9,8;14,283;48,15;9,55;11,217;54,4;9,15;21,917;59,9;8,833;19,017;58,983;9,417;12;9,15001;50,0834
250606;200;8,433;44,867;9,317;7,45;48,933;9,083;6,25;54,883;9;10,783;60,35;8,433;9,483;59,183;9,083;8;8,79167;50,8333
250606;300;4,233;46,5;8,917;3,733;50,583;8,65;2,667;56,783;8,467;4,617;62,383;7,983;4,767;61,167;8,65;6;7,875;55,0833
250606;400;2,05;48;8;1,333;52,083;7,917;0,983;57,467;7,667;2,433;62,933;7,517;2,467;61,467;8;4;7,76667;53,6667
250606;500;1,033;43,567;8,933;0,467;47,367;8,817;0,1;53,967;8,183;1,133;59,2;8,017;1,2;58,517;8,767;6;8,425;49,25
250606;600;0,083;44,3;8,483;0,05;48,283;8,317;0;54,75;8;0,05;60,3;7,733;0,167;59,133;8,067;7;7,71667;51,8333
250606;700;1,167;49,883;7,55;0,817;54,033;7,25;0,533;59,567;7,15;0,65;65,45;6,833;1,2;63,483;7,3;4;6,175;61,75
250606;800;5,383;47,067;9,15;4,867;51,067;8,733;3,9;56,75;8,4;3,95;61,967;8,3;5,783;61,15;8,617;11;7,9;54,6667
250606;900;3,833;32,817;15,083;3,633;35,283;14,883;3,15;42,683;14,2;2,35;48,283;14,117;4,2;48,783;14,267;8;12,25;39,9167
250606;1000;38,533;28,633;18,383;40,1;31,05;17,95;37,033;39,367;17,267;41,15;44,883;17,417;40,6;45,417;17,667;29;14,95;36,9167
250606;1100;51,867;16,983;30,583;54,967;17,7;29,55;51,6;30,667;25,45;63,317;36,383;26,367;59,667;37,817;26,15;43;16,2917;38
250606;1200;74,167;16,1;32,95;81,45;16,9;31,983;73,85;33,183;25,9;98,9;38,267;27,233;88,833;40,667;25,933;76;16,2833;44,4167
250606;1300;87,5;16,933;33,1;96,183;16,433;33,467;88,917;34,95;25,5;109,933;40,7;26;104,85;42,75;25,2;81;16,1833;47,0833
250606;1400;94,833;23,45;29,75;103,583;20,333;32,433;96,833;42,783;22,933;116,217;47,9;23,333;113,633;49,8;22,717;85;14,9417;58,8333
250606;1500;76,233;36,133;22,383;83,133;29,183;26,75;77,033;51,8;18,867;94,683;57,467;18,767;89,583;58,533;18,6;59;13,3083;66,5833
250606;1600;54,083;53,183;15,117;57,917;52;16,433;53,183;65,583;13,55;66,6;70,333;13,433;60,433;70,033;13,617;36;10,5667;77,1667
250606;1700;56,567;66,233;10,967;59,817;71,267;10,733;53,783;74,8;10,667;72,233;79,3;10,417;60,85;77,717;10,867;35;9,2;82,9167
250606;1800;57,417;73,25;8,833;61,217;79,383;8,5;53,883;81,05;8,683;75,067;84,933;8,467;60,9;82,917;9,167;35;7,74167;89,3333
250606;1900;58,25;75,95;9,6;61,85;81,65;9,25;54,617;82,133;8,933;78,95;85,633;8,833;62,517;83,967;9,333;36;7,425;91,5
250606;2000;58,9;73,083;10;62,1;79,233;10;54,467;80,517;10;80,817;84,383;9,067;63,467;82,7;10;39;7,48333;91,6667
250606;2100;59,233;71,883;10,6;62,35;77,8;10;55,083;79,6;9,967;82,4;83,55;9,683;64,833;82,033;10;39;7,5;92
250606;2200;59,9;70,433;10,7;64,383;76,333;10;57,167;79,017;9,85;86,667;82,65;9,75;67,5;81,15;10;43;7,53333;90,4167
250606;2300;60,233;69,033;10,983;64,417;74,75;10;56,917;78,05;10;85,833;82,117;9,983;67,433;80,2;10;49;7,575;89,3333
250607;0;61,433;68,817;10,133;65,667;74,667;9,917;58,067;77,717;9,2;88,317;81,9;9,033;68,983;79,917;9,867;39;7,11667;89,5833
250607;100;62,367;70,217;9,433;65,967;75,717;9,1;58,2;78,417;9;89,217;82,65;8,55;70,067;80,85;9;40;6,76667;89,4167
250607;200;62,083;68,083;9,85;66,283;73,833;9,3;58,667;77,05;8,967;89,4;81,35;8,767;69,917;79,367;9;46;6,675;88,0833
250607;300;62,017;69,717;9;66,367;75,5;8,717;58,233;78,2;8;88,5;82,367;8;68,65;80,333;8,5;43;6,29167;89,0833
250607;400;61,65;70,35;9;65,583;75,8;8,35;57,45;78,283;8;86,633;82,4;8;67,033;80,283;8,417;43;6,00833;89,8333
250607;500;61,917;70,917;8,133;66,017;77,25;7,617;57,1;79,833;7,3;86,117;83,9;7,117;66,017;81,983;7,483;41;5,51667;90,75
250607;600;61,583;75,083;5,667;64,433;79,533;5,483;56,1;81,967;5,35;82,717;86,25;5,133;64,667;84,683;5,467;39;4,08333;94,8333
250607;700;60,967;76,1;5;63,483;80,15;5;54,767;81,7;5;78,133;86,15;4,35;63,2;84,483;5;29;3,65;94,4167
250607;800;57,967;73;6,133;60,4;76,883;6,05;52,817;79,967;5,833;71,867;84,25;5,3;60,767;82,4;5,9;29;3,8;92,75
250607;900;61,683;63,45;9,867;64,783;67,4;9,717;57,8;72,233;9,033;82,483;77,483;8,75;68,567;76;9;43;6,125;83,9167
250607;1000;66,967;59,067;12,517;72,183;62,717;11,983;63,2;67,2;11,333;92,35;72,367;11,217;78;71;11,467;51;8,23334;76,5833
250607;1100;66,45;33,55;24,483;72,25;34,833;23,817;65,55;46,217;19,717;84,333;50,133;20,8;76,8;51,133;20,483;57;10,7833;67,1667
250607;1200;66,333;19,267;32,25;72,333;20,25;31,017;66,567;37,933;23,767;83,783;41,817;25,45;79,067;44,9;23,867;63;12,6667;59,25
250607;1300;65,183;16,9;33,083;70,65;16,233;33,217;64,867;35,833;24,217;83,9;41,483;24,767;77,8;43,667;23,983;61;13,9333;52,25
250607;1400;60,95;16,817;31,25;66,283;13,383;34,733;60,567;35,45;23,267;80,45;40,6;24,067;72,317;42,55;23,283;59;14,6083;46,4167
250607;1500;54,3;19,017;27,017;58,733;12,55;33,683;53,95;34,533;22,483;71,917;40,817;22,3;64,15;42,467;21,85;56;15,3833;40,8333
250607;1600;71,317;34,467;19,217;76,75;33,433;20,9;70,117;47,617;17,45;98,417;53,217;17,267;82,85;53,467;17,533;73;14,4167;50,6667
250607;1700;80,6;52,817;13,183;85,117;56,567;12,9;75,817;61,917;12,983;117,267;67,217;12,65;95,233;65,983;13,283;79;11,75;65
250607;1800;81,567;66,3;9,75;84,517;68,817;9,683;71,8;72,3;9,783;121,35;77,867;9,117;92,767;75,883;9,917;75;8,68333;80,1667
250607;1900;83,833;71,117;8,333;87,367;73,783;8,25;73,617;76,217;8,233;125,883;81,75;7,517;94,667;79,333;8,4;74;7,475;83,75
250607;2000;80,183;69,35;8;84,967;73,567;8;72,017;76,5;7,617;119;81,717;7;93,333;78,883;8;81;7,275;78,4167
250607;2100;73,683;68,3;7,25;77,3;72,717;7,1;66,917;75,683;7;106,617;81,167;6,5;85,183;78,133;7,15;62;6,525;78,6667
250607;2200;66,567;68,633;7;70,2;73,433;6,233;62,783;76,283;6,017;91,733;81,55;6;74,933;78,467;6,483;59;5,76667;79,4167
250607;2300;59,45;67,133;6,55;62,4;72,5;6;56,15;75,617;6;74,417;80,317;5,85;63,467;77,567;6;48;5,775;75,5833
250608;0;53,75;66,45;6;55,967;71,367;6;50,167;75,067;5,95;63,817;79,617;5,15;57,65;76,817;6;44;5,64167;73,3333
250608;100;48,367;66,15;6;49,7;71,033;5,733;44,183;74,783;5,067;58,167;79,383;5,033;52,283;76,9;5,217;32;4,95833;74,3333
250608;200;40,783;60,95;6,75;41,233;65,167;6,4;35,733;69,167;6;50,317;73,95;5,967;44;72,167;6,133;25;5,46667;69,4167
250608;300;40,533;57,983;7;41,067;62,3;7;36,383;67,117;6,933;48,567;72,4;6,233;43,167;70,617;7;28;5,53333;69,5833
250608;400;39,917;59,383;7;40,75;64,067;7;35,433;68,7;6,083;49,85;73,733;6;43,583;72,117;6,5;26;5,76667;69,4167
250608;500;33,45;61,033;6,367;33,05;65,917;6,133;27,75;69,583;6,1;42,8;74,783;5,8;35,85;72,517;6,15;17;4,975;73,25
250608;600;46,75;58,9;7,45;48,133;63,217;7,267;41,283;67,55;6,633;60,75;72,433;6,55;51,4;71,283;6,717;35;6,01667;68,4167
250608;700;32,133;57,433;6,433;31,317;62;6,333;26,45;67,05;6,183;42,2;72,45;5,483;35,65;70,417;6,283;18;5,175;69,1667
250608;800;13,833;56,733;6,417;12,25;61,35;6,3;9,15;66,45;5,567;23,183;71,683;5,483;15,65;69,567;5,95;11;5,04167;67
250608;900;19,217;41,583;11,533;17,433;44,85;11,333;13,817;51,367;10,567;25,217;56,6;10,433;21,933;56,567;10,583;13;8,65833;50,9167
250608;1000;27,233;34,133;15,5;27,85;36,517;15,417;24,217;44,15;14,683;32,9;49,633;14,45;29,367;49,85;14,85;18;12,4;43
250608;1100;37,217;17,8;29,683;38,983;18,217;28,85;35,9;31,4;24,167;44,8;36,417;25,533;40,583;38,033;24,983;25;14,6167;39,5
250608;1200;41,467;10,983;37,383;43,183;10,583;36,233;40,65;27,95;27,783;48,117;32,7;30,417;45,183;35,467;28,267;30;16,1083;37,5833
250608;1300;38,467;8,083;38,583;39,567;6,517;38,9;37,133;24,75;28,8;43,717;31,233;29,367;41,883;33,2;28,383;27;17,3167;30,4167
250608;1400;48,4;9,367;36,017;50,267;6,05;40,133;47,683;26,367;27,3;56,4;32,517;28,067;53,617;34,433;27,217;42;17,5667;30,9167
250608;1500;50,4;13,717;29,75;52,467;7,883;36,867;49,833;28,583;25,15;63,25;35,067;25,117;56,9;36,867;24,8;43;18,0667;30,5833
250608;1600;51,033;23,867;21,8;54,1;22,383;24,233;50,55;37,267;19,967;67,3;43,517;19,667;58,217;44,067;19,9;47;16,7583;36,1667
250608;1700;55,367;42,583;14,35;57,9;45,85;14,05;52,317;52,75;14,183;72,917;58,733;13,667;62,75;57,683;14,45;59;12,7333;54,9167
250608;1800;57,383;56,15;10,95;60,283;59,867;10,733;54,083;64,833;10,65;73,85;71,1;10,017;61,95;67,75;11,05;47;9,85001;67,8333
250608;1900;52,4;53,183;9,883;54,767;56,95;9,8;49,567;62,317;9,5;61,333;67,85;8,883;56,3;65,867;9,8;45;9,2;61,1667
250608;2000;47,033;50,55;9;48,867;54,45;9;43,617;59,867;9;54,867;65,267;8,333;50,783;63,567;9;29;8,71667;57,0833
250608;2100;44,7;50,883;8,45;46,367;55,1;8,317;41,033;61,05;8,167;52,167;66,683;7,45;48,133;64,683;8,35;29;7,85;59,1667
250608;2200;39,7;51,783;8;40,65;56,017;8;35,9;61,317;7,4;47,117;66,483;7;42,983;65,017;8;27;7,425;58,9167
250608;2300;22,767;46,733;7,7;21,517;50,85;7,617;17,083;57,033;7,35;28,967;62,6;6,817;25,4;61,017;7,55;14;6,90833;55,1667
250609;0;26,383;50,2;7;26,2;54,833;7;21,283;60,45;6,733;33,217;65,683;6,117;28,883;64,017;7;17;6,525;58
250609;100;25,133;48,517;7;24,233;52,65;7;18,717;58,983;6,717;32,7;64,017;6,15;28,033;62,983;7;15;6,475;55,75
250609;200;12,917;44,967;7,15;10,967;49,067;6,95;8,5;55,217;6,683;19,1;60,517;6,35;14,833;59,583;6,867;9;6,39167;52,25
250609;300;7,1;49,4;5,583;6,25;53,967;5,283;4,767;59,867;5,267;10,067;65,4;4,917;8,067;63,417;5,483;13;4,61667;60,25
250609;400;7,15;46,45;6,167;6,267;50,7;6,017;4,467;56,083;5,7;13,85;60,9;5,567;8,25;60,117;6,017;8;5,80833;51,8333
250609;500;2,933;37,617;7;2,433;41,483;7;1,667;48,517;7;4,5;53,65;6,45;3,567;53,183;7;3;6,78333;42,9167
250609;600;0,283;40,817;6,283;0,1;45,033;6,2;0,067;52,45;5,683;1,983;58,117;5,233;0,4;56,833;6,133;4;5,29167;49,9167
250609;700;0,4;39,567;6,633;0,117;43,717;6,583;0,167;50,517;6,083;4,383;55,617;5,817;0,533;55,017;6,267;4;6,29167;44,1667
250609;800;1,483;30,833;9,867;1,067;34,567;9,35;0,817;42,667;9,05;0,55;47,983;8,683;1,567;48,033;9,15;6;8,25;37,5
250609;900;5,583;27,033;14,133;5,4;29,683;14,05;5,117;37,817;13,483;3,35;43,35;13,483;6,05;43,817;13,683;16;11,1083;35,6667
250609;1000;2,717;20,633;18,567;2,667;22,5;18,567;2,4;31,65;17,783;0,833;37,517;17,8;2,8;38,3;18,017;11;16,025;25,1667
250609;1100;13,733;10,167;33,383;14,517;9,783;32,7;12,683;23,55;27,983;12,217;29,517;29,25;15,467;31,083;28,7;16;18,5167;24,1667
250609;1200;21,933;5,467;39,7;22,717;4,65;38,3;20,633;20,45;30,967;22,2;26,9;32,733;24,117;28,95;31,2;21;19,6833;21,5833
250609;1300;20,683;4,233;41,3;21,1;2,45;41,7;19;19,367;31,367;23,75;26,317;32,317;23,233;28,183;31,5;18;20,375;19,0833
250609;1400;9,433;2,3;42,067;9,933;0;47,25;7,817;17,417;32,067;10,017;24,367;33,85;10,917;26,15;32,333;8;21,0667;15,0833
250609;1500;19,15;6,667;33,4;19,717;3,183;39,967;18,083;21,267;28,617;20,55;28,167;28,783;21,017;29,717;28,167;19;21,3167;18,75
250609;1600;45,55;17,017;25,1;47,583;15,983;26,833;45,167;30,483;23,083;52,033;36,683;22,95;49,5;37,567;23,217;45;19,5583;27,8333
250609;1700;46,733;33,867;17,317;48,367;36,367;17;44,633;44,633;17,117;51,5;50,783;16,6;50,233;50,283;17,333;46;15,1083;46,8333
250609;1800;44,35;48,1;13,1;46,067;51,133;12,883;41,7;57;12,883;47,883;63,15;12,267;46,75;60,833;13,333;46;12,0583;57,0833
250609;1900;29,35;42,05;12;29,7;45,217;11,817;26,783;51,767;11,267;32,8;57,35;11;32,483;56,333;11,933;23;11,8083;45,3333
250609;2000;12,8;35,517;11,683;11,433;38,783;11,6;9,717;46,117;11,333;14,033;51,483;11,183;14,55;51,05;11,7;14;11,7167;39,5833
250609;2100;8,1;36,117;11,017;7,3;39,517;10,917;6,25;47,05;10,4;7,7;52,567;10,083;8,817;52,067;10,95;12;10,4833;42
250609;2200;3,367;33,683;10,717;2,583;36,983;10,683;2,217;44,75;10,2;3,067;50,2;10,117;3,583;49,783;10,317;6;10,5583;37,75
250609;2300;1,567;34,917;10,067;1;38,367;10,017;0,65;46,367;9,283;1,367;51,967;9,1;1,617;51,3;9,983;4;9,49167;41,1667
250610;0;0,95;37,783;8,9;0,483;41,7;8,667;0,25;48,85;8,55;0,933;54,267;8,317;1,217;53,467;8,917;3;8,66667;43,8333
250610;100;0,133;33,733;9,75;0;37,233;9,617;0;45,05;9,233;0,017;50,317;9,083;0,033;50,133;9,45;2;9,5;38,5
250610;200;0;34,75;9,25;0;38,467;9,133;0;46,25;8,767;0;51,533;8,4;0;51,133;9,15;2;8,79167;41
250610;300;0;32,633;9,683;0;35,95;9,5;0;43,883;9,133;0;49,167;9,067;0;49,167;9,283;1;9,34167;37,5833
250610;400;0;28,05;10,867;0;31,183;10,55;0;39,5;10,35;0;44,817;10,283;0;45,15;10,45;2;10,1333;33,6667
250610;500;0;29,15;10,05;0;32,517;10;0;40,933;10;0;46,167;9,567;0;46,2;10;2;9,75;34,75
250610;600;0;27,6;10,833;0;31;10,3;0;39,367;10,017;0;44,683;10;0;44,9;10,25;1;10,1;33,0833
250610;700;0;25,733;11,183;0;28,95;11,133;0;37,283;11,017;0;42,617;10,7;0;43;11,15;1;10,5917;31,3333
250610;800;0,433;21,3;13,717;0,333;23,783;13,7;0,333;33;13,4;0,183;38,567;13,183;0,483;39,317;13,583;4;12,3583;27,5
250610;900;0,133;18,217;18,117;0,05;19,983;18;0,067;29,7;17,55;0,017;35,55;17,3;0,2;36,567;17,683;7;15,2333;25,3333
250610;1000;0,233;16,3;22,05;0,25;17,433;21,917;0,167;27,717;21,2;0;33,8;21,067;0,15;34,9;21,3;4;19,7083;20,5
250610;1100;0,2;6,45;37,05;0,25;5,133;37,083;0,3;18,883;32,8;0,083;25,667;34,167;0,333;27,383;33,283;5;22,8833;16,25
250610;1200;7,45;4,683;41,183;8,167;3,35;40,417;7,233;19,017;33,267;5,9;25,65;35,55;8,533;27,55;34,017;8;22,9583;17,9167
250610;1300;20,7;3,5;44,85;21,417;1,067;45,933;19,933;17,8;35,417;18,2;25,083;36,417;22,75;26,817;35,083;10;23,9167;16,0833
250610;1400;14,683;2,867;42,983;15,117;0;47,267;13,85;17,417;34,017;12;24,483;35,183;16,433;26,233;34,133;10;24,3083;14,5833
250610;1500;29,817;5,367;35,433;30,617;1,183;42,75;28,95;19,183;31,317;31,05;26,55;30,817;32,483;27,967;30,667;17;24,075;15,3333
250610;1600;33,083;11,25;27,167;34,017;9,75;29,767;32,283;24,467;25,517;34,7;31,217;25,217;35,517;32,217;25,467;22;22,65;18,5833
250610;1700;34,4;24,417;18,917;35,583;26,233;18,683;33,25;35,617;18,95;35,917;41,733;18,35;36,85;41,75;19,167;27;17,525;32,75
250610;1800;28,6;28,367;16,35;29,033;30,55;16,033;26,783;38,65;16,05;29,017;44,35;15,833;30,467;44,45;16,75;23;15,9083;33,75
250610;1900;20,017;27,117;15,783;19,35;29,433;15,433;17,083;37,733;15,333;20,133;43,367;15,133;21,5;43,75;15,783;15;15,05;32,25
250610;2000;22,6;32,717;13,35;22,017;35,867;13,167;20,7;43,8;13,017;22,717;49,283;12,55;24,25;48,9;13,283;16;12,8167;39,0833
250610;2100;23,783;34,9;12,133;23,783;37,933;12;21,367;45,633;12;24,65;50,883;11,667;25,85;50,7;12;18;11,9417;40,3333
250610;2200;15,567;32,2;12;14,45;35,2;12;12,467;43,2;11,9;16,45;48,55;11,683;17,65;48,483;11,967;10;11,7917;38,0833
250610;2300;10,8;35,15;10,733;9,95;38,5;10,65;8,883;46,333;10,583;11,467;51,883;9,85;12,583;51,15;10,667;9;10,2;42,75
250611;0;10,217;38,667;10;9,4;42,217;10;7,85;49,4;9,917;10,65;54,5;9,033;11,567;54;10;8;9,47501;45,5
250611;100;5,15;34,367;10,433;4,65;37,633;10,383;3,75;45,183;10,233;4,917;50,117;10,033;5,783;50,083;10,383;6;10,3;39,3333
250611;200;2,733;38,117;9,1;2,033;41,7;8,983;1,95;49,117;8,783;2,633;54,583;8,417;3,15;53,517;9,25;7;8,54167;45,75
250611;300;1,567;36,517;9,4;1,017;39,85;9,367;0,8;46,9;9,317;1,45;51,833;8,9;1,85;51,667;9,45;5;9,33333;41,1667
250611;400;0,183;35,817;9;0;39,533;8,8;0,017;47,1;8,883;0,083;52,333;8,25;0,25;51,583;9,067;2;8,41667;43,4167
250611;500;0,1;43,717;6,717;0,017;47,9;6,533;0;54,067;6,867;0,083;59,317;6,333;0,117;57,783;7,2;2;6,35;53,0833
250611;600;0;51,883;5,367;0;56,233;5,25;0;61,633;5,233;0;67,117;4,65;0;64,667;5,55;3;4,7;62,8333
250611;700;6,7;59,167;4,133;5,533;63,95;4,083;4,533;68,183;4,15;7,367;73,433;4;7,033;70,483;4,7;4;3,675;71,1667
250611;800;48,6;70,367;5,45;50,2;75,717;5,267;43,867;78,817;5,067;60,983;82,517;5,017;53;80,517;5,167;35;3,85833;88,0833
250611;900;60,75;67,683;8,7;64,567;74,483;8,15;57,25;79,55;7,417;78,2;83,333;6,983;67,95;82,283;7,383;37;4,14167;97,9167
