Fecha;Hora;PM25_P1;Rhum_P1;Temp_P1;PM25_P2;Rhum_P2;Temp_P2;PM25_P3;Rhum_P3;Temp_P3;PM25_P4;Rhum_P4;Temp_P4;PM25_P5;Rhum_P5;Temp_P5;PM25_Sinca;Temp_Sinca;Rhum_Sinca
250624;300;10,917;67,783;3,783;9,783;72,917;3,783;7,833;76,783;3,367;15,733;80,783;3;12,5;78,133;3,533;9;3,06667;77,3333
250624;400;5,15;62,283;4,6;4,2;67,317;4,55;3,15;72,05;4,067;7,167;76,217;3,7;5,9;73,317;4,317;8;4,18333;67,4167
250624;500;1,467;60,833;4,35;0,85;66,383;4,2;0,45;71,633;4;1,767;76,117;3,217;1,883;73,033;4,117;9;3,34167;71,3333
250624;600;0,15;64,567;3,517;0,1;69,617;3,2;0,017;74,133;3,083;0,3;78,767;2,567;0,4;75,683;3,233;4;2,25833;77,5
250624;700;7,383;61,533;4;7,833;66,283;4;6,517;71,033;3,6;9,167;75,433;3;8,717;72,65;3,7;3;3,55;67,1667
250624;800;24,617;57,583;5,05;24,767;62,117;4,983;21,517;67,233;4,683;26,383;71,767;4,25;26,35;69,2;4,867;18;4,18333;65,5
250624;900;2,033;38,267;11,9;1,717;41,433;11,867;1,583;48,767;11,083;0,783;52,75;10,933;2,183;52,867;11,183;6;9,50833;46,25
250624;1000;9,3;32,6;15,5;9,3;35,183;14,883;8,85;43;14,433;8,333;47,433;14,367;10,467;47,683;14,7;9;12,8583;39,5833
250624;1100;29,1;18,883;26,467;30,267;20,317;25,467;28,6;32,9;21,433;30,183;36,417;22,483;31,433;38,017;22,05;16;13,1917;39,5
250624;1200;21,667;8,183;39,6;22,45;6,967;38,85;20,05;23,667;29,5;22,6;28,083;31,4;24,117;30,65;29,467;17;15,8583;31,25
250624;1300;11,783;5,217;41,883;12,233;3,367;41,783;10,617;21,6;30,4;10,8;26,733;31,717;13,683;28,733;30,267;8;17,5333;26,25
250624;1400;35,067;10;33,617;36,583;7,283;36,817;35,5;28,017;24,767;34,95;32,367;25,917;38,3;34,35;25;30;16,25;32,5
250624;1500;38,717;14,817;27,7;40,683;8,5;35,533;39,583;30,267;22,983;38,933;35,367;23;42,083;37,25;22,367;29;15,8083;34,5
250624;1600;38,817;23,35;20,633;41,2;21,633;23,633;39,3;37,167;18,75;39,35;42,217;18,283;42,017;43,067;18,467;32;15,2083;36,9167
250624;1700;39;38,683;13,733;41,05;41,867;13,617;38,1;49,217;13,667;39,383;53,917;13,367;42,017;53,417;13,917;31;12,6333;48,3333
250624;1800;41,817;54,2;9,9;43,3;57,783;9,8;38,85;63,2;9,95;42,267;68,65;9,333;43,483;66,067;10,25;31;8,99167;66,3333
250624;1900;47,583;62,683;8,167;49,283;66;8,1;43,867;70,467;8,133;48,217;75,95;7,35;49,033;73,067;8,283;34;7,28333;75,5
250624;2000;49,083;67,75;6,95;50,933;71,117;6,683;44,667;74,567;6,633;50,483;79,817;6,1;50,317;77,017;7,083;40;5,89167;81,5
250624;2100;47,7;67,267;6,733;49,8;71,133;6,55;44,233;74,05;6,55;49,483;78,817;6,25;49,917;76,4;6,75;31;6,225;75,9167
250624;2200;46,633;67,817;5,7;48,85;71,85;5,55;42,75;75,3;5,567;48,85;79,95;5,2;48,95;77,667;6,033;31;4,70833;82,1667
250624;2300;47,267;69,767;5,767;49,117;74,183;5,7;43,4;77,467;5,367;49,9;81,967;5;49,383;79,083;5,783;27;4,75;81,5
250625;0;48,133;68,967;6;50,05;73,383;6;43,8;76,567;6;51,383;81,433;5;49,617;78,333;6;26;4,49167;83,1667
250625;100;42,883;70,2;5,183;44,267;73,267;5,15;38,6;76,9;5,167;44,667;81,6;4,65;44,117;79,383;5,35;23;3,71667;87,25
250625;200;45,633;72,717;5;46,833;76,867;5;40,617;79,083;5;46,967;83,35;4;46,6;80,983;5;24;3,475;88,6667
250625;300;42,967;71,983;5,833;44,367;77,15;5,183;38,8;79,4;5,1;45,1;83,4;5;44,7;80,883;5,267;21;4,48333;83,5
250625;400;41,333;70,267;6;43,117;75,35;6;37,583;77,867;6;42,967;81,967;5,1;43,3;79,517;6;16;4,14167;84,75
250625;500;41,467;70,267;6,3;43,817;74,717;6;38,133;77,05;6;43,45;80,617;6;44,1;79,067;6,033;15;5,09167;80,75
250625;600;44,833;72,967;6,283;47,217;78,433;6;41,567;80,167;6;46,583;83,417;6;47,65;81,617;6;28;4,76667;86,6667
250625;700;42,35;70,65;6,5;44,35;75,417;6,05;39,017;78,517;5,933;44,25;82,483;5,6;44,85;80,5;6;20;4,76667;84,6667
250625;800;44,267;70,083;6,367;45,467;73,567;6,1;40,2;77,333;5,817;45,45;81,817;5,433;45,917;79,883;6,117;21;4,025;88,9167
250625;900;46,233;59,283;10,55;48,283;62,983;10,4;43,45;68,75;9,583;45,733;73,35;9,1;48,367;71,7;9,583;28;5,78333;81,5
250625;1000;44,983;46,917;14,483;47,933;51,083;13,817;44,317;59,967;12,2;44,183;63,433;12,233;48,117;63,133;12,417;30;7,45833;74
250625;1100;46,367;34,8;19,817;50,4;38,817;18,533;47,617;52,1;15,317;44,75;54,233;16,117;50,317;55,65;15,733;33;8,04167;73,5
250625;1200;46,85;30,367;22,833;49,933;32,133;22,45;47,633;47,55;17,383;45,583;50,083;18,5;50,633;52,633;17,5;35;9,22501;68,3333
250625;1300;48,117;27,883;23,15;52,333;29,85;22,55;50,167;48,15;17,133;47,667;50,867;17,667;53,283;52,833;17,217;38;9,75;67,0833
250625;1400;50,3;27,683;23,5;54,733;25,85;25,55;52,183;47,533;17,35;49,583;50,183;18,133;55,617;52,583;17,317;38;10,325;64,75
250625;1500;48,917;31,6;20,8;53,317;25,7;24,933;50,45;48,75;16,783;48,417;52,5;16,917;53,633;54,467;16,35;32;10,6667;63,25
250625;1600;53,167;40,483;16,067;57,867;39,983;17,167;53,65;54,8;13,983;52,417;58,783;13,85;57,767;59,333;13,933;41;10,2583;63,75
250625;1700;46,933;51,133;12,467;50,433;56,183;11,833;45,933;62,417;11,6;47,25;66,25;11,483;50,783;65,75;11,683;25;9,8;66,5
250625;1800;43,067;58,283;11,033;45,933;63,517;10,883;41,417;68,317;10,4;44;72,067;10,217;46,733;71,467;10,483;21;8,91667;73,5
250625;1900;43,2;61,217;11;45,633;66,333;10,483;40,9;70,8;10;44,167;74,867;10;46,867;74,017;10;18;8,26668;78,4167
250625;2000;44,917;62,067;10,483;47,433;66,717;10,133;42,633;71,183;10;46,683;75,3;9,75;47,933;73,633;10,017;21;7,96667;79,3333
250625;2100;48,9;65,533;10;51,45;70,05;10;45,333;73,333;10;50,417;77,633;9,017;50,983;75,983;10;21;7,84167;81,3333
250625;2200;49,983;66,167;10;53,617;71,25;9,967;47,583;74,167;9,817;52,567;77,8;9,2;52,967;76,067;10;26;8,01668;80,3333
250625;2300;49,5;68,117;9,633;52,3;73,2;9,25;46,367;76,55;9;51,883;80,4;8,733;52,4;78,383;9,483;21;7,24167;86,1667
250626;0;51,85;71,5;9,25;54,933;76,4;9;48,25;78,667;9;54,8;82,367;8,633;54,833;80,567;9;30;7,20833;87,4167
250626;100;51,8;71,55;9,6;54,8;76,733;9;47,95;79,517;9;54,717;83,267;9;53,917;81,117;9;24;7,13334;89,2501
250626;200;52,15;72,467;8,933;55,867;77,833;8,783;49,183;80;8,7;54,95;83,417;8,483;54,783;81,733;8,8;24;7,11667;87,9167
250626;300;52,217;74,133;8,083;55,167;79,017;8;48,067;81,1;8;54,45;84,75;7,617;54,2;82,517;8;24;6,33333;90,3333
250626;400;52,617;74,317;8,333;55,933;79,717;8;49,067;81,083;8;55,383;84,383;8;54,883;81,917;8,1;29;6,34167;89,1667
250626;500;53,45;73,55;8,433;55,867;78,2;8;48,967;80,483;7,767;55,433;84,567;7,517;55,067;82,333;7,967;26;5,99167;91,4167
250626;600;54,6;75,117;7,917;57,067;80,233;7,6;49,967;82,033;7,5;57,117;85,6;7;56,4;83,833;7,583;26;6,16667;89,8333
250626;700;55;75,8;7,417;58,35;81,367;7;50,767;83,017;7;59,183;86,2;6,883;57,283;84,233;7;29;5,925;89,8333
250626;800;61,467;73,667;8,5;65,8;78,917;8,3;58,15;81,533;7,8;67,367;84,583;7,65;64,767;82,767;8,117;34;5,78333;92,3333
250626;900;57;63,383;11,717;60,383;67,583;11,167;54,45;73,017;10,383;59,083;77,217;10,1;60,417;75,917;10,467;34;7,3;84,9167
250626;1000;46,9;57,55;13,6;49,133;60,917;13,083;44,75;66,233;12,617;48,367;70,8;12,167;49,9;69,217;12,733;22;9,63333;73,0833
250626;1100;56,217;37,317;21,633;60,867;40,05;20,6;57,783;52,35;17,367;59,083;54,333;18,367;64,1;55,517;18,083;44;10,4167;71,25
250626;1200;61,267;25,367;27,967;66,95;27,2;26,917;64,783;44,167;20,9;65,017;46,067;22,417;72,283;48,917;21,167;46;11,2083;67,75
250626;1300;63,6;20,283;31,85;69,467;19,65;31,833;67,1;40,417;22,917;66,433;43,767;23,767;76,25;46,35;22,85;47;12,2083;63,5
250626;1400;68,25;22,017;29,05;74,283;19,233;31,567;71,95;42,75;21,333;72,85;45,833;22,083;81,033;48,15;21,167;54;12,5917;61,25
250626;1500;76,9;29,167;23,783;83,317;22,7;28,467;79,817;45,717;19,583;84,583;50,4;19,3;92,3;52,1;18,967;60;12,7333;60,4167
250626;1600;70,767;40,083;18,1;77,133;38,517;19,683;71,883;54,05;16,067;80,167;58,583;15,833;84,183;58,75;15,983;53;12,3583;62
250626;1700;71,55;57,117;12,417;77,283;60,917;12,117;68,267;66,75;12,15;84,917;71,2;11,65;82,933;69,317;12,5;53;10,4583;72,75
250626;1800;65,7;69,917;9,25;68,167;71,467;9,233;59,683;74,883;9,367;77,083;79,733;8,733;70,667;78,167;9,45;32;8,02499;84,9167
250626;1900;75;72,667;8,05;79,633;76,2;8;67,583;77,967;8,033;92,433;82,517;8;83,9;80,583;8,583;48;7,5;84,9167
250626;2000;75,4;71,95;8;80,25;76,533;8;68,033;78,367;7,967;93,683;82,717;7,683;85,017;80,35;8;53;7,2;83,5833
250626;2100;65,183;72,15;7,383;68,517;76,017;7,1;60,9;78,717;7;79,983;83,25;6,6;70,683;80,917;7,333;42;6,3;85,5833
250626;2200;63,6;73,667;6,667;66,367;77,083;6,45;58,317;79,567;6,283;73,933;84,2;5,767;65,25;81,917;6,6;37;5,28333;88,9167
250626;2300;61,05;73,733;6;64,267;77,883;6;56,367;80,283;5,967;70,033;84,6;5;63,833;82,5;6;39;5,03333;87,25
250627;0;58,417;73,683;5,85;60,867;78,017;5,667;53,833;80,583;5;65,417;84,9;4,933;60,883;82,617;5,55;38;4,45833;87,5
250627;100;56,383;73,217;5,017;58,65;77,9;5;51,217;80,35;5;62,9;84,583;4,517;58,933;82,1;5;31;4,2;86,0834
250627;200;54,883;73,3;5;57;78,1;5;49,7;80,967;4,433;61,583;85,067;4;57,6;82,8;4,917;26;3,875;86,0833
250627;300;54,883;73,2;5;57,083;78,4;4,667;49,25;80,733;4,25;61,85;84,667;4,033;57,517;82,467;4,6;26;3,63333;86,3333
250627;400;51,467;73,033;4,267;52,483;77,4;4,133;45,7;80,167;4;59;84,55;3,3;53,583;82,217;4;24;3,11667;86,9167
250627;500;57,467;74,683;4;59,383;79,233;4;51,4;82,383;3,25;66,683;86,467;3;60,3;84,45;3,717;28;2,73333;89,75
250627;600;45,917;74,367;3,2;46,85;77,917;3,15;39,833;81,067;3;54,65;85,233;2,533;48,417;83,117;3;21;2,075;89,8333
250627;700;46,433;74,333;3,583;47,233;78,3;3,517;39,967;81,333;3;55,133;85,5;2,6;49,4;83,75;3;22;2,00833;89,75
250627;800;48,3;72,217;4,333;49,333;76;4,267;42,667;79,383;3,883;54,933;83,717;3,383;50,35;81,5;3,933;25;2,40833;88,0833
250627;900;42,75;59,667;9,317;44,1;64,45;8,933;38,967;69,55;8,283;47,217;74,183;7,817;45,75;72,1;8,317;25;5,11667;77
250627;1000;47,983;49,433;14,2;49,733;53,917;13,95;45,55;59,783;12,783;50,7;64,183;12,433;50,967;62,767;12,717;34;8,22501;66,0833
250627;1100;50,133;40,5;18,817;52,567;44,15;17,567;49,133;52,517;15,733;55,367;56,583;15,617;54,617;56,133;15,933;34;9,325;66,9167
250627;1200;59,267;37,633;20,05;63,167;41,217;18,983;58,333;51,5;16,867;70,05;55,7;16,667;69,783;55,95;16,733;47;9,96667;68,9167
250627;1300;68,283;38,283;19,35;73,017;42,15;18,233;67,217;53,617;15,85;81,017;58,267;15,6;81,283;58,65;15,633;53;9,63333;71,75
250627;1400;77,3;38,517;18,7;83,233;42,283;18,033;77,667;53,383;15,933;91,9;58,167;15,55;92,917;58,317;15,667;63;9,875;70,1667
250627;1500;89,317;44,683;16,333;97,617;49,583;15,317;90;58,8;13,967;105,617;63,133;13,833;107,1;62,583;14,067;75;9,93333;71,0833
250627;1600;103,683;53,283;13,45;114,433;58,483;12,783;103,65;65,4;12,083;121,417;69,517;11,95;123,25;68,167;12,267;81;9,29167;74,75
250627;1700;76,9;62,017;10,683;83,983;67,517;10,35;74,567;71,6;10,017;92,35;75,483;9,683;90,35;73,95;10,333;55;8,27499;78,4167
250627;1800;71,317;65,7;10;76,383;70,333;9,133;66,233;73,5;9;86,017;77,7;9;81,1;75,833;9,433;50;7,675;80,4167
250627;1900;87,183;69,15;9,017;93,967;73,8;9;80,833;76,517;9;105,017;80,417;9;99,65;78,783;9;59;7,66667;82,5
250627;2000;84,033;69,983;9,033;91,45;74,967;8,633;78,517;77,717;8,55;101,317;81,35;8,5;96,883;79,617;8,683;59;7,36667;83,4167
250627;2100;70,667;70,783;8,517;77;75,667;8;66,85;78,367;8;81,667;82,267;7,883;81,483;79,817;8,1;51;6,24167;87,6667
250627;2200;77,5;73,317;8;82,15;77,733;7,983;70,9;80,267;7,65;88,267;84,183;7;86,433;82,067;8;52;5,90833;90,0833
250627;2300;82,433;74,283;8;87,867;78,6;7,883;75,5;81,033;7,033;94,75;84,767;7;92,35;82,5;7,55;57;5,60833;91,75
250628;0;85;74,467;8;92,167;79,167;7,967;78,583;81,2;7,483;100,933;84,833;7;96,333;82,633;8;57;5,9;90,1667
250628;100;84,1;74,917;7,883;92,35;80,517;7,25;78,733;82,467;7,033;99,383;85,283;7;96,083;83,033;7,283;58;5,88333;89,6667
250628;200;83,15;74,933;7,167;89,033;79,75;7;76,233;82,2;7;96,283;85,7;6,367;93,683;83,617;7;54;5,15;92,75
250628;300;85,2;75,9;7;90,683;81,217;7;76,667;82,95;7;101,3;86,483;6,6;95,467;84,217;7;59;5,325;92,0833
250628;400;79,333;75,483;7;85,117;80,55;7;72,283;82,7;7;96,733;86,233;6,783;90,633;84,183;7;50;5,3;92
250628;500;76,75;74,85;7,517;81,267;79,7;7,1;68,933;81,7;7;96,25;85,417;6,983;86,083;83,183;7,017;51;5,35;90,9167
250628;600;78,25;75,567;7,7;85,367;81,5;7,017;72,783;83,067;7;96,383;85,95;7;90,25;84,233;7;53;5,55;90,4167
250628;700;81,633;75,483;8;88,433;80,583;7,033;75,117;82,733;7;99,517;86;7;92,783;84,067;7;51;5,45;91,5833
250628;800;81,7;73,433;8,317;87,467;78,283;8,167;74,317;81,017;7,667;101,417;84,617;7,283;93,583;82,7;7,783;49;5,80833;89,6667
250628;900;81,183;65,7;10,75;88,483;71,217;10,083;77,1;75,933;9,267;99,5;79,25;9,167;95,033;77,367;9,617;54;6,40833;87,8333
250628;1000;82,567;53,85;14,45;89,95;58,817;13,633;81,95;66,833;12,1;96,233;70,9;11,933;98,9;70,05;12,1;59;7,16667;84,6667
250628;1100;83,133;39,533;20,267;90,183;42,033;19,533;83,8;54,167;16,45;96,483;57,867;16,55;98,783;58,683;16,5;64;8,89168;76,5
250628;1200;95,8;38,133;19,533;104,233;43,183;18,117;98,05;55,467;15,533;108,567;59,783;15,483;114,833;59,817;15,55;71;9,19167;75,3333
250628;1300;92,867;43,767;16,567;100,717;49,017;15,5;93,1;58,517;13,967;107,067;62,75;13,7;111,283;62,567;13,983;68;9,24165;72,4167
250628;1400;86,417;42,383;16,983;92,15;46,167;16,433;85,05;55,183;14,9;100,617;59,85;14,417;102,767;60,333;14,517;61;9,45;69,4167
250628;1500;75,817;35,133;19,7;81,367;36,383;19,917;75,55;48,667;17;85,85;53,367;16,533;90,133;54,217;16,6;57;10,2917;62,75
250628;1600;54,183;33,717;16,867;58,317;35,333;16,917;53,783;47,067;14,567;59,117;51,35;14,533;61,317;51,417;14,9;34;10,4833;52,5
250628;1700;52,483;46,283;11,733;54,8;49,8;11,45;49,883;57,533;11,117;55,3;62,467;10,7;55,867;61,217;11,367;35;8,825;62,5833
250628;1800;49,217;57,117;8,867;51,133;60,433;8,867;45,5;65,15;8,933;51,35;69,833;8,467;51,8;68,25;9,033;24;7,19167;70,5833
250628;1900;48,617;59,717;9;50,133;62,883;9;44,317;67,617;9;49,733;72,083;8,983;50,517;71;9;28;6,83334;76,5
250628;2000;50,717;65;8,05;53,1;68,75;7,867;47;72,633;7,8;52,6;76,95;7,5;53,017;75,217;8,033;29;5,94167;83
250628;2100;53,867;71,133;6,133;55,9;73,633;6,1;49,117;77,017;6,133;55,983;81,45;5,917;55,583;79,867;6,117;31;4,66667;88,4167
250628;2200;57,517;73;5,567;59,317;74,917;5,467;52,033;77,75;5,483;59,617;82,217;4,767;58,417;80,617;5,6;30;3,93333;90,4167
250628;2300;60,683;71,65;5;63,15;76,15;5;56,483;78,283;5;64,083;82,317;4,667;63,183;80,133;5;38;4,35833;82,4167
250629;0;60,883;71,533;4,467;63,433;74,567;4,383;56,05;77,733;4,15;65,833;82,333;3,583;63,283;80,433;4,267;32;3,04167;86,8333
250629;100;63,617;73,633;3,4;66,233;76,5;3,333;58,5;78,933;3,183;72,45;83,383;2,917;65,933;81,2;3,433;36;2,11667;90,4167
250629;200;63,733;73,067;3,933;67;78,117;3,85;59,333;80,233;3,083;74,217;84,083;3;67;81,883;3,867;35;2,6;86,6667
250629;300;64,433;73,017;3,15;67,217;76,917;3,083;59,333;80,233;3;78,517;84,6;2,367;68,117;82,517;3,05;35;2,19167;87,3333
250629;400;64,783;73,05;3;67,45;77;2,6;59,717;79,983;2,5;78,85;84,117;2;67,733;82,117;3;39;1,39167;90,5
250629;500;65,283;74,35;3;67,583;79,1;2,067;59,6;81,75;2,017;80,6;85,75;1,967;68,417;83,55;2,067;32;1,225;90,8333
250629;600;65,033;73,333;3;67,417;78,717;2,867;59,25;81,033;2,2;80,633;84,8;2;68,7;82,75;2,583;33;1,35833;88,8333
250629;700;62,85;73,183;2,467;64,617;77,8;2,033;57,517;80,883;2;76,65;85,05;1,7;66,783;83,133;2;34;1,11667;88,6667
250629;800;61,85;72,1;2,817;63,4;76,583;2,533;56,167;80,067;2,317;74,217;84,25;1,817;65,467;82,183;2,383;31;1,125;88,6667
250629;900;54,517;60,383;6,967;56,75;64,733;6,683;50,517;69;6,3;60,8;73,267;5,917;57,867;71,367;6,617;30;3,45;76,9167
250629;1000;54,6;53,333;10,017;56,8;58,567;9,6;50,75;64,167;8,967;59,1;68,65;8,433;57,583;66,65;8,817;31;4,9;72,6667
250629;1100;51,417;41,333;16,917;54,5;44,55;16,133;50,3;51,433;13,683;56,267;55,6;13,9;55,783;55,1;13,95;35;6,75;65,5
250629;1200;50,933;20,717;27,783;53,633;21,017;27,15;51,233;36,883;20,667;55,583;40,067;21,6;57,667;42,517;20,333;34;8,64168;59,25
250629;1300;61,217;16,717;29,583;66,1;16,567;29,783;63,233;35,65;21,267;67,8;39,467;21,733;73,117;41,883;20,783;45;9,83333;56,5
250629;1400;67,867;17,367;27,733;73,05;14,333;31,117;70,567;36,9;19,983;74,667;40,45;20,633;81,333;42,717;19,733;48;10,3583;53,6667
250629;1500;73,033;23,283;22,617;79,233;16,8;28,567;75,233;40,05;18,3;82,617;44,95;17,817;87,867;46,667;17,45;56;10,6;53,4167
250629;1600;80,983;36,45;15,317;88,8;35,1;17,267;81,233;50,717;13,55;95,683;55,167;13,15;97,15;55,333;13,4;61;10,175;56,1667
250629;1700;88,183;53,683;9,55;95,55;57,267;9,333;84,317;63,567;9,417;108,4;68,417;8,917;104,867;66,75;9,6;63;8,04167;67,8333
250629;1800;84,65;66,1;5,983;88,75;68,733;5,883;76,3;73,45;6,167;107,85;78,383;5,583;97,3;76,183;6,383;58;5,26667;81,1667
250629;1900;78,433;70,233;4,7;81,517;73,067;4,517;70,233;76,517;4,567;99,533;81,517;4,067;86,733;78,933;4,917;54;3,83333;84,8333
250629;2000;76,95;70,183;4,25;80,583;73,867;4,133;70,333;77,3;4,1;99,917;82,15;3,6;87,983;79,667;4,267;52;3,5;83,0833
250629;2100;68,467;69,95;4;71,583;73,85;4;64,233;77,283;3,517;84,25;81,883;3,133;74,05;79,467;4;43;3,025;82,0833
250629;2200;65,617;69,267;3,45;68,567;74,133;3,35;61,767;77,933;3;78,283;82,367;2,417;70,667;79,817;3,133;39;2,50833;81,8333
250629;2300;62,233;69,283;3;64,333;74,433;3;57,733;78,533;2,883;73,617;82,317;2;66,917;79,967;3;35;2,40833;79,6667
250630;0;59;68,983;3;60,3;74,183;2,783;53,783;78,583;2;68,083;82,55;2;63,7;80,167;2,1;32;1,80833;80,75
250630;100;52;68,7;2,267;52,65;73,95;2;46,783;78,183;2;61,533;82,033;1,317;56,8;79,667;2;27;1,425;80
250630;200;44,8;67,4;1,983;44,6;73,1;1,6;39,067;77,4;1,067;54;81,55;0,95;49,383;79,033;1,5;24;0,716667;80,1667
250630;300;37,683;68,033;1,417;36,233;73,467;1;30,867;77,817;1;47,25;82,017;0,5;41,45;79,2;1;19;0,325;80,6667
250630;400;34,267;67,2;2;31,983;72,833;1,933;27,533;77,283;1,3;43,867;80,817;1;38,383;78,2;1,617;15;0,8;77,5
250630;500;25,433;64,483;2;22,8;70,383;2;16,95;75,083;1,517;33,933;79,15;1;28,9;76,1;2;11;0,95;74,8333
250630;600;23,067;63,333;2,417;21,5;69,433;2;14,517;73,867;2;31;78,267;1,55;26,783;74,75;2;10;0,966667;75,3333
250630;700;13,533;62,15;2,817;12,133;67,933;2,583;9,483;73,05;2,233;20;76,933;1,917;16,667;73,4;2,667;12;1,59167;71,3333
250630;800;8,967;55,733;4,233;8,25;61,167;3,917;6,65;67,367;3,65;8,483;71,433;3,1;10,083;68,767;3,767;9;2,2;68,3333
250630;900;14,9;47,767;6,667;13,633;52,15;6,167;11,75;59,683;5,4;12,567;63,783;5,167;16,95;62,183;5,85;14;3,84167;60,1667
250630;1000;17,85;34,7;11,017;17,933;37,383;11,083;19,333;45,2;10,067;10,783;49,183;9,95;20,3;49,283;10,15;19;8,175;41
250630;1100;3,867;12,267;28,483;4,15;11,967;27,767;3,733;24,733;22,55;2,4;28,183;24,533;4,517;30,083;23,183;6;12,2333;27,75
250630;1200;18,183;5,883;35,6;19,183;5,633;33,883;17,333;21,95;26,017;18,933;25,75;27,933;20,55;28,05;26,133;13;13,7417;27,0833
250630;1300;33,4;6,133;37,633;34,85;5,033;37,233;32,85;23,117;27,067;35,267;27,583;28,05;36,783;29,6;27,017;20;14,9;29,1667
250630;1400;43,6;11,9;27,967;44,767;12,25;28,017;43,267;27,833;22,717;47,467;32,417;22,617;47,417;33,683;22,55;29;14,6167;31,5833
250630;1500;63,733;20,85;21,933;68,883;23,267;21,3;64,6;35,783;19;74,267;40,183;19,017;74,133;40,9;19,2;47;14,1167;38,3333
250630;1600;86,033;31,6;16,733;93,133;35,4;16,083;86,8;44,183;15,417;101,433;48,483;15,233;102,65;48,533;15,717;71;12,625;45,9167
250630;1700;75,583;40,35;13,667;81,083;43,6;13,433;72,583;51,333;13,183;91,383;55,883;12,85;90,183;55,55;13,4;61;10,8583;55,75
250630;1800;81,4;52,667;11,133;85,383;55,633;11,2;75,4;61,617;11,067;96,55;66,017;10,533;93,45;64,833;11,267;70;8,79167;69,5
250630;1900;87,1;58,533;9,95;92,433;62,05;9,883;81,017;67,183;9,667;105,483;71,817;9,25;100,083;69,833;10,017;67;8,14999;72,75
250630;2000;77,767;60,067;9;82,367;63,833;9;72;68,267;9;94,567;72,833;8,9;89,367;70,8;9,167;63;7,64167;73,75
250630;2100;63,7;57,917;9,45;67,533;61,567;9,433;60,3;66,233;9,333;74,25;70,417;8,983;70,95;68,85;9,467;47;7,78333;70,6667
250630;2200;48,383;52,65;10;50,6;56,55;9,95;45,733;62,283;9,55;50,933;66,5;9;52,117;65,317;9,933;29;7,95833;65
250630;2300;44,717;52,883;9,75;46,633;56,8;9,4;41,95;62,2;9,067;47,617;66,55;9;48,2;65,333;9,117;32;7,79167;64,6667
250701;0;38,3;51,533;9,883;40,267;55,433;9,467;35,667;61,2;9,117;41,7;65,5;9;41,5;64,333;9,133;26;7,78333;63,0833
250701;100;34,2;42,733;10,65;35,05;46,1;10,483;30,167;52,45;10,283;37,983;56,517;10,1;37,383;56,4;10,367;14;9,35835;50,0834
250701;200;52,767;46,517;10,433;55,833;50,6;10,033;50,917;56,983;10,017;56,383;61,033;10;57,167;60,683;10,033;36;8,60834;57,5833
250701;300;44,183;44;10,933;45,967;47,733;10,2;41,633;54,267;10;47,85;58,383;10;48;58,133;10;26;9,02499;53,0833
250701;400;36,183;46,75;10,1;37,267;50,517;9,867;32,85;57,183;9,633;39,55;61,567;9,25;39,217;60,7;9,95;20;7,89167;59,6667
250701;500;26,583;50,5;9,317;26,833;54,183;9,1;22,8;60,05;9;29,767;64,3;9;29,383;63,183;9,15;15;7,05;65,25
250701;600;13,517;49,85;9,1;12,833;53,7;9;10,467;59,633;9;15,75;63,883;9;15,8;62,833;9;11;7,29167;62,5833
250701;700;8,067;45,233;10;7,75;48,817;9,767;6,5;55,3;9,367;8,4;59,417;9,25;9,2;58,9;9,45;8;7,89167;56,5
250701;800;9,533;45,367;10,533;9,267;48,8;10,433;7,95;55,5;9,8;9,067;59,85;9,517;10,917;59,35;10,067;10;7,93333;57,75
250701;900;14,583;36,367;13,95;14,05;39,267;13,783;13,267;47,333;12,767;12,467;51,617;12,433;17,567;51,767;12,85;19;9,68333;49,6667
250701;1000;19,233;25,167;19,567;19,55;27,567;18,933;18,167;36,983;17,35;17,433;41,117;17,383;21,417;41,967;17,517;20;12,6167;38,5
250701;1100;25,317;12,333;30,917;26,15;12,9;29,8;24,8;25,817;25,05;26,583;29,767;26,483;28,033;31,317;25,95;30;15,3083;29,25
250701;1200;19,95;4,8;40,717;21,483;3,9;38,833;19,017;20;30,5;20,167;24,217;33,067;23,033;26,4;30,8;18;17,45;22,75
250701;1300;37,833;6,717;36,967;39,3;5,633;36,9;37,617;22,717;28,183;40,45;27,583;28,65;41,55;29,5;27,8;28;17,7417;25,6667
250701;1400;41,533;7,117;35,283;43,417;5,233;37,567;41,733;23,217;27;44,2;27,85;27,767;45,5;29,617;27,167;30;18,35;24,1667
250701;1500;46,283;10,9;28,217;47,917;9,983;29,667;46,567;25,383;24,15;49,25;30,233;24,267;50,467;31,6;24,083;37;18,2583;24,1667
250701;1600;44,15;17,817;22,983;45,5;19,3;22,7;43,8;30,767;21,567;46,817;35,95;20,933;48,083;36,667;21,417;36;17,0083;30,5833
250701;1700;43,333;33,25;17,583;44,883;35,017;17,55;40,983;43,417;17,417;44,25;48,283;16,933;45,933;48,617;17,367;32;14,075;48,0833
250701;1800;45,733;42,433;14,567;47,55;44,783;14,567;43,367;51,483;14,583;45,45;55,883;14,35;48,117;55,5;14,85;42;12,3417;55,9167
250701;1900;48,8;45;14;50,933;47,95;13,683;46,7;53,717;13,683;49,233;57,967;13,167;51,783;57,333;14;43;11,975;55,4167
250701;2000;47,417;42,15;13,867;49,583;45,283;13,817;45,583;51,95;13,367;48,883;56,35;13,083;50,8;56,017;13,567;38;12,0917;51,5833
